10.1, 393, 0, LTS, V
272.5, 2655, 3, FS, V
272.6, 2711, 3, IB, V
272.7, 1901, 2, FS, V
272.8, 1935, 2, IB, V
272.9, 2707, 3, IB, V
273, 2653, 3, FS, V
273.1, 291, 0, RS, V
273.4, 1823, 2, RS, V
273.5, 349, 0, RS, V
273.6, 1853, 2, RS, V
274.3, 2644, 3, FS, V
274.4, 3452, 4, IB, V
274.5, 1926, 2, IB, V
274.5, 2582, 3, RS, V
274.6, 3444, 4, IB, V
275, 1834, 2, RS, V
275.2, 1927, 2, IB, V
275.4, 2648, 3, FS, V
275.5, 2640, 3, FS, V
275.6, 2696, 3, IB, V
275.6, 3474, 4, IB, V
275.9, 2694, 3, IB, V
276, 1835, 2, RS, V
276.2, 1170, 1, IB, V
276.6, 1062, 1, RS, V
276.6, 1844, 2, RS, V
276.8, 302, 0, RS, V
276.8, 2556, 3, RS, V
276.9, 1144, 1, FS, V
276.9, 1869, 2, RS, V
276.9, 3362, 4, RS, V
278.2, 1798, 2, RS, V
278.2, 2609, 3, RS, V
279.1, 1855, 2, RS, V
279.2, 1865, 2, RS, V
279.8, 1035, 1, RS, V
280, 1143, 1, FS, V
280.1, 3472, 4, IB, V
280.2, 2684, 3, IB, V
280.2, 3331, 4, RS, V
280.6, 2632, 3, RS, V
280.7, 1161, 1, IB, V
280.8, 1172, 1, IB, V
281.1, 2603, 3, RS, V
281.1, 2713, 3, IB, V
281.4, 1182, 1, IB, V
281.4, 2573, 3, RS, V
281.5, 1061, 1, RS, V
281.7, 1185, 1, IB, V
281.7, 1911, 2, LTS, V
281.7, 2699, 3, IB, V
281.9, 1843, 2, RS, V
282, 1873, 2, RS, V
282.1, 1932, 2, IB, V
282.3, 1162, 1, IB, V
282.4, 2588, 3, RS, V
282.6, 1858, 2, RS, V
282.8, 2714, 3, IB, V
282.8, 3399, 4, FS, V
282.9, 2606, 3, RS, V
283, 1113, 1, RS, V
283, 1934, 2, IB, V
283, 2616, 3, RS, V
283.1, 2598, 3, RS, V
283.1, 3350, 4, RS, V
283.3, 1103, 1, RS, V
283.7, 1854, 2, RS, V
284, 3446, 4, IB, V
284.1, 1179, 1, IB, V
284.1, 1950, 2, IB, V
284.4, 3458, 4, IB, V
284.5, 3390, 4, RS, V
284.7, 3461, 4, IB, V
285, 403, 0, IB, V
285.1, 1874, 2, RS, V
285.1, 2695, 3, IB, V
285.1, 2706, 3, IB, V
285.1, 3394, 4, RS, V
285.3, 1851, 2, RS, V
285.3, 2599, 3, RS, V
285.4, 1867, 2, RS, V
285.8, 1892, 2, FS, V
285.9, 390, 0, LTS, V
286, 1813, 2, RS, V
286.1, 2615, 3, RS, V
286.1, 3442, 4, LTS, V
286.1, 3449, 4, IB, V
286.2, 3319, 4, RS, V
286.5, 3473, 4, IB, V
286.6, 1898, 2, FS, V
286.6, 1939, 2, IB, V
286.8, 2559, 3, RS, V
286.8, 3413, 4, FS, V
286.8, 3471, 4, IB, V
287, 1936, 2, IB, V
287, 3346, 4, RS, V
287.4, 3384, 4, RS, V
287.4, 3395, 4, RS, V
287.4, 3454, 4, IB, V
287.5, 361, 0, FS, V
287.7, 2712, 3, IB, V
287.7, 3372, 4, RS, V
287.8, 1162, 1, IB, V
287.8, 1906, 2, FS, V
288, 3405, 4, FS, V
288.2, 1883, 2, FS, V
288.2, 2708, 3, IB, V
288.2, 3450, 4, IB, V
288.3, 2568, 3, RS, V
288.3, 2635, 3, RS, V
288.3, 3467, 4, IB, V
288.5, 1187, 1, IB, V
288.5, 1803, 2, RS, V
288.6, 1886, 2, FS, V
288.7, 1805, 2, RS, V
288.7, 1826, 2, RS, V
288.8, 352, 0, RS, V
288.8, 1056, 1, RS, V
288.8, 1077, 1, RS, V
288.8, 1837, 2, RS, V
288.9, 1828, 2, RS, V
289, 2572, 3, RS, V
289, 3332, 4, RS, V
289.1, 1069, 1, RS, V
289.2, 1072, 1, RS, V
289.2, 3343, 4, RS, V
289.3, 1140, 1, FS, V
289.3, 1902, 2, FS, V
289.3, 2642, 3, FS, V
289.5, 1178, 1, IB, V
289.5, 2666, 3, FS, V
289.5, 2685, 3, IB, V
289.5, 2691, 3, IB, V
289.5, 3422, 4, FS, V
289.6, 2698, 3, IB, V
289.7, 2652, 3, FS, V
289.7, 3348, 4, RS, V
289.7, 3447, 4, IB, V
289.8, 1078, 1, RS, V
289.8, 1166, 1, IB, V
289.8, 2620, 3, RS, V
289.8, 3334, 4, RS, V
289.9, 1796, 2, RS, V
289.9, 1814, 2, RS, V
289.9, 1940, 2, IB, V
289.9, 2636, 3, RS, V
289.9, 2659, 3, FS, V
289.9, 3470, 4, IB, V
290, 2567, 3, RS, V
290.1, 1059, 1, RS, V
290.1, 1863, 2, RS, V
290.2, 1885, 2, FS, V
290.2, 1936, 2, IB, V
290.2, 3327, 4, RS, V
290.3, 3338, 4, RS, V
290.4, 1860, 2, RS, V
290.4, 1944, 2, IB, V
290.4, 2683, 3, IB, V
290.5, 1953, 2, IB, V
290.6, 1799, 2, RS, V
290.6, 1929, 2, IB, V
290.6, 2625, 3, RS, V
290.6, 2650, 3, FS, V
290.6, 2684, 3, IB, V
290.7, 1102, 1, RS, V
290.7, 2629, 3, RS, V
290.7, 2702, 3, IB, V
290.8, 318, 0, RS, V
290.8, 417, 0, IB, V
290.8, 1924, 2, IB, V
290.8, 1925, 2, IB, V
290.8, 1931, 2, IB, V
290.8, 3326, 4, RS, V
290.9, 1876, 2, RS, V
290.9, 2665, 3, FS, V
290.9, 3353, 4, RS, V
290.9, 3358, 4, RS, V
290.9, 3415, 4, FS, V
290.9, 3466, 4, IB, V
291, 1797, 2, RS, V
291, 2589, 3, RS, V
291, 2617, 3, RS, V
291.1, 1795, 2, RS, V
291.1, 1879, 2, FS, V
291.1, 2612, 3, RS, V
291.1, 2627, 3, RS, V
291.2, 2555, 3, RS, V
291.3, 1871, 2, RS, V
291.3, 1875, 2, RS, V
291.3, 1905, 2, FS, V
291.4, 2562, 3, RS, V
291.4, 3324, 4, RS, V
291.4, 3363, 4, RS, V
291.5, 1068, 1, RS, V
291.5, 1189, 1, IB, V
291.6, 1923, 2, IB, V
291.7, 3369, 4, RS, V
291.8, 1811, 2, RS, V
291.8, 2640, 3, FS, V
291.8, 3335, 4, RS, V
291.8, 3383, 4, RS, V
291.8, 3439, 4, LTS, V
291.9, 3427, 4, FS, V
292, 1047, 1, RS, V
292, 1095, 1, RS, V
292, 2592, 3, RS, V
292, 2647, 3, FS, V
292.1, 1802, 2, RS, V
292.1, 1900, 2, FS, V
292.1, 1927, 2, IB, V
292.1, 2600, 3, RS, V
292.1, 3397, 4, RS, V
292.1, 3409, 4, FS, V
292.2, 3340, 4, RS, V
292.3, 1951, 2, IB, V
292.3, 3342, 4, RS, V
292.4, 1804, 2, RS, V
292.4, 2577, 3, RS, V
292.5, 3377, 4, RS, V
292.6, 1044, 1, RS, V
292.6, 1049, 1, RS, V
292.7, 1174, 1, IB, V
292.7, 2662, 3, FS, V
292.7, 3323, 4, RS, V
292.8, 2593, 3, RS, V
292.8, 2660, 3, FS, V
292.8, 2668, 3, FS, V
292.8, 3385, 4, RS, V
292.8, 3440, 4, LTS, V
292.9, 2611, 3, RS, V
292.9, 2661, 3, FS, V
293, 1108, 1, RS, V
293.1, 1941, 2, IB, V
293.1, 2575, 3, RS, V
293.1, 2580, 3, RS, V
293.1, 2605, 3, RS, V
293.1, 2626, 3, RS, V
293.1, 2654, 3, FS, V
293.2, 317, 0, RS, V
293.2, 1119, 1, FS, V
293.2, 1808, 2, RS, V
293.2, 1818, 2, RS, V
293.2, 1872, 2, RS, V
293.2, 1899, 2, FS, V
293.2, 2586, 3, RS, V
293.2, 2633, 3, RS, V
293.2, 2664, 3, FS, V
293.2, 3436, 4, LTS, V
293.2, 3461, 4, IB, V
293.3, 1085, 1, RS, V
293.3, 1881, 2, FS, V
293.3, 1938, 2, IB, V
293.3, 3359, 4, RS, V
293.4, 1857, 2, RS, V
293.4, 1880, 2, FS, V
293.4, 3389, 4, RS, V
293.5, 1080, 1, RS, V
293.5, 1890, 2, FS, V
293.5, 1895, 2, FS, V
293.5, 2621, 3, RS, V
293.6, 2658, 3, FS, V
293.6, 3373, 4, RS, V
293.7, 1902, 2, FS, V
293.7, 1903, 2, FS, V
293.7, 1948, 2, IB, V
293.7, 2648, 3, FS, V
293.7, 2705, 3, IB, V
293.7, 3405, 4, FS, V
293.8, 1887, 2, FS, V
293.8, 1897, 2, FS, V
293.8, 2645, 3, FS, V
293.8, 2687, 3, IB, V
293.9, 293, 0, RS, V
293.9, 1055, 1, RS, V
293.9, 3406, 4, FS, V
294, 1889, 2, FS, V
294, 1901, 2, FS, V
294, 1953, 2, IB, V
294, 2651, 3, FS, V
294, 3355, 4, RS, V
294, 3401, 4, FS, V
294.1, 1128, 1, FS, V
294.1, 2666, 3, FS, V
294.1, 3392, 4, RS, V
294.2, 1190, 1, IB, V
294.2, 1821, 2, RS, V
294.2, 2590, 3, RS, V
294.2, 2667, 3, FS, V
294.2, 3425, 4, FS, V
294.3, 1801, 2, RS, V
294.3, 2653, 3, FS, V
294.3, 2684, 3, IB, V
294.3, 3404, 4, FS, V
294.3, 3412, 4, FS, V
294.4, 1904, 2, FS, V
294.4, 1924, 2, IB, V
294.4, 3455, 4, IB, V
294.5, 1137, 1, FS, V
294.5, 1936, 2, IB, V
294.5, 3466, 4, IB, V
294.6, 1130, 1, FS, V
294.6, 1896, 2, FS, V
294.6, 2641, 3, FS, V
294.6, 3444, 4, IB, V
294.6, 3448, 4, IB, V
294.6, 3469, 4, IB, V
294.7, 1124, 1, FS, V
294.7, 1925, 2, IB, V
294.8, 1083, 1, RS, V
294.8, 1830, 2, RS, V
294.8, 1849, 2, RS, V
294.8, 2700, 3, IB, V
294.9, 1146, 1, FS, V
294.9, 1877, 2, FS, V
294.9, 1891, 2, FS, V
294.9, 1944, 2, IB, V
294.9, 2638, 3, FS, V
294.9, 2679, 3, LTS, V
294.9, 3416, 4, FS, V
294.9, 3417, 4, FS, V
295, 1122, 1, FS, V
295, 1883, 2, FS, V
295, 2561, 3, RS, V
295, 3391, 4, RS, V
295, 3407, 4, FS, V
295.1, 1057, 1, RS, V
295.1, 2594, 3, RS, V
295.1, 2649, 3, FS, V
295.1, 2665, 3, FS, V
295.2, 2574, 3, RS, V
295.2, 3400, 4, FS, V
295.2, 3424, 4, FS, V
295.3, 1136, 1, FS, V
295.3, 1138, 1, FS, V
295.3, 1139, 1, FS, V
295.3, 1885, 2, FS, V
295.3, 2690, 3, IB, V
295.3, 2697, 3, IB, V
295.3, 3366, 4, RS, V
295.4, 308, 0, RS, V
295.4, 1118, 1, FS, V
295.4, 1126, 1, FS, V
295.4, 2643, 3, FS, V
295.4, 2652, 3, FS, V
295.4, 2691, 3, IB, V
295.4, 2702, 3, IB, V
295.4, 2714, 3, IB, V
295.4, 3325, 4, RS, V
295.4, 3411, 4, FS, V
295.5, 1125, 1, FS, V
295.5, 1820, 2, RS, V
295.5, 1893, 2, FS, V
295.5, 1916, 2, LTS, V
295.5, 3382, 4, RS, V
295.5, 3396, 4, RS, V
295.6, 301, 0, RS, V
295.6, 1131, 1, FS, V
295.6, 3468, 4, IB, V
295.7, 372, 0, FS, V
295.7, 1088, 1, RS, V
295.7, 1907, 2, FS, V
295.7, 2692, 3, IB, V
295.7, 3426, 4, FS, V
295.8, 1175, 1, IB, V
295.8, 1815, 2, RS, V
295.8, 1884, 2, FS, V
295.8, 1915, 2, LTS, V
295.8, 2656, 3, FS, V
295.8, 2710, 3, IB, V
295.8, 3341, 4, RS, V
295.8, 3375, 4, RS, V
295.9, 1879, 2, FS, V
295.9, 2663, 3, FS, V
295.9, 3386, 4, RS, V
296, 322, 0, RS, V
296, 1054, 1, RS, V
296, 1141, 1, FS, V
296, 1894, 2, FS, V
296, 1898, 2, FS, V
296, 2591, 3, RS, V
296.1, 1104, 1, RS, V
296.1, 1892, 2, FS, V
296.1, 1923, 2, IB, V
296.1, 2630, 3, RS, V
296.1, 2650, 3, FS, V
296.1, 3333, 4, RS, V
296.1, 3403, 4, FS, V
296.1, 3418, 4, FS, V
296.1, 3420, 4, FS, V
296.2, 335, 0, RS, V
296.2, 1048, 1, RS, V
296.2, 1143, 1, FS, V
296.2, 1176, 1, IB, V
296.2, 1846, 2, RS, V
296.2, 2610, 3, RS, V
296.2, 2640, 3, FS, V
296.2, 3320, 4, RS, V
296.2, 3354, 4, RS, V
296.2, 3421, 4, FS, V
296.3, 1888, 2, FS, V
296.3, 1934, 2, IB, V
296.4, 1132, 1, FS, V
296.4, 1942, 2, IB, V
296.4, 2644, 3, FS, V
296.4, 2646, 3, FS, V
296.4, 3410, 4, FS, V
296.5, 1116, 1, FS, V
296.5, 1133, 1, FS, V
296.5, 1831, 2, RS, V
296.5, 1928, 2, IB, V
296.5, 2689, 3, IB, V
296.5, 3402, 4, FS, V
296.5, 3429, 4, FS, V
296.6, 344, 0, RS, V
296.6, 400, 0, IB, V
296.6, 1882, 2, FS, V
296.6, 2597, 3, RS, V
296.6, 2614, 3, RS, V
296.6, 3368, 4, RS, V
296.6, 3453, 4, IB, V
296.7, 1142, 1, FS, V
296.7, 2563, 3, RS, V
296.7, 2711, 3, IB, V
296.7, 3414, 4, FS, V
296.7, 3415, 4, FS, V
296.7, 3422, 4, FS, V
296.7, 3423, 4, FS, V
296.7, 3427, 4, FS, V
296.7, 3451, 4, IB, V
296.8, 1079, 1, RS, V
296.8, 1134, 1, FS, V
296.8, 1838, 2, RS, V
296.8, 1952, 2, IB, V
296.8, 2709, 3, IB, V
296.8, 3461, 4, IB, V
296.9, 1037, 1, RS, V
296.9, 1824, 2, RS, V
296.9, 1842, 2, RS, V
296.9, 2655, 3, FS, V
296.9, 2657, 3, FS, V
296.9, 3409, 4, FS, V
297, 1180, 1, IB, V
297, 1900, 2, FS, V
297, 1906, 2, FS, V
297, 1941, 2, IB, V
297, 3441, 4, LTS, V
297.1, 428, 0, IB, V
297.1, 1809, 2, RS, V
297.1, 1886, 2, FS, V
297.1, 1926, 2, IB, V
297.1, 1949, 2, IB, V
297.1, 2647, 3, FS, V
297.1, 2661, 3, FS, V
297.1, 2704, 3, IB, V
297.1, 3367, 4, RS, V
297.2, 386, 0, LTS, V
297.2, 1847, 2, RS, V
297.2, 1878, 2, FS, V
297.2, 2642, 3, FS, V
297.2, 2688, 3, IB, V
297.2, 3419, 4, FS, V
297.3, 1127, 1, FS, V
297.3, 1144, 1, FS, V
297.3, 1184, 1, IB, V
297.3, 1868, 2, RS, V
297.3, 2705, 3, IB, V
297.4, 354, 0, RS, V
297.4, 405, 0, IB, V
297.4, 1120, 1, FS, V
297.4, 1191, 1, IB, V
297.4, 1880, 2, FS, V
297.4, 1897, 2, FS, V
297.4, 1909, 2, LTS, V
297.4, 1932, 2, IB, V
297.4, 2637, 3, RS, V
297.4, 3459, 4, IB, V
297.5, 368, 0, FS, V
297.5, 408, 0, IB, V
297.5, 1865, 2, RS, V
297.5, 1908, 2, LTS, V
297.5, 1943, 2, IB, V
297.6, 1145, 1, FS, V
297.6, 2658, 3, FS, V
297.6, 3430, 4, LTS, V
297.6, 3460, 4, IB, V
297.6, 3470, 4, IB, V
297.7, 2693, 3, IB, V
297.7, 3408, 4, FS, V
297.8, 276, 0, RS, V
297.8, 1895, 2, FS, V
297.8, 2651, 3, FS, V
297.8, 3357, 4, RS, V
297.9, 1119, 1, FS, V
297.9, 1123, 1, FS, V
297.9, 1183, 1, IB, V
297.9, 1890, 2, FS, V
297.9, 3374, 4, RS, V
298, 1171, 1, IB, V
298, 1936, 2, IB, V
298, 3380, 4, RS, V
298, 3399, 4, FS, V
298.1, 1084, 1, RS, V
298.1, 1825, 2, RS, V
298.1, 1871, 2, RS, V
298.1, 1889, 2, FS, V
298.1, 1947, 2, IB, V
298.1, 2623, 3, RS, V
298.1, 3425, 4, FS, V
298.2, 2560, 3, RS, V
298.2, 2565, 3, RS, V
298.3, 426, 0, IB, V
298.3, 2666, 3, FS, V
298.3, 2667, 3, FS, V
298.3, 3406, 4, FS, V
298.4, 1896, 2, FS, V
298.4, 2645, 3, FS, V
298.5, 345, 0, RS, V
298.5, 1164, 1, IB, V
298.5, 1812, 2, RS, V
298.5, 1819, 2, RS, V
298.5, 1881, 2, FS, V
298.5, 1944, 2, IB, V
298.5, 2579, 3, RS, V
298.5, 2639, 3, FS, V
298.5, 2697, 3, IB, V
298.5, 3316, 4, RS, V
298.6, 1098, 1, RS, V
298.6, 1190, 1, IB, V
298.6, 1902, 2, FS, V
298.6, 2665, 3, FS, V
298.6, 2690, 3, IB, V
298.6, 3428, 4, FS, V
298.7, 406, 0, IB, V
298.7, 1071, 1, RS, V
298.7, 1129, 1, FS, V
298.7, 1903, 2, FS, V
298.7, 1937, 2, IB, V
298.7, 2638, 3, FS, V
298.7, 3462, 4, IB, V
298.8, 1090, 1, RS, V
298.8, 1112, 1, RS, V
298.9, 1904, 2, FS, V
298.9, 2649, 3, FS, V
298.9, 2714, 3, IB, V
298.9, 3401, 4, FS, V
298.9, 3412, 4, FS, V
299, 274, 0, RS, V
299, 1175, 1, IB, V
299, 1891, 2, FS, V
299, 2616, 3, RS, V
299, 2643, 3, FS, V
299, 2692, 3, IB, V
299.1, 339, 0, RS, V
299.1, 1862, 2, RS, V
299.1, 2653, 3, FS, V
299.1, 3465, 4, IB, V
299.2, 1093, 1, RS, V
299.2, 1832, 2, RS, V
299.2, 1898, 2, FS, V
299.2, 2710, 3, IB, V
299.2, 3376, 4, RS, V
299.3, 1836, 2, RS, V
299.3, 1883, 2, FS, V
299.3, 1887, 2, FS, V
299.3, 1945, 2, IB, V
299.3, 1946, 2, IB, V
299.3, 2558, 3, RS, V
299.3, 2701, 3, IB, V
299.4, 3456, 4, IB, V
299.5, 1137, 1, FS, V
299.5, 1864, 2, RS, V
