11.3, 2540, 3, LTS, VI
116, 1452, 1, RS, III
116, 3019, 3, FS, III
116.1, 714, 0, FS, III
116.1, 1310, 1, RS, III
116.1, 1312, 1, RS, III
116.1, 1365, 1, RS, III
116.1, 1378, 1, RS, III
116.1, 1396, 1, RS, III
116.1, 1418, 1, RS, III
116.1, 1422, 1, RS, III
116.1, 1451, 1, RS, III
116.1, 1463, 1, RS, III
116.1, 3002, 3, FS, III
116.1, 3021, 3, FS, III
116.1, 3025, 3, FS, III
116.2, 727, 0, FS, III
116.2, 732, 0, FS, III
116.2, 1124, 1, FS, V
116.2, 1345, 1, RS, III
116.2, 1355, 1, RS, III
116.2, 1362, 1, RS, III
116.2, 1372, 1, RS, III
116.2, 1388, 1, RS, III
116.2, 1398, 1, RS, III
116.2, 1406, 1, RS, III
116.2, 1438, 1, RS, III
116.2, 1454, 1, RS, III
116.2, 1461, 1, RS, III
116.2, 2240, 2, FS, III
116.2, 2254, 2, FS, III
116.2, 2996, 3, FS, III
116.3, 1129, 1, FS, V
116.3, 1311, 1, RS, III
116.3, 1318, 1, RS, III
116.3, 1332, 1, RS, III
116.3, 1339, 1, RS, III
116.3, 1346, 1, RS, III
116.3, 1376, 1, RS, III
116.3, 1405, 1, RS, III
116.3, 1423, 1, RS, III
116.3, 1441, 1, RS, III
116.3, 1453, 1, RS, III
116.3, 2992, 3, FS, III
116.3, 3014, 3, FS, III
116.4, 1113, 1, FS, V
116.4, 1127, 1, FS, V
116.4, 1132, 1, FS, V
116.4, 1142, 1, FS, V
116.4, 1314, 1, RS, III
116.4, 1331, 1, RS, III
116.4, 1337, 1, RS, III
116.4, 1340, 1, RS, III
116.4, 1391, 1, RS, III
116.4, 1400, 1, RS, III
116.4, 1414, 1, RS, III
116.4, 1428, 1, RS, III
116.4, 1435, 1, RS, III
116.4, 1491, 1, FS, III
116.4, 3013, 3, FS, III
116.4, 3016, 3, FS, III
116.5, 707, 0, FS, III
116.5, 738, 0, FS, III
116.5, 1105, 1, FS, V
116.5, 1111, 1, FS, V
116.5, 1115, 1, FS, V
116.5, 1121, 1, FS, V
116.5, 1126, 1, FS, V
116.5, 1135, 1, FS, V
116.5, 1136, 1, FS, V
116.5, 1145, 1, FS, V
116.5, 1171, 1, IB, V
116.5, 1350, 1, RS, III
116.5, 1354, 1, RS, III
116.5, 1462, 1, RS, III
116.5, 2235, 2, FS, III
116.5, 2259, 2, FS, III
116.5, 2998, 3, FS, III
116.6, 579, 0, RS, III
116.6, 733, 0, FS, III
116.6, 1117, 1, FS, V
116.6, 1119, 1, FS, V
116.6, 1120, 1, FS, V
116.6, 1128, 1, FS, V
116.6, 1130, 1, FS, V
116.6, 1131, 1, FS, V
116.6, 1141, 1, FS, V
116.6, 1143, 1, FS, V
116.6, 1147, 1, FS, V
116.6, 1149, 1, FS, V
116.6, 1305, 1, LTS, IV
116.6, 1322, 1, RS, III
116.6, 1327, 1, RS, III
116.6, 1335, 1, RS, III
116.6, 1374, 1, RS, III
116.6, 1379, 1, RS, III
116.6, 1381, 1, RS, III
116.6, 1385, 1, RS, III
116.6, 1420, 1, RS, III
116.6, 1429, 1, RS, III
116.6, 1436, 1, RS, III
116.6, 1445, 1, RS, III
116.6, 1450, 1, RS, III
116.6, 1501, 1, FS, III
116.6, 1886, 2, FS, V
116.6, 2994, 3, FS, III
116.7, 1138, 1, FS, V
116.7, 1140, 1, FS, V
116.7, 1144, 1, FS, V
116.7, 1146, 1, FS, V
116.7, 1184, 1, IB, V
116.7, 1191, 1, IB, V
116.7, 1192, 1, IB, V
116.7, 1330, 1, RS, III
116.7, 1370, 1, RS, III
116.7, 2993, 3, FS, III
116.7, 3008, 3, FS, III
116.7, 3010, 3, FS, III
116.7, 3018, 3, FS, III
116.8, 352, 0, FS, V
116.8, 370, 0, FS, V
116.8, 1108, 1, FS, V
116.8, 1112, 1, FS, V
116.8, 1116, 1, FS, V
116.8, 1122, 1, FS, V
116.8, 1134, 1, FS, V
116.8, 1177, 1, IB, V
116.8, 1446, 1, RS, III
116.8, 1466, 1, RS, III
116.8, 1876, 2, FS, V
116.8, 1884, 2, FS, V
116.8, 1907, 2, FS, V
116.8, 3006, 3, FS, III
116.8, 3020, 3, FS, III
116.9, 344, 0, FS, V
116.9, 345, 0, FS, V
116.9, 1106, 1, FS, V
116.9, 1107, 1, FS, V
116.9, 1114, 1, FS, V
116.9, 1182, 1, IB, V
116.9, 1183, 1, IB, V
116.9, 1380, 1, RS, III
116.9, 1387, 1, RS, III
116.9, 1888, 2, FS, V
116.9, 1893, 2, FS, V
116.9, 3001, 3, FS, III
117, 349, 0, FS, V
117, 350, 0, FS, V
117, 358, 0, FS, V
117, 363, 0, FS, V
117, 385, 0, FS, V
117, 1109, 1, FS, V
117, 1123, 1, FS, V
117, 1125, 1, FS, V
117, 1148, 1, FS, V
117, 1174, 1, IB, V
117, 1178, 1, IB, V
117, 1328, 1, RS, III
117, 1347, 1, RS, III
117, 1364, 1, RS, III
117, 1871, 2, FS, V
117, 1874, 2, FS, V
117, 1877, 2, FS, V
117, 1883, 2, FS, V
117, 3011, 3, FS, III
117.1, 353, 0, FS, V
117.1, 356, 0, FS, V
117.1, 360, 0, FS, V
117.1, 371, 0, FS, V
117.1, 376, 0, FS, V
117.1, 384, 0, FS, V
117.1, 726, 0, FS, III
117.1, 1110, 1, FS, V
117.1, 1133, 1, FS, V
117.1, 1170, 1, IB, V
117.1, 1176, 1, IB, V
117.1, 1179, 1, IB, V
117.1, 1384, 1, RS, III
117.1, 1870, 2, FS, V
117.1, 1878, 2, FS, V
117.1, 1897, 2, FS, V
117.1, 1902, 2, FS, V
117.1, 2241, 2, FS, III
117.2, 351, 0, FS, V
117.2, 354, 0, FS, V
117.2, 361, 0, FS, V
117.2, 364, 0, FS, V
117.2, 373, 0, FS, V
117.2, 387, 0, FS, V
117.2, 1168, 1, IB, V
117.2, 1175, 1, IB, V
117.2, 1187, 1, IB, V
117.2, 1334, 1, RS, III
117.2, 1395, 1, RS, III
117.2, 1411, 1, RS, III
117.2, 1432, 1, RS, III
117.2, 1872, 2, FS, V
117.2, 1875, 2, FS, V
117.2, 1892, 2, FS, V
117.2, 1909, 2, FS, V
117.2, 3022, 3, FS, III
117.3, 362, 0, FS, V
117.3, 374, 0, FS, V
117.3, 380, 0, FS, V
117.3, 383, 0, FS, V
117.3, 1172, 1, IB, V
117.3, 1324, 1, RS, III
117.3, 1404, 1, RS, III
117.3, 1465, 1, RS, III
117.3, 1881, 2, FS, V
117.3, 1889, 2, FS, V
117.3, 1894, 2, FS, V
117.3, 1896, 2, FS, V
117.3, 1899, 2, FS, V
117.3, 1908, 2, FS, V
117.3, 1910, 2, FS, V
117.4, 359, 0, FS, V
117.4, 367, 0, FS, V
117.4, 368, 0, FS, V
117.4, 377, 0, FS, V
117.4, 388, 0, FS, V
117.4, 655, 0, RS, III
117.4, 1118, 1, FS, V
117.4, 1139, 1, FS, V
117.4, 1169, 1, IB, V
117.4, 1189, 1, IB, V
117.4, 1389, 1, RS, III
117.4, 1882, 2, FS, V
117.4, 1887, 2, FS, V
117.4, 3004, 3, FS, III
117.4, 3026, 3, FS, III
117.5, 357, 0, FS, V
117.5, 369, 0, FS, V
117.5, 375, 0, FS, V
117.5, 1167, 1, IB, V
117.5, 1180, 1, IB, V
117.5, 1181, 1, IB, V
117.5, 1186, 1, IB, V
117.5, 1383, 1, RS, III
117.5, 1866, 2, FS, V
117.5, 1891, 2, FS, V
117.5, 1895, 2, FS, V
117.5, 1901, 2, FS, V
117.5, 1904, 2, FS, V
117.5, 2990, 3, FS, III
117.6, 372, 0, FS, V
117.6, 379, 0, FS, V
117.6, 381, 0, FS, V
117.6, 1166, 1, IB, V
117.6, 1185, 1, IB, V
117.6, 1390, 1, RS, III
117.6, 1867, 2, FS, V
117.6, 1868, 2, FS, V
117.6, 1885, 2, FS, V
117.6, 1890, 2, FS, V
117.6, 1906, 2, FS, V
117.7, 348, 0, FS, V
117.7, 365, 0, FS, V
117.7, 1880, 2, FS, V
117.7, 1898, 2, FS, V
117.7, 1903, 2, FS, V
117.7, 1905, 2, FS, V
117.8, 355, 0, FS, V
117.8, 378, 0, FS, V
117.8, 1173, 1, IB, V
117.8, 1873, 2, FS, V
117.8, 1879, 2, FS, V
117.8, 1900, 2, FS, V
117.8, 3009, 3, FS, III
117.9, 346, 0, FS, V
117.9, 347, 0, FS, V
117.9, 366, 0, FS, V
117.9, 382, 0, FS, V
117.9, 2265, 2, FS, III
118, 1165, 1, IB, V
118, 1188, 1, IB, V
118, 1190, 1, IB, V
118, 1869, 2, FS, V
118.1, 1498, 1, FS, III
118.1, 2991, 3, FS, III
118.2, 741, 0, FS, III
118.2, 3023, 3, FS, III
118.4, 1294, 1, LTS, IV
118.4, 1300, 1, LTS, IV
118.4, 1488, 1, FS, III
118.5, 1467, 1, FS, III
118.5, 1470, 1, FS, III
118.5, 1477, 1, FS, III
118.6, 386, 0, FS, V
118.6, 418, 0, IB, V
118.7, 1499, 1, FS, III
118.7, 3012, 3, FS, III
118.8, 1137, 1, FS, V
118.8, 1302, 1, LTS, IV
118.8, 1303, 1, LTS, IV
118.8, 1433, 1, RS, III
118.8, 1476, 1, FS, III
118.8, 1478, 1, FS, III
118.9, 1472, 1, FS, III
118.9, 1479, 1, FS, III
119, 1051, 1, RS, V
119, 1475, 1, FS, III
119, 1486, 1, FS, III
119.1, 1054, 1, RS, V
119.1, 1124, 1, FS, V
119.1, 1492, 1, FS, III
119.2, 1056, 1, RS, V
119.2, 1063, 1, RS, V
119.2, 1073, 1, RS, V
119.2, 1129, 1, FS, V
119.2, 1299, 1, LTS, IV
119.2, 1484, 1, FS, III
119.2, 2245, 2, FS, III
119.3, 411, 0, IB, V
119.3, 1113, 1, FS, V
119.3, 1127, 1, FS, V
119.3, 1132, 1, FS, V
119.3, 1142, 1, FS, V
119.3, 1483, 1, FS, III
119.3, 1485, 1, FS, III
119.3, 1490, 1, FS, III
119.4, 1088, 1, RS, V
119.4, 1105, 1, FS, V
119.4, 1111, 1, FS, V
119.4, 1115, 1, FS, V
119.4, 1121, 1, FS, V
119.4, 1126, 1, FS, V
119.4, 1135, 1, FS, V
119.4, 1136, 1, FS, V
119.4, 1145, 1, FS, V
119.4, 1474, 1, FS, III
119.4, 1482, 1, FS, III
119.4, 1511, 1, LTS, III
119.5, 1049, 1, RS, V
119.5, 1061, 1, RS, V
119.5, 1066, 1, RS, V
119.5, 1070, 1, RS, V
119.5, 1117, 1, FS, V
119.5, 1119, 1, FS, V
119.5, 1120, 1, FS, V
119.5, 1128, 1, FS, V
119.5, 1130, 1, FS, V
119.5, 1131, 1, FS, V
119.5, 1141, 1, FS, V
119.5, 1143, 1, FS, V
119.5, 1147, 1, FS, V
119.5, 1149, 1, FS, V
119.5, 1497, 1, FS, III
119.5, 1501, 1, FS, III
119.5, 1520, 1, LTS, III
119.5, 1886, 2, FS, V
119.6, 1046, 1, RS, V
119.6, 1138, 1, FS, V
119.6, 1140, 1, FS, V
119.6, 1144, 1, FS, V
119.6, 1146, 1, FS, V
119.6, 1481, 1, FS, III
119.6, 1487, 1, FS, III
119.6, 1517, 1, LTS, III
119.7, 352, 0, FS, V
119.7, 370, 0, FS, V
119.7, 1047, 1, RS, V
119.7, 1089, 1, RS, V
119.7, 1108, 1, FS, V
119.7, 1112, 1, FS, V
119.7, 1116, 1, FS, V
119.7, 1122, 1, FS, V
119.7, 1134, 1, FS, V
119.7, 1288, 1, FS, IV
119.7, 1295, 1, LTS, IV
119.7, 1502, 1, FS, III
119.7, 1504, 1, FS, III
119.7, 1876, 2, FS, V
119.7, 1884, 2, FS, V
119.7, 1907, 2, FS, V
119.7, 2657, 3, FS, V
119.8, 344, 0, FS, V
119.8, 345, 0, FS, V
119.8, 1067, 1, RS, V
119.8, 1083, 1, RS, V
119.8, 1093, 1, RS, V
119.8, 1106, 1, FS, V
119.8, 1107, 1, FS, V
119.8, 1114, 1, FS, V
119.8, 1888, 2, FS, V
119.8, 1893, 2, FS, V
119.8, 2664, 3, FS, V
119.9, 276, 0, RS, V
119.9, 349, 0, FS, V
119.9, 350, 0, FS, V
119.9, 358, 0, FS, V
119.9, 363, 0, FS, V
119.9, 385, 0, FS, V
119.9, 410, 0, IB, V
119.9, 1038, 1, RS, V
119.9, 1079, 1, RS, V
119.9, 1094, 1, RS, V
119.9, 1098, 1, RS, V
119.9, 1099, 1, RS, V
119.9, 1109, 1, FS, V
119.9, 1123, 1, FS, V
119.9, 1125, 1, FS, V
119.9, 1148, 1, FS, V
119.9, 1171, 1, IB, V
119.9, 1468, 1, FS, III
119.9, 1473, 1, FS, III
119.9, 1491, 1, FS, III
119.9, 1494, 1, FS, III
119.9, 1871, 2, FS, V
119.9, 1874, 2, FS, V
119.9, 1877, 2, FS, V
119.9, 1883, 2, FS, V
120, 353, 0, FS, V
120, 356, 0, FS, V
120, 360, 0, FS, V
120, 371, 0, FS, V
120, 376, 0, FS, V
120, 384, 0, FS, V
120, 1035, 1, RS, V
120, 1040, 1, RS, V
120, 1092, 1, RS, V
120, 1110, 1, FS, V
120, 1133, 1, FS, V
120, 1870, 2, FS, V
120, 1878, 2, FS, V
120, 1897, 2, FS, V
120, 1902, 2, FS, V
120.1, 351, 0, FS, V
120.1, 354, 0, FS, V
120.1, 361, 0, FS, V
120.1, 364, 0, FS, V
120.1, 373, 0, FS, V
120.1, 387, 0, FS, V
120.1, 407, 0, IB, V
120.1, 1036, 1, RS, V
120.1, 1037, 1, RS, V
120.1, 1044, 1, RS, V
120.1, 1050, 1, RS, V
120.1, 1072, 1, RS, V
120.1, 1084, 1, RS, V
120.1, 1102, 1, RS, V
120.1, 1184, 1, IB, V
120.1, 1191, 1, IB, V
120.1, 1192, 1, IB, V
120.1, 1493, 1, FS, III
120.1, 1872, 2, FS, V
120.1, 1875, 2, FS, V
120.1, 1892, 2, FS, V
120.1, 1909, 2, FS, V
120.1, 2640, 3, FS, V
120.2, 312, 0, RS, V
120.2, 362, 0, FS, V
120.2, 374, 0, FS, V
120.2, 380, 0, FS, V
120.2, 383, 0, FS, V
120.2, 1042, 1, RS, V
120.2, 1043, 1, RS, V
120.2, 1048, 1, RS, V
120.2, 1057, 1, RS, V
120.2, 1058, 1, RS, V
120.2, 1069, 1, RS, V
120.2, 1076, 1, RS, V
120.2, 1097, 1, RS, V
120.2, 1100, 1, RS, V
120.2, 1101, 1, RS, V
120.2, 1177, 1, IB, V
120.2, 1471, 1, FS, III
120.2, 1496, 1, FS, III
120.2, 1881, 2, FS, V
120.2, 1889, 2, FS, V
120.2, 1894, 2, FS, V
120.2, 1896, 2, FS, V
120.2, 1899, 2, FS, V
120.2, 1908, 2, FS, V
120.2, 1910, 2, FS, V
120.2, 2663, 3, FS, V
120.3, 359, 0, FS, V
120.3, 367, 0, FS, V
120.3, 368, 0, FS, V
120.3, 377, 0, FS, V
120.3, 388, 0, FS, V
120.3, 1041, 1, RS, V
120.3, 1045, 1, RS, V
120.3, 1055, 1, RS, V
120.3, 1071, 1, RS, V
120.3, 1085, 1, RS, V
120.3, 1118, 1, FS, V
120.3, 1139, 1, FS, V
120.3, 1182, 1, IB, V
120.3, 1183, 1, IB, V
120.3, 1882, 2, FS, V
120.3, 1887, 2, FS, V
120.4, 375, 0, FS, V
120.4, 419, 0, IB, V
120.4, 1039, 1, RS, V
120.4, 1052, 1, RS, V
120.4, 1086, 1, RS, V
120.4, 1087, 1, RS, V
120.4, 1090, 1, RS, V
120.4, 1174, 1, IB, V
120.4, 1178, 1, IB, V
120.4, 1480, 1, FS, III
120.4, 1866, 2, FS, V
120.4, 1891, 2, FS, V
120.4, 1895, 2, FS, V
120.4, 1901, 2, FS, V
120.4, 1904, 2, FS, V
120.4, 2659, 3, FS, V
120.5, 357, 0, FS, V
120.5, 379, 0, FS, V
120.5, 381, 0, FS, V
120.5, 415, 0, IB, V
120.5, 430, 0, IB, V
120.5, 1059, 1, RS, V
120.5, 1060, 1, RS, V
120.5, 1075, 1, RS, V
120.5, 1077, 1, RS, V
120.5, 1080, 1, RS, V
120.5, 1081, 1, RS, V
120.5, 1082, 1, RS, V
120.5, 1170, 1, IB, V
120.5, 1176, 1, IB, V
120.5, 1179, 1, IB, V
120.5, 1885, 2, FS, V
120.5, 1890, 2, FS, V
120.5, 1906, 2, FS, V
120.6, 348, 0, FS, V
120.6, 365, 0, FS, V
120.6, 1095, 1, RS, V
120.6, 1096, 1, RS, V
120.6, 1168, 1, IB, V
120.6, 1175, 1, IB, V
120.6, 1187, 1, IB, V
120.6, 1489, 1, FS, III
120.6, 1880, 2, FS, V
120.6, 1898, 2, FS, V
120.6, 1903, 2, FS, V
120.6, 1905, 2, FS, V
120.6, 2246, 2, FS, III
120.6, 2652, 3, FS, V
120.7, 355, 0, FS, V
120.7, 378, 0, FS, V
120.7, 1062, 1, RS, V
120.7, 1065, 1, RS, V
120.7, 1091, 1, RS, V
120.7, 1103, 1, RS, V
120.7, 1172, 1, IB, V
120.7, 1506, 1, LTS, III
120.7, 1873, 2, FS, V
120.7, 2632, 3, FS, V
120.8, 382, 0, FS, V
120.8, 950, 1, RS, VI
120.8, 1068, 1, RS, V
120.8, 1169, 1, IB, V
120.8, 1189, 1, IB, V
120.8, 1937, 2, IB, V
120.8, 2629, 3, FS, V
120.9, 412, 0, IB, V
120.9, 836, 1, RS, VI
120.9, 1034, 1, RS, V
120.9, 1074, 1, RS, V
120.9, 1078, 1, RS, V
120.9, 1167, 1, IB, V
120.9, 1180, 1, IB, V
120.9, 1181, 1, IB, V
120.9, 1186, 1, IB, V
120.9, 1296, 1, LTS, IV
120.9, 1513, 1, LTS, III
120.9, 1869, 2, FS, V
120.9, 1934, 2, IB, V
120.9, 2995, 3, FS, III
121, 369, 0, FS, V
121, 416, 0, IB, V
121, 1053, 1, RS, V
121, 1064, 1, RS, V
121, 1166, 1, IB, V
121, 1185, 1, IB, V
121, 1498, 1, FS, III
121, 2650, 3, FS, V
121, 3446, 4, LTS, V
121.1, 421, 0, IB, V
121.1, 1301, 1, LTS, IV
121.1, 1500, 1, FS, III
121.1, 2645, 3, FS, V
121.1, 2653, 3, FS, V
121.2, 957, 1, RS, VI
121.2, 1033, 1, RS, V
121.2, 1173, 1, IB, V
121.2, 1900, 2, FS, V
121.2, 2651, 3, FS, V
121.3, 417, 0, IB, V
121.3, 1104, 1, RS, V
121.3, 1343, 1, RS, III
121.3, 1488, 1, FS, III
121.3, 2630, 3, FS, V
121.3, 2660, 3, FS, V
121.4, 1165, 1, IB, V
121.4, 1188, 1, IB, V
121.4, 1190, 1, IB, V
121.4, 1447, 1, RS, III
121.4, 1467, 1, FS, III
121.4, 1470, 1, FS, III
121.4, 1477, 1, FS, III
121.4, 1515, 1, LTS, III
121.4, 1867, 2, FS, V
121.4, 1926, 2, IB, V
121.5, 827, 1, RS, VI
121.5, 930, 1, RS, VI
121.5, 1344, 1, RS, III
121.5, 1426, 1, RS, III
121.6, 1320, 1, RS, III
121.6, 1425, 1, RS, III
121.6, 1499, 1, FS, III
121.6, 1503, 1, FS, III
121.6, 1938, 2, IB, V
121.6, 2638, 3, FS, V
121.6, 2643, 3, FS, V
121.6, 2666, 3, FS, V
121.7, 372, 0, FS, V
121.7, 801, 1, RS, VI
121.7, 1137, 1, FS, V
121.7, 1313, 1, RS, III
121.7, 1476, 1, FS, III
121.7, 1478, 1, FS, III
121.8, 1401, 1, RS, III
121.8, 1472, 1, FS, III
121.8, 1479, 1, FS, III
121.8, 2647, 3, FS, V
121.9, 408, 0, IB, V
121.9, 797, 1, RS, VI
121.9, 1377, 1, RS, III
121.9, 1475, 1, FS, III
121.9, 1486, 1, FS, III
121.9, 1495, 1, FS, III
122, 1124, 1, FS, V
122, 1305, 1, LTS, IV
122, 1307, 1, RS, III
122, 1367, 1, RS, III
122, 1392, 1, RS, III
122, 1492, 1, FS, III
122.1, 1129, 1, FS, V
122.1, 1413, 1, RS, III
122.1, 2636, 3, FS, V
122.1, 2642, 3, FS, V
122.1, 2662, 3, FS, V
122.2, 800, 1, RS, VI
122.2, 1113, 1, FS, V
122.2, 1127, 1, FS, V
122.2, 1132, 1, FS, V
122.2, 1142, 1, FS, V
122.2, 1315, 1, RS, III
122.2, 1483, 1, FS, III
122.2, 1485, 1, FS, III
122.2, 1490, 1, FS, III
122.3, 1105, 1, FS, V
122.3, 1111, 1, FS, V
122.3, 1115, 1, FS, V
122.3, 1121, 1, FS, V
122.3, 1126, 1, FS, V
122.3, 1135, 1, FS, V
122.3, 1136, 1, FS, V
122.3, 1145, 1, FS, V
122.3, 1452, 1, RS, III
122.3, 1484, 1, FS, III
122.4, 428, 0, IB, V
122.4, 1117, 1, FS, V
122.4, 1119, 1, FS, V
122.4, 1120, 1, FS, V
122.4, 1128, 1, FS, V
122.4, 1130, 1, FS, V
122.4, 1131, 1, FS, V
122.4, 1141, 1, FS, V
122.4, 1143, 1, FS, V
122.4, 1147, 1, FS, V
122.4, 1149, 1, FS, V
122.4, 1310, 1, RS, III
122.4, 1422, 1, RS, III
122.4, 1501, 1, FS, III
122.5, 1138, 1, FS, V
122.5, 1140, 1, FS, V
122.5, 1144, 1, FS, V
122.5, 1146, 1, FS, V
122.5, 1306, 1, LTS, IV
122.5, 1355, 1, RS, III
122.5, 1487, 1, FS, III
122.5, 1940, 2, IB, V
122.6, 1108, 1, FS, V
122.6, 1112, 1, FS, V
122.6, 1116, 1, FS, V
122.6, 1122, 1, FS, V
122.6, 1134, 1, FS, V
122.6, 1376, 1, RS, III
122.6, 1405, 1, RS, III
122.6, 1453, 1, RS, III
122.6, 2627, 3, FS, V
122.7, 1106, 1, FS, V
122.7, 1107, 1, FS, V
122.7, 1114, 1, FS, V
122.7, 1331, 1, RS, III
122.7, 1391, 1, RS, III
122.7, 1434, 1, RS, III
122.7, 2657, 3, FS, V
122.8, 1109, 1, FS, V
122.8, 1123, 1, FS, V
122.8, 1125, 1, FS, V
122.8, 1148, 1, FS, V
122.8, 1502, 1, FS, III
122.8, 2669, 3, FS, V
122.9, 927, 1, RS, VI
122.9, 1110, 1, FS, V
122.9, 1133, 1, FS, V
122.9, 1322, 1, RS, III
122.9, 1327, 1, RS, III
122.9, 2664, 3, FS, V
123, 1297, 1, LTS, IV
123, 1370, 1, RS, III
123, 2637, 3, FS, V
123, 2646, 3, FS, V
123.1, 2633, 3, FS, V
123.1, 2663, 3, FS, V
123.2, 1118, 1, FS, V
123.2, 1139, 1, FS, V
123.2, 1294, 1, LTS, IV
123.2, 1300, 1, LTS, IV
123.2, 1886, 2, FS, V
123.2, 2673, 3, LTS, V
123.3, 1171, 1, IB, V
123.3, 1474, 1, FS, III
123.4, 1504, 1, FS, III
123.4, 2667, 3, FS, V
123.5, 371, 0, FS, V
123.5, 1184, 1, IB, V
123.5, 1191, 1, IB, V
123.5, 1192, 1, IB, V
123.5, 1394, 1, RS, III
123.5, 1395, 1, RS, III
123.6, 406, 0, IB, V
123.6, 766, 1, RS, VI
123.6, 1177, 1, IB, V
123.6, 1302, 1, LTS, IV
123.6, 1303, 1, LTS, IV
123.6, 2634, 3, FS, V
123.6, 2655, 3, FS, V
123.7, 763, 1, RS, VI
123.7, 1182, 1, IB, V
123.7, 1183, 1, IB, V
123.7, 1497, 1, FS, III
123.7, 1902, 2, FS, V
123.7, 2648, 3, FS, V
123.8, 425, 0, IB, V
123.8, 893, 1, RS, VI
123.8, 1174, 1, IB, V
123.8, 1178, 1, IB, V
123.8, 2659, 3, FS, V
123.9, 349, 0, FS, V
123.9, 839, 1, RS, VI
123.9, 932, 1, RS, VI
123.9, 1170, 1, IB, V
123.9, 1176, 1, IB, V
123.9, 1179, 1, IB, V
123.9, 1366, 1, RS, III
123.9, 2670, 3, FS, V
124, 418, 0, IB, V
124, 1168, 1, IB, V
124, 1175, 1, IB, V
124, 1187, 1, IB, V
124, 1299, 1, LTS, IV
124, 1481, 1, FS, III
124, 1491, 1, FS, III
124, 1898, 2, FS, V
124, 2628, 3, FS, V
124.1, 1172, 1, IB, V
124.1, 1868, 2, FS, V
124.1, 1877, 2, FS, V
124.2, 787, 1, RS, VI
124.2, 1169, 1, IB, V
124.2, 1189, 1, IB, V
124.2, 1488, 1, FS, III
124.2, 1511, 1, LTS, III
124.3, 1167, 1, IB, V
124.3, 1180, 1, IB, V
124.3, 1181, 1, IB, V
124.3, 1186, 1, IB, V
124.3, 1467, 1, FS, III
124.3, 1470, 1, FS, III
124.3, 1471, 1, FS, III
124.3, 1477, 1, FS, III
124.3, 1520, 1, LTS, III
124.4, 942, 1, RS, VI
124.4, 985, 1, RS, VI
124.4, 1166, 1, IB, V
124.4, 1185, 1, IB, V
124.4, 1298, 1, LTS, IV
124.4, 1330, 1, RS, III
124.4, 1388, 1, RS, III
124.4, 1517, 1, LTS, III
124.4, 2632, 3, FS, V
124.4, 2671, 3, FS, V
124.5, 344, 0, FS, V
124.5, 367, 0, FS, V
124.5, 761, 1, RS, VI
124.5, 1295, 1, LTS, IV
124.5, 1499, 1, FS, III
124.5, 2668, 3, FS, V
124.6, 385, 0, FS, V
124.6, 770, 1, RS, VI
124.6, 1137, 1, FS, V
124.6, 1173, 1, IB, V
124.7, 870, 1, RS, VI
124.7, 908, 1, RS, VI
124.7, 1409, 1, RS, III
124.7, 1893, 2, FS, V
124.8, 370, 0, FS, V
124.8, 1165, 1, IB, V
124.8, 1188, 1, IB, V
124.8, 1190, 1, IB, V
124.8, 1476, 1, FS, III
124.8, 1882, 2, FS, V
124.9, 377, 0, FS, V
124.9, 783, 1, RS, VI
124.9, 807, 1, RS, VI
124.9, 1124, 1, FS, V
124.9, 1498, 1, FS, III
125, 348, 0, FS, V
125, 1129, 1, FS, V
125, 1304, 1, LTS, IV
125, 1430, 1, RS, III
125, 2649, 3, FS, V
125.1, 776, 1, RS, VI
125.1, 945, 1, RS, VI
125.1, 951, 1, RS, VI
125.1, 983, 1, RS, VI
125.1, 1113, 1, FS, V
125.1, 1127, 1, FS, V
125.1, 1132, 1, FS, V
125.1, 1142, 1, FS, V
125.1, 1482, 1, FS, III
125.2, 376, 0, FS, V
125.2, 1105, 1, FS, V
125.2, 1111, 1, FS, V
125.2, 1115, 1, FS, V
125.2, 1121, 1, FS, V
125.2, 1126, 1, FS, V
125.2, 1135, 1, FS, V
125.2, 1136, 1, FS, V
125.2, 1145, 1, FS, V
125.2, 1433, 1, RS, III
125.2, 1899, 2, FS, V
125.3, 387, 0, FS, V
125.3, 1051, 1, RS, V
125.3, 1117, 1, FS, V
125.3, 1119, 1, FS, V
125.3, 1120, 1, FS, V
125.3, 1128, 1, FS, V
125.3, 1130, 1, FS, V
125.3, 1131, 1, FS, V
125.3, 1141, 1, FS, V
125.3, 1143, 1, FS, V
125.3, 1147, 1, FS, V
125.3, 1149, 1, FS, V
125.3, 1468, 1, FS, III
125.3, 1472, 1, FS, III
125.3, 1479, 1, FS, III
125.3, 1501, 1, FS, III
125.3, 2658, 3, FS, V
125.4, 878, 1, RS, VI
125.4, 1054, 1, RS, V
125.4, 1138, 1, FS, V
125.4, 1140, 1, FS, V
125.4, 1144, 1, FS, V
125.4, 1146, 1, FS, V
125.4, 1362, 1, RS, III
125.5, 778, 1, RS, VI
125.5, 1056, 1, RS, V
125.5, 1063, 1, RS, V
125.5, 1073, 1, RS, V
125.5, 1108, 1, FS, V
125.5, 1112, 1, FS, V
125.5, 1116, 1, FS, V
125.5, 1122, 1, FS, V
125.5, 1134, 1, FS, V
125.5, 1478, 1, FS, III
125.5, 1518, 1, LTS, III
125.6, 900, 1, RS, VI
125.6, 916, 1, RS, VI
125.6, 1106, 1, FS, V
125.6, 1107, 1, FS, V
125.6, 1114, 1, FS, V
