10.9, 2056, 2, LTS, IV
132.9, 371, 0, FS, V
132.9, 1121, 1, FS, V
132.9, 1136, 1, FS, V
132.9, 1144, 1, FS, V
132.9, 1173, 1, IB, V
132.9, 1885, 2, FS, V
133, 372, 0, FS, V
133, 384, 0, FS, V
133, 860, 1, RS, VI
133, 1117, 1, FS, V
133, 1133, 1, FS, V
133, 1166, 1, IB, V
133, 1172, 1, IB, V
133, 1897, 2, FS, V
133.1, 880, 1, RS, VI
133.1, 1128, 1, FS, V
133.1, 1141, 1, FS, V
133.1, 1171, 1, IB, V
133.1, 1190, 1, IB, V
133.1, 1191, 1, IB, V
133.1, 1513, 1, LTS, III
133.1, 1873, 2, FS, V
133.1, 1879, 2, FS, V
133.1, 1883, 2, FS, V
133.2, 899, 1, RS, VI
133.2, 1000, 1, FS, VI
133.2, 1003, 1, FS, VI
133.2, 1119, 1, FS, V
133.2, 1139, 1, FS, V
133.2, 1519, 1, LTS, III
133.2, 1904, 2, FS, V
133.3, 382, 0, FS, V
133.3, 958, 1, RS, VI
133.3, 1116, 1, FS, V
133.3, 1129, 1, FS, V
133.3, 1138, 1, FS, V
133.3, 1185, 1, IB, V
133.3, 1302, 1, LTS, IV
133.3, 1871, 2, FS, V
133.4, 1137, 1, FS, V
133.4, 1446, 1, RS, III
133.4, 1508, 1, FS, III
133.4, 1510, 1, FS, III
133.4, 1874, 2, FS, V
133.4, 1884, 2, FS, V
133.4, 1899, 2, FS, V
133.4, 1906, 2, FS, V
133.5, 364, 0, FS, V
133.5, 1118, 1, FS, V
133.5, 1176, 1, IB, V
133.5, 1192, 1, IB, V
133.5, 1888, 2, FS, V
133.6, 376, 0, FS, V
133.6, 1015, 1, FS, VI
133.6, 1110, 1, FS, V
133.6, 1124, 1, FS, V
133.6, 1495, 1, FS, III
133.6, 1517, 1, LTS, III
133.7, 866, 1, RS, VI
133.7, 1127, 1, FS, V
133.7, 1132, 1, FS, V
133.7, 1145, 1, FS, V
133.7, 1290, 1, LTS, IV
133.8, 350, 0, FS, V
133.8, 366, 0, FS, V
133.8, 1022, 1, FS, VI
133.9, 859, 1, RS, VI
133.9, 1079, 1, RS, V
133.9, 1084, 1, RS, V
133.9, 1092, 1, RS, V
133.9, 1188, 1, IB, V
133.9, 1895, 2, FS, V
134, 358, 0, FS, V
134, 383, 0, FS, V
134, 1018, 1, FS, VI
134, 1037, 1, RS, V
134, 1169, 1, IB, V
134, 1184, 1, IB, V
134, 1521, 1, LTS, III
134, 1898, 2, FS, V
134.1, 349, 0, FS, V
134.1, 361, 0, FS, V
134.1, 381, 0, FS, V
134.1, 1070, 1, RS, V
134.1, 1071, 1, RS, V
134.1, 1088, 1, RS, V
134.1, 1112, 1, FS, V
134.1, 1483, 1, FS, III
134.1, 1882, 2, FS, V
134.2, 352, 0, FS, V
134.2, 379, 0, FS, V
134.2, 998, 1, FS, VI
134.2, 1026, 1, LTS, VI
134.2, 1099, 1, RS, V
134.2, 1109, 1, RS, V
134.2, 1125, 1, FS, V
134.2, 1294, 1, LTS, IV
134.2, 1505, 1, FS, III
134.2, 1512, 1, LTS, III
134.2, 1876, 2, FS, V
134.2, 1881, 2, FS, V
134.3, 827, 1, RS, VI
134.3, 913, 1, RS, VI
134.3, 1051, 1, RS, V
134.3, 1056, 1, RS, V
134.3, 1095, 1, RS, V
134.3, 1115, 1, FS, V
134.3, 1360, 1, RS, III
134.3, 1493, 1, FS, III
134.4, 369, 0, FS, V
134.4, 766, 1, RS, VI
134.4, 813, 1, RS, VI
134.4, 1039, 1, RS, V
134.4, 1045, 1, RS, V
134.4, 1081, 1, RS, V
134.4, 1098, 1, RS, V
134.4, 1146, 1, FS, V
134.5, 355, 0, FS, V
134.5, 365, 0, FS, V
134.5, 1027, 1, LTS, VI
134.5, 1029, 1, LTS, VI
134.5, 1055, 1, RS, V
134.5, 1069, 1, RS, V
134.5, 1086, 1, RS, V
134.5, 1105, 1, RS, V
134.5, 1107, 1, RS, V
134.5, 1113, 1, FS, V
134.5, 1285, 1, FS, IV
134.5, 1301, 1, LTS, IV
134.5, 1488, 1, FS, III
134.5, 1492, 1, FS, III
134.5, 1506, 1, FS, III
134.5, 1891, 2, FS, V
134.5, 1894, 2, FS, V
134.5, 1900, 2, FS, V
134.6, 363, 0, FS, V
134.6, 373, 0, FS, V
134.6, 909, 1, RS, VI
134.6, 1036, 1, RS, V
134.6, 1038, 1, RS, V
134.6, 1057, 1, RS, V
134.6, 1114, 1, FS, V
134.6, 1300, 1, LTS, IV
134.6, 1306, 1, LTS, IV
134.6, 1489, 1, FS, III
134.6, 1886, 2, FS, V
134.7, 351, 0, FS, V
134.7, 360, 0, FS, V
134.7, 1006, 1, FS, VI
134.7, 1031, 1, LTS, VI
134.7, 1050, 1, RS, V
134.7, 1066, 1, RS, V
134.7, 1074, 1, RS, V
134.7, 1097, 1, RS, V
134.7, 1296, 1, LTS, IV
134.7, 1875, 2, FS, V
134.7, 1878, 2, FS, V
134.7, 1880, 2, FS, V
134.7, 1903, 2, FS, V
134.8, 367, 0, FS, V
134.8, 790, 1, RS, VI
134.8, 946, 1, RS, VI
134.8, 949, 1, RS, VI
134.8, 1017, 1, FS, VI
134.8, 1046, 1, RS, V
134.8, 1054, 1, RS, V
134.8, 1090, 1, RS, V
134.9, 374, 0, FS, V
134.9, 1040, 1, RS, V
134.9, 1044, 1, RS, V
134.9, 1047, 1, RS, V
134.9, 1072, 1, RS, V
134.9, 1100, 1, RS, V
135, 357, 0, FS, V
135, 868, 1, RS, VI
135, 1052, 1, RS, V
135, 1065, 1, RS, V
135, 1293, 1, LTS, IV
135, 1324, 1, RS, III
135, 1486, 1, FS, III
135, 1896, 2, FS, V
135, 1907, 2, FS, V
135.1, 356, 0, FS, V
135.1, 935, 1, RS, VI
135.1, 1043, 1, RS, V
135.1, 1299, 1, LTS, IV
135.1, 1902, 2, FS, V
135.2, 353, 0, FS, V
135.2, 380, 0, FS, V
135.2, 793, 1, RS, VI
135.2, 1001, 1, FS, VI
135.2, 1035, 1, RS, V
135.2, 1042, 1, RS, V
135.2, 1062, 1, RS, V
135.2, 1076, 1, RS, V
135.2, 1093, 1, RS, V
135.2, 1102, 1, RS, V
135.2, 1103, 1, RS, V
135.2, 1377, 1, RS, III
135.3, 362, 0, FS, V
135.3, 385, 0, FS, V
135.3, 1008, 1, FS, VI
135.3, 1060, 1, RS, V
135.3, 1085, 1, RS, V
135.3, 1087, 1, RS, V
135.3, 1096, 1, RS, V
135.3, 1496, 1, FS, III
135.3, 1500, 1, FS, III
135.3, 1890, 2, FS, V
135.4, 377, 0, FS, V
135.4, 378, 0, FS, V
135.4, 1059, 1, RS, V
135.4, 1082, 1, RS, V
135.4, 1083, 1, RS, V
135.4, 1186, 1, IB, V
135.4, 1282, 1, FS, IV
135.4, 1295, 1, LTS, IV
135.4, 1338, 1, RS, III
135.4, 1877, 2, FS, V
135.4, 1893, 2, FS, V
135.5, 846, 1, RS, VI
135.5, 918, 1, RS, VI
135.5, 1091, 1, RS, V
135.5, 1111, 1, FS, V
135.5, 1178, 1, IB, V
135.5, 1481, 1, FS, III
135.5, 1502, 1, FS, III
135.5, 1515, 1, LTS, III
135.5, 1887, 2, FS, V
135.5, 1889, 2, FS, V
135.5, 1892, 2, FS, V
135.6, 354, 0, FS, V
135.6, 370, 0, FS, V
135.6, 375, 0, FS, V
135.6, 850, 1, RS, VI
135.6, 1030, 1, LTS, VI
135.6, 1041, 1, RS, V
135.6, 1067, 1, RS, V
135.6, 1077, 1, RS, V
135.6, 1104, 1, RS, V
135.6, 1122, 1, FS, V
135.6, 1135, 1, FS, V
135.6, 1180, 1, IB, V
135.6, 1905, 2, FS, V
135.7, 359, 0, FS, V
135.7, 1033, 1, RS, V
135.7, 1106, 1, RS, V
135.7, 1120, 1, FS, V
135.7, 1123, 1, FS, V
135.7, 1126, 1, FS, V
135.7, 1130, 1, FS, V
135.7, 1131, 1, FS, V
135.7, 1134, 1, FS, V
135.7, 1140, 1, FS, V
135.7, 1142, 1, FS, V
135.7, 1143, 1, FS, V
135.7, 1170, 1, IB, V
135.7, 1507, 1, FS, III
135.7, 1520, 1, LTS, III
135.7, 1901, 2, FS, V
135.8, 253, 0, FS, VI
135.8, 371, 0, FS, V
135.8, 884, 1, RS, VI
135.8, 1063, 1, RS, V
135.8, 1121, 1, FS, V
135.8, 1136, 1, FS, V
135.8, 1144, 1, FS, V
135.8, 1182, 1, IB, V
135.8, 1439, 1, RS, III
135.9, 384, 0, FS, V
135.9, 1020, 1, FS, VI
135.9, 1117, 1, FS, V
135.9, 1133, 1, FS, V
135.9, 1167, 1, IB, V
135.9, 1177, 1, IB, V
135.9, 1183, 1, IB, V
135.9, 1897, 2, FS, V
136, 372, 0, FS, V
136, 782, 1, RS, VI
136, 948, 1, RS, VI
136, 1128, 1, FS, V
136, 1141, 1, FS, V
136, 1187, 1, IB, V
136, 1883, 2, FS, V
136, 1885, 2, FS, V
136.1, 1025, 1, LTS, VI
136.1, 1119, 1, FS, V
136.1, 1139, 1, FS, V
136.1, 1304, 1, LTS, IV
136.1, 1305, 1, LTS, IV
136.1, 1498, 1, FS, III
136.1, 1904, 2, FS, V
136.2, 382, 0, FS, V
136.2, 1014, 1, FS, VI
136.2, 1116, 1, FS, V
136.2, 1129, 1, FS, V
136.2, 1138, 1, FS, V
136.2, 1168, 1, IB, V
136.2, 1175, 1, IB, V
136.2, 1179, 1, IB, V
136.2, 1181, 1, IB, V
136.2, 1189, 1, IB, V
136.2, 1871, 2, FS, V
136.3, 879, 1, RS, VI
136.3, 1137, 1, FS, V
136.3, 1173, 1, IB, V
136.3, 1456, 1, RS, III
136.3, 1491, 1, FS, III
136.3, 1884, 2, FS, V
136.3, 1899, 2, FS, V
136.3, 1906, 2, FS, V
136.4, 892, 1, RS, VI
136.4, 1118, 1, FS, V
136.4, 1166, 1, IB, V
136.4, 1172, 1, IB, V
136.4, 1403, 1, RS, III
136.4, 1444, 1, RS, III
136.5, 997, 1, FS, VI
136.5, 1110, 1, FS, V
136.5, 1124, 1, FS, V
136.5, 1171, 1, IB, V
136.5, 1190, 1, IB, V
136.5, 1191, 1, IB, V
136.6, 1127, 1, FS, V
136.6, 1132, 1, FS, V
136.6, 1145, 1, FS, V
136.6, 1494, 1, FS, III
136.7, 350, 0, FS, V
136.7, 366, 0, FS, V
136.7, 368, 0, FS, V
136.7, 1185, 1, IB, V
136.7, 1291, 1, LTS, IV
136.7, 1879, 2, FS, V
136.8, 1016, 1, FS, VI
136.8, 1303, 1, LTS, IV
136.8, 1895, 2, FS, V
136.9, 358, 0, FS, V
136.9, 383, 0, FS, V
136.9, 1176, 1, IB, V
136.9, 1192, 1, IB, V
136.9, 1441, 1, RS, III
136.9, 2649, 3, FS, V
137, 349, 0, FS, V
137, 361, 0, FS, V
137, 381, 0, FS, V
137, 847, 1, RS, VI
137, 920, 1, RS, VI
137, 1112, 1, FS, V
137, 1292, 1, LTS, IV
137, 1882, 2, FS, V
137.1, 352, 0, FS, V
137.1, 379, 0, FS, V
137.1, 1125, 1, FS, V
137.1, 1874, 2, FS, V
137.1, 1881, 2, FS, V
137.2, 1115, 1, FS, V
137.2, 1298, 1, LTS, IV
137.3, 369, 0, FS, V
137.3, 903, 1, RS, VI
137.3, 1146, 1, FS, V
137.3, 1188, 1, IB, V
137.3, 1401, 1, RS, III
137.4, 258, 0, FS, VI
137.4, 355, 0, FS, V
137.4, 365, 0, FS, V
137.4, 1113, 1, FS, V
137.4, 1169, 1, IB, V
137.4, 1184, 1, IB, V
137.4, 1891, 2, FS, V
137.4, 1894, 2, FS, V
137.4, 1900, 2, FS, V
137.5, 363, 0, FS, V
137.5, 373, 0, FS, V
137.5, 1114, 1, FS, V
137.5, 1449, 1, RS, III
137.5, 1454, 1, RS, III
137.5, 1473, 1, RS, III
137.5, 1516, 1, LTS, III
137.5, 1886, 2, FS, V
137.5, 2644, 3, FS, V
137.6, 351, 0, FS, V
137.6, 360, 0, FS, V
137.6, 905, 1, RS, VI
137.6, 975, 1, RS, VI
137.6, 1024, 1, LTS, VI
137.6, 1420, 1, RS, III
137.6, 1873, 2, FS, V
137.6, 1875, 2, FS, V
137.6, 1878, 2, FS, V
137.6, 1880, 2, FS, V
137.6, 1888, 2, FS, V
137.6, 1903, 2, FS, V
137.7, 367, 0, FS, V
137.7, 2658, 3, FS, V
137.8, 374, 0, FS, V
137.8, 1433, 1, RS, III
137.9, 357, 0, FS, V
137.9, 1896, 2, FS, V
137.9, 1898, 2, FS, V
137.9, 2657, 3, FS, V
138, 1379, 1, RS, III
138, 1902, 2, FS, V
138.1, 356, 0, FS, V
138.1, 1760, 2, FS, VI
138.2, 385, 0, FS, V
138.2, 1274, 1, FS, IV
138.2, 1419, 1, RS, III
138.3, 380, 0, FS, V
138.3, 1513, 1, LTS, III
138.3, 1877, 2, FS, V
138.3, 1893, 2, FS, V
138.4, 362, 0, FS, V
138.4, 1111, 1, FS, V
138.4, 1887, 2, FS, V
138.4, 2656, 3, FS, V
138.4, 2668, 3, FS, V
138.5, 354, 0, FS, V
138.5, 784, 1, RS, VI
138.5, 1122, 1, FS, V
138.5, 1135, 1, FS, V
138.5, 1276, 1, FS, IV
138.5, 1308, 1, RS, III
138.5, 1394, 1, RS, III
138.5, 1519, 1, LTS, III
138.5, 1892, 2, FS, V
138.6, 377, 0, FS, V
138.6, 1120, 1, FS, V
138.6, 1123, 1, FS, V
138.6, 1126, 1, FS, V
138.6, 1130, 1, FS, V
138.6, 1131, 1, FS, V
138.6, 1134, 1, FS, V
138.6, 1140, 1, FS, V
138.6, 1142, 1, FS, V
138.6, 1143, 1, FS, V
138.6, 1901, 2, FS, V
138.7, 370, 0, FS, V
138.7, 371, 0, FS, V
138.7, 1121, 1, FS, V
138.7, 1136, 1, FS, V
138.7, 1144, 1, FS, V
138.7, 2637, 3, FS, V
138.8, 353, 0, FS, V
138.8, 375, 0, FS, V
138.8, 1117, 1, FS, V
138.8, 1133, 1, FS, V
138.8, 1186, 1, IB, V
138.8, 1290, 1, LTS, IV
138.8, 1897, 2, FS, V
138.8, 2643, 3, FS, V
138.9, 1128, 1, FS, V
138.9, 1141, 1, FS, V
138.9, 1178, 1, IB, V
138.9, 1409, 1, RS, III
138.9, 1495, 1, FS, III
138.9, 1883, 2, FS, V
138.9, 1885, 2, FS, V
138.9, 1889, 2, FS, V
139, 378, 0, FS, V
139, 1119, 1, FS, V
139, 1139, 1, FS, V
139, 1482, 1, FS, III
139, 1517, 1, LTS, III
139, 1521, 1, LTS, III
139, 1890, 2, FS, V
139, 1904, 2, FS, V
139, 2641, 3, FS, V
139.1, 382, 0, FS, V
139.1, 1116, 1, FS, V
139.1, 1129, 1, FS, V
139.1, 1138, 1, FS, V
139.1, 1871, 2, FS, V
139.1, 2664, 3, FS, V
139.2, 925, 1, RS, VI
139.2, 1137, 1, FS, V
139.2, 1876, 2, FS, V
139.2, 1884, 2, FS, V
139.2, 1899, 2, FS, V
139.3, 1118, 1, FS, V
139.3, 1167, 1, IB, V
139.3, 1906, 2, FS, V
139.4, 1110, 1, FS, V
139.4, 1124, 1, FS, V
139.4, 1512, 1, LTS, III
139.5, 384, 0, FS, V
139.5, 1127, 1, FS, V
139.5, 1132, 1, FS, V
139.5, 1145, 1, FS, V
139.5, 1282, 1, FS, IV
139.5, 1301, 1, LTS, IV
139.6, 350, 0, FS, V
139.6, 364, 0, FS, V
139.6, 366, 0, FS, V
139.6, 1168, 1, IB, V
139.6, 1175, 1, IB, V
139.6, 1179, 1, IB, V
139.6, 1181, 1, IB, V
139.6, 1189, 1, IB, V
139.6, 1508, 1, FS, III
139.6, 2651, 3, FS, V
139.7, 359, 0, FS, V
139.7, 1173, 1, IB, V
139.7, 1895, 2, FS, V
139.8, 358, 0, FS, V
139.8, 383, 0, FS, V
139.8, 1172, 1, IB, V
139.8, 1306, 1, LTS, IV
139.8, 1488, 1, FS, III
139.8, 2633, 3, FS, V
139.9, 349, 0, FS, V
139.9, 361, 0, FS, V
139.9, 381, 0, FS, V
139.9, 1112, 1, FS, V
139.9, 1190, 1, IB, V
139.9, 1191, 1, IB, V
139.9, 1284, 1, FS, IV
139.9, 1421, 1, RS, III
139.9, 1506, 1, FS, III
139.9, 1882, 2, FS, V
139.9, 2632, 3, FS, V
139.9, 2645, 3, FS, V
140, 352, 0, FS, V
140, 379, 0, FS, V
140, 1125, 1, FS, V
140, 1180, 1, IB, V
140, 1505, 1, FS, III
140, 1509, 1, FS, III
140, 1881, 2, FS, V
140.1, 1115, 1, FS, V
140.1, 1185, 1, IB, V
140.1, 1492, 1, FS, III
140.2, 369, 0, FS, V
140.2, 1146, 1, FS, V
140.3, 355, 0, FS, V
140.3, 365, 0, FS, V
140.3, 1113, 1, FS, V
140.3, 1176, 1, IB, V
140.3, 1177, 1, IB, V
140.3, 1192, 1, IB, V
140.3, 1302, 1, LTS, IV
140.3, 1370, 1, RS, III
140.3, 1422, 1, RS, III
140.3, 1515, 1, LTS, III
140.3, 1891, 2, FS, V
140.3, 1894, 2, FS, V
140.3, 1900, 2, FS, V
140.3, 2661, 3, FS, V
140.4, 373, 0, FS, V
140.4, 1114, 1, FS, V
140.4, 1480, 1, FS, III
140.4, 1489, 1, FS, III
140.5, 360, 0, FS, V
140.5, 1878, 2, FS, V
140.5, 1886, 2, FS, V
140.5, 1903, 2, FS, V
140.6, 367, 0, FS, V
140.6, 1051, 1, RS, V
140.7, 1491, 1, FS, III
140.7, 1875, 2, FS, V
140.7, 1880, 2, FS, V
140.7, 2644, 3, FS, V
140.7, 2649, 3, FS, V
140.8, 357, 0, FS, V
140.8, 1896, 2, FS, V
140.8, 2650, 3, FS, V
140.8, 2662, 3, FS, V
140.9, 1304, 1, LTS, IV
140.9, 1498, 1, FS, III
140.9, 1502, 1, FS, III
140.9, 2658, 3, FS, V
141, 1050, 1, RS, V
141, 1297, 1, LTS, IV
141, 1879, 2, FS, V
141, 2655, 3, FS, V
141.1, 1761, 2, FS, VI
141.1, 1779, 2, FS, VI
141.2, 1487, 1, FS, III
141.2, 1874, 2, FS, V
141.2, 1877, 2, FS, V
141.2, 1902, 2, FS, V
141.2, 2660, 3, FS, V
141.3, 1111, 1, FS, V
141.3, 1446, 1, RS, III
141.3, 2668, 3, FS, V
141.4, 354, 0, FS, V
141.4, 356, 0, FS, V
141.4, 363, 0, FS, V
141.4, 385, 0, FS, V
141.4, 1122, 1, FS, V
141.4, 1135, 1, FS, V
141.4, 1503, 1, FS, III
141.4, 1520, 1, LTS, III
141.4, 1768, 2, FS, VI
141.5, 1035, 1, RS, V
141.5, 1120, 1, FS, V
141.5, 1123, 1, FS, V
141.5, 1126, 1, FS, V
141.5, 1130, 1, FS, V
141.5, 1131, 1, FS, V
141.5, 1134, 1, FS, V
141.5, 1140, 1, FS, V
141.5, 1142, 1, FS, V
141.5, 1143, 1, FS, V
141.5, 1483, 1, FS, III
141.6, 371, 0, FS, V
141.6, 1060, 1, RS, V
141.6, 1121, 1, FS, V
141.6, 1136, 1, FS, V
141.6, 1144, 1, FS, V
141.7, 1117, 1, FS, V
141.7, 1133, 1, FS, V
141.7, 1338, 1, RS, III
141.7, 2654, 3, FS, V
141.8, 362, 0, FS, V
141.8, 1128, 1, FS, V
141.8, 1141, 1, FS, V
141.8, 1292, 1, LTS, IV
141.8, 1883, 2, FS, V
141.8, 2666, 3, FS, V
141.9, 1119, 1, FS, V
141.9, 1139, 1, FS, V
141.9, 1354, 1, RS, III
141.9, 1470, 1, RS, III
141.9, 1472, 1, RS, III
141.9, 1904, 2, FS, V
142, 374, 0, FS, V
142, 1116, 1, FS, V
142, 1129, 1, FS, V
142, 1138, 1, FS, V
142, 1303, 1, LTS, IV
142, 1871, 2, FS, V
142, 2643, 3, FS, V
142, 2657, 3, FS, V
142, 2664, 3, FS, V
142.1, 1137, 1, FS, V
142.1, 1398, 1, RS, III
142.1, 1439, 1, RS, III
142.1, 1496, 1, FS, III
142.1, 1884, 2, FS, V
142.1, 2637, 3, FS, V
142.2, 1118, 1, FS, V
142.2, 1186, 1, IB, V
142.2, 2647, 3, FS, V
142.3, 1110, 1, FS, V
142.3, 1124, 1, FS, V
142.3, 1178, 1, IB, V
142.3, 1501, 1, FS, III
142.3, 1516, 1, LTS, III
142.4, 1127, 1, FS, V
142.4, 1132, 1, FS, V
142.4, 1145, 1, FS, V
142.4, 1479, 1, FS, III
142.4, 1485, 1, FS, III
142.4, 1510, 1, FS, III
142.4, 1899, 2, FS, V
142.6, 382, 0, FS, V
142.6, 1432, 1, RS, III
142.6, 1895, 2, FS, V
142.7, 1167, 1, IB, V
142.7, 1300, 1, LTS, IV
142.7, 1305, 1, LTS, IV
142.7, 1329, 1, RS, III
142.8, 381, 0, FS, V
142.8, 1112, 1, FS, V
142.8, 2635, 3, FS, V
142.9, 1493, 1, FS, III
142.9, 1881, 2, FS, V
142.9, 1882, 2, FS, V
143, 1175, 1, IB, V
143, 1189, 1, IB, V
143, 2656, 3, FS, V
143.1, 1125, 1, FS, V
143.1, 1173, 1, IB, V
143.1, 2665, 3, FS, V
143.2, 1113, 1, FS, V
143.2, 1172, 1, IB, V
143.2, 2639, 3, FS, V
143.3, 372, 0, FS, V
143.4, 1484, 1, FS, III
143.4, 1892, 2, FS, V
143.5, 351, 0, FS, V
143.5, 378, 0, FS, V
143.6, 1513, 1, LTS, III
143.7, 366, 0, FS, V
143.7, 370, 0, FS, V
143.7, 1176, 1, IB, V
143.7, 1192, 1, IB, V
143.7, 1900, 2, FS, V
143.8, 1894, 2, FS, V
143.9, 1360, 1, RS, III
143.9, 1507, 1, FS, III
143.9, 1774, 2, FS, VI
144, 352, 0, FS, V
144.1, 379, 0, FS, V
144.1, 1889, 2, FS, V
144.1, 1907, 2, FS, V
144.2, 350, 0, FS, V
144.2, 380, 0, FS, V
144.2, 1111, 1, FS, V
144.2, 1886, 2, FS, V
144.3, 1122, 1, FS, V
144.3, 1877, 2, FS, V
144.4, 1120, 1, FS, V
144.4, 1123, 1, FS, V
144.4, 1126, 1, FS, V
144.4, 1130, 1, FS, V
144.4, 1131, 1, FS, V
144.4, 1134, 1, FS, V
144.4, 1140, 1, FS, V
144.4, 1142, 1, FS, V
144.4, 1143, 1, FS, V
144.4, 1191, 1, IB, V
144.5, 1121, 1, FS, V
144.5, 1144, 1, FS, V
144.5, 1325, 1, RS, III
144.6, 1133, 1, FS, V
144.6, 1135, 1, FS, V
144.7, 1128, 1, FS, V
144.7, 1141, 1, FS, V
144.8, 371, 0, FS, V
144.8, 1139, 1, FS, V
144.8, 1904, 2, FS, V
144.9, 354, 0, FS, V
145, 719, 0, FS, III
145, 1871, 2, FS, V
145.2, 1114, 1, FS, V
145.2, 1136, 1, FS, V
145.5, 1377, 1, RS, III
145.6, 358, 0, FS, V
145.7, 1883, 2, FS, V
145.8, 1138, 1, FS, V
145.8, 1881, 2, FS, V
145.8, 2064, 2, LTS, IV
145.9, 760, 0, LTS, III
146, 2251, 2, FS, III
146.1, 1350, 1, RS, III
146.2, 1167, 1, IB, V
146.3, 724, 0, FS, III
146.3, 1412, 1, RS, III
146.4, 1145, 1, FS, V
146.5, 1117, 1, FS, V
146.6, 1902, 2, FS, V
146.8, 1127, 1, FS, V
147.1, 758, 0, LTS, III
147.1, 1884, 2, FS, V
147.1, 2265, 2, FS, III
147.3, 1123, 1, FS, V
147.3, 1130, 1, FS, V
147.4, 2270, 2, FS, III
147.4, 2282, 2, LTS, III
147.5, 721, 0, FS, III
147.5, 2252, 2, FS, III
147.7, 1783, 2, FS, VI
147.7, 1896, 2, FS, V
147.8, 739, 0, FS, III
147.8, 2274, 2, LTS, III
148, 2269, 2, FS, III
148.2, 1131, 1, FS, V
148.2, 2256, 2, FS, III
148.2, 2277, 2, LTS, III
148.3, 753, 0, LTS, III
148.3, 2273, 2, LTS, III
148.4, 534, 0, LTS, IV
148.4, 718, 0, FS, III
148.4, 1144, 1, FS, V
148.6, 375, 0, FS, V
148.6, 755, 0, LTS, III
148.6, 2242, 2, FS, III
148.7, 1132, 1, FS, V
148.8, 745, 0, FS, III
148.8, 2280, 2, LTS, III
148.9, 2056, 2, LTS, IV
149.1, 2257, 2, FS, III
149.3, 729, 0, FS, III
149.5, 2261, 2, FS, III
149.7, 744, 0, FS, III
150, 354, 0, FS, V
150.3, 742, 0, FS, III
150.3, 1871, 2, FS, V
150.4, 366, 0, FS, V
150.5, 2263, 2, FS, III
150.5, 2281, 2, LTS, III
150.8, 365, 0, FS, V
150.8, 367, 0, FS, V
150.8, 1881, 2, FS, V
151.7, 3585, 4, LTS, IV
152.1, 1134, 1, FS, V
152.3, 1900, 2, FS, V
152.4, 349, 0, FS, V
153.4, 545, 0, LTS, IV
153.4, 2825, 3, LTS, IV
153.7, 722, 0, FS, III
154.7, 2248, 2, FS, III
155, 3037, 3, LTS, III
155.2, 1875, 2, FS, V
156.1, 533, 0, LTS, IV
156.7, 3310, 4, LTS, VI
158, 754, 0, LTS, III
158.3, 2061, 2, LTS, IV
158.8, 542, 0, LTS, IV
160.4, 3578, 4, LTS, IV
160.6, 541, 0, LTS, IV
160.7, 3034, 3, LTS, III
161.4, 2823, 3, LTS, IV
161.8, 3038, 3, LTS, III
164.6, 540, 0, LTS, IV
164.9, 544, 0, LTS, IV
167.3, 536, 0, LTS, IV
170.5, 3586, 4, LTS, IV
171.4, 267, 0, LTS, VI
171.8, 3043, 3, LTS, III
173.8, 2817, 3, LTS, IV
174, 1152, 1, LTS, V
174.2, 1163, 1, LTS, V
174.6, 1158, 1, LTS, V
175, 399, 0, LTS, V
175, 1164, 1, LTS, V
175.1, 391, 0, LTS, V
175.1, 2674, 3, LTS, V
175.2, 400, 0, LTS, V
175.5, 1151, 1, LTS, V
175.6, 1156, 1, LTS, V
175.6, 3434, 4, LTS, V
175.9, 396, 0, LTS, V
176.4, 1917, 2, LTS, V
176.9, 1150, 1, LTS, V
176.9, 1925, 2, LTS, V
177, 1157, 1, LTS, V
177.1, 404, 0, LTS, V
177.1, 1159, 1, LTS, V
177.2, 402, 0, LTS, V
177.2, 3573, 4, LTS, IV
177.3, 393, 0, LTS, V
177.3, 1924, 2, LTS, V
177.4, 1165, 1, LTS, V
177.4, 1913, 2, LTS, V
177.5, 392, 0, LTS, V
177.5, 1161, 1, LTS, V
177.6, 403, 0, LTS, V
178.1, 397, 0, LTS, V
178.2, 1921, 2, LTS, V
178.4, 1149, 1, LTS, V
178.6, 1162, 1, LTS, V
178.6, 1923, 2, LTS, V
178.9, 1147, 1, LTS, V
178.9, 1912, 2, LTS, V
178.9, 2686, 3, LTS, V
179.1, 386, 0, LTS, V
179.3, 1160, 1, LTS, V
179.4, 395, 0, LTS, V
179.9, 398, 0, LTS, V
180.1, 388, 0, LTS, V
180.1, 389, 0, LTS, V
180.6, 1920, 2, LTS, V
180.6, 1926, 2, LTS, V
181, 1918, 2, LTS, V
181.6, 1148, 1, LTS, V
181.6, 1909, 2, LTS, V
181.6, 3039, 3, LTS, III
181.8, 387, 0, LTS, V
182, 2669, 3, LTS, V
182.5, 1154, 1, LTS, V
182.6, 1910, 2, LTS, V
183, 1914, 2, LTS, V
183.1, 2685, 3, LTS, V
183.2, 394, 0, LTS, V
183.3, 1908, 2, LTS, V
183.3, 2673, 3, LTS, V
184.1, 390, 0, LTS, V
184.3, 1153, 1, LTS, V
184.6, 1919, 2, LTS, V
184.8, 751, 0, LTS, III
184.8, 1826, 2, RS, V
184.8, 2063, 2, LTS, IV
185.2, 1922, 2, LTS, V
185.6, 537, 0, LTS, IV
186.2, 1788, 2, LTS, VI
186.7, 1155, 1, LTS, V
187.8, 2678, 3, LTS, V
188.5, 2683, 3, LTS, V
