0,-18.5452,-18.5452,-18.5452,-18.5452,-18.5452
0.1,-18.65982,-18.64304,-18.63974,-18.6314,-18.62148
0.2,-18.75931,-18.73844,-18.71909,-18.68926,-18.70566
0.3,-18.86367,-18.83374,-18.80237,-18.75698,-18.77453
0.4,-18.93225,-18.92898,-18.8869,-18.84338,-18.86866
0.5,-19.00269,-18.97678,-18.94584,-18.89372,-18.94162
0.6,-19.07589,-19.03656,-19.00056,-18.96508,-19.04532
0.7,-19.14586,-19.08246,-19.08954,-19.03559,-19.11214
0.8,-19.23514,-19.14258,-19.1424,-19.07467,-19.17187
0.9,-19.30373,-19.20557,-19.1809,-19.10477,-19.23752
1,-19.35155,-19.24523,-19.23932,-19.16277,-19.29851
1.1,-19.37776,-19.31499,-19.2867,-19.23427,-19.35591
1.2,-19.42308,-19.38975,-19.34377,-19.25267,-19.39594
1.3,-19.49512,-19.46185,-19.3968,-19.30838,-19.4506
1.4,-19.53375,-19.51219,-19.42769,-19.34289,-19.49111
1.5,-19.58995,-19.55104,-19.45982,-19.3899,-19.53045
1.6,-19.64712,-19.59642,-19.51206,-19.43029,-19.56946
1.7,-19.68617,-19.62787,-19.53742,-19.48917,-19.62557
1.8,-19.7273,-19.66702,-19.56002,-19.54479,-19.67274
1.9,-19.77243,-19.71276,-19.61384,-19.576,-19.6988
2,-19.8228,-19.76239,-19.63503,-19.58827,-19.74261
2.1,-19.8372,-19.7754,-19.67589,-19.65692,-19.75976
2.2,-19.84732,-19.77473,-19.72338,-19.68294,-19.77586
2.3,-19.87453,-19.79019,-19.75319,-19.73397,-19.81689
2.4,-19.89581,-19.84431,-19.74752,-19.73737,-19.8587
2.5,-19.9093,-19.86209,-19.77724,-19.74517,-19.90064
2.6,-19.94621,-19.90115,-19.8071,-19.77753,-19.92661
2.7,-19.98379,-19.9169,-19.84913,-19.79379,-19.9174
2.8,-19.99769,-19.94453,-19.83287,-19.80955,-19.92254
2.9,-20.00887,-19.9309,-19.83652,-19.81009,-19.88982
3,-20.03229,-19.95413,-19.85389,-19.85309,-19.91883
3.1,-20.02583,-19.95107,-19.89343,-19.86287,-19.92418
3.2,-20.0448,-19.95145,-19.90965,-19.87349,-19.93881
3.3,-20.06418,-20.00084,-19.91905,-19.91654,-19.96587
3.4,-20.05893,-20.04161,-19.93427,-19.92571,-19.98263
3.5,-20.05402,-20.06376,-19.94928,-19.93262,-19.98276
3.6,-20.04848,-20.09854,-19.94487,-19.94986,-19.98768
3.7,-20.0661,-20.11231,-19.97405,-19.97147,-20.012
3.8,-20.05775,-20.12386,-19.99749,-19.98005,-20.03633
3.9,-20.06122,-20.13844,-20.0067,-19.99964,-20.06712
4,-20.07754,-20.13308,-20.03148,-20.0086,-20.08658
4.1,-20.09389,-20.14333,-20.05598,-20.02099,-20.12836
4.2,-20.10299,-20.16477,-20.06739,-20.06482,-20.14181
4.3,-20.09494,-20.16598,-20.07622,-20.06502,-20.11604
4.4,-20.11269,-20.15311,-20.09701,-20.06268,-20.10886
4.5,-20.13472,-20.16739,-20.08161,-20.07749,-20.12359
4.6,-20.13076,-20.16272,-20.11167,-20.10206,-20.12949
4.7,-20.15257,-20.15147,-20.12692,-20.12552,-20.14256
4.8,-20.14645,-20.17783,-20.12505,-20.13009,-20.16264
4.9,-20.12248,-20.17388,-20.12953,-20.15505,-20.18993
5,-20.11698,-20.1821,-20.1393,-20.12884,-20.19031
5.1,-20.12771,-20.16991,-20.127,-20.13476,-20.19264
5.2,-20.16754,-20.16462,-20.13891,-20.13476,-20.18407
5.3,-20.17505,-20.13877,-20.12437,-20.15308,-20.19281
5.4,-20.17219,-20.12836,-20.11173,-20.15594,-20.19916
5.5,-20.16535,-20.13475,-20.13575,-20.18375,-20.2082
5.6,-20.14191,-20.14005,-20.139,-20.19858,-20.19326
5.7,-20.14718,-20.13993,-20.13635,-20.20958,-20.17432
5.8,-20.16033,-20.15357,-20.16202,-20.21735,-20.17211
5.9,-20.18035,-20.15505,-20.13517,-20.20138,-20.17732
6,-20.19591,-20.14306,-20.12481,-20.21796,-20.18262
6.1,-20.17057,-20.13573,-20.12089,-20.2026,-20.19368
6.2,-20.17452,-20.16198,-20.12326,-20.19947,-20.21608
6.3,-20.18052,-20.1853,-20.13209,-20.18344,-20.18166
6.4,-20.17536,-20.16668,-20.1049,-20.16598,-20.19179
6.5,-20.15299,-20.16311,-20.13066,-20.14322,-20.20045
6.6,-20.13454,-20.14453,-20.13335,-20.14158,-20.2316
6.7,-20.15434,-20.16712,-20.12797,-20.15187,-20.24356
6.8,-20.16579,-20.14821,-20.12015,-20.16646,-20.20632
6.9,-20.15925,-20.13664,-20.12332,-20.19863,-20.21246
7,-20.1808,-20.14962,-20.13655,-20.20621,-20.23065
7.1,-20.18649,-20.14088,-20.14679,-20.20753,-20.22883
7.2,-20.16253,-20.12433,-20.1479,-20.20477,-20.21268
7.3,-20.13935,-20.13743,-20.16753,-20.22565,-20.21276
7.4,-20.13348,-20.14295,-20.16531,-20.25758,-20.22467
7.5,-20.13323,-20.14803,-20.17167,-20.2293,-20.22455
7.6,-20.13397,-20.17911,-20.20922,-20.22978,-20.23387
7.7,-20.14926,-20.16046,-20.1961,-20.22371,-20.22091
7.8,-20.16957,-20.17675,-20.19243,-20.22975,-20.23338
7.9,-20.17636,-20.12798,-20.20036,-20.21917,-20.2215
8,-20.1747,-20.11235,-20.18623,-20.22128,-20.22453
8.1,-20.17017,-20.12389,-20.17828,-20.22223,-20.22591
8.2,-20.15717,-20.15487,-20.20102,-20.20257,-20.22361
8.3,-20.16763,-20.17406,-20.22378,-20.21272,-20.20967
8.4,-20.15148,-20.14037,-20.22838,-20.19293,-20.20844
8.5,-20.13268,-20.14049,-20.22549,-20.19944,-20.21085
8.6,-20.14451,-20.14397,-20.2331,-20.19277,-20.18868
8.7,-20.15373,-20.1623,-20.21158,-20.21271,-20.16831
8.8,-20.15346,-20.17017,-20.21715,-20.20626,-20.15858
8.9,-20.15397,-20.16963,-20.21558,-20.22858,-20.17135
9,-20.1514,-20.17762,-20.19273,-20.20979,-20.15826
9.1,-20.13094,-20.18342,-20.19072,-20.19483,-20.1392
9.2,-20.12557,-20.17841,-20.18909,-20.21108,-20.13754
9.3,-20.13394,-20.21145,-20.18584,-20.21541,-20.16398
9.4,-20.14265,-20.20316,-20.19516,-20.2244,-20.15799
9.5,-20.17374,-20.21664,-20.21118,-20.22501,-20.18886
9.6,-20.16279,-20.23884,-20.20056,-20.21683,-20.19462
9.7,-20.1393,-20.26647,-20.1723,-20.19681,-20.18104
9.8,-20.15107,-20.28186,-20.18516,-20.18221,-20.18675
9.9,-20.14362,-20.30931,-20.18255,-20.17867,-20.18483
10,-20.15104,-20.31458,-20.1855,-20.18202,-20.17259
10.1,-20.14362,-20.32585,-20.18814,-20.1732,-20.14809
10.2,-20.14675,-20.31308,-20.17807,-20.19318,-20.15686
10.3,-20.13166,-20.33503,-20.19668,-20.20675,-20.16436
10.4,-20.11849,-20.32845,-20.2093,-20.20001,-20.16179
10.5,-20.08483,-20.33058,-20.20384,-20.22756,-20.17185
10.6,-20.1181,-20.35007,-20.2005,-20.25718,-20.181
10.7,-20.12912,-20.36477,-20.19326,-20.25568,-20.19037
10.8,-20.14703,-20.37329,-20.20815,-20.27945,-20.18972
10.9,-20.13201,-20.36287,-20.21546,-20.29184,-20.17853
11,-20.16464,-20.35532,-20.20861,-20.29331,-20.20588
11.1,-20.16235,-20.34314,-20.21731,-20.30732,-20.22667
11.2,-20.17508,-20.35188,-20.21938,-20.30756,-20.23267
11.3,-20.17979,-20.33847,-20.21352,-20.31189,-20.2297
11.4,-20.20459,-20.33888,-20.21255,-20.33796,-20.19827
11.5,-20.21674,-20.33637,-20.19754,-20.35975,-20.18525
11.6,-20.23974,-20.32404,-20.20957,-20.34427,-20.1841
11.7,-20.22937,-20.3428,-20.24066,-20.3588,-20.18649
11.8,-20.21534,-20.34374,-20.23705,-20.31843,-20.20414
11.9,-20.21856,-20.33813,-20.25215,-20.30665,-20.19594
12,-20.21952,-20.33817,-20.25064,-20.32718,-20.17594
12.1,-20.20914,-20.35813,-20.25672,-20.34323,-20.17959
12.2,-20.20343,-20.37866,-20.22524,-20.36967,-20.17185
12.3,-20.19854,-20.37722,-20.26456,-20.35094,-20.18869
12.4,-20.22551,-20.37442,-20.29703,-20.34714,-20.20261
12.5,-20.2325,-20.39524,-20.32704,-20.36242,-20.18138
12.6,-20.25699,-20.3927,-20.34435,-20.37947,-20.18251
12.7,-20.23871,-20.38687,-20.34318,-20.3978,-20.18736
12.8,-20.25036,-20.39851,-20.36741,-20.37881,-20.16089
12.9,-20.24042,-20.43769,-20.37342,-20.37859,-20.14698
13,-20.26212,-20.41525,-20.40932,-20.38444,-20.15005
13.1,-20.29218,-20.37998,-20.4307,-20.36855,-20.17364
13.2,-20.33061,-20.36,-20.44637,-20.36742,-20.14699
13.3,-20.34492,-20.33926,-20.45703,-20.35696,-20.15386
13.4,-20.32676,-20.369,-20.46626,-20.40167,-20.15298
13.5,-20.31319,-20.37735,-20.44549,-20.40668,-20.1542
13.6,-20.32059,-20.38495,-20.43448,-20.38926,-20.16547
13.7,-20.35122,-20.38107,-20.44286,-20.41882,-20.14771
13.8,-20.36243,-20.40038,-20.44696,-20.41652,-20.13446
13.9,-20.36251,-20.40982,-20.47601,-20.44248,-20.13251
14,-20.38521,-20.40854,-20.4774,-20.44997,-20.13367
14.1,-20.37456,-20.40407,-20.48486,-20.44779,-20.11443
14.2,-20.38755,-20.3822,-20.47976,-20.44729,-20.13654
14.3,-20.39863,-20.40069,-20.48194,-20.45562,-20.13833
14.4,-20.40768,-20.4117,-20.49568,-20.45615,-20.12624
14.5,-20.43622,-20.40449,-20.49763,-20.46289,-20.10897
14.6,-20.44741,-20.39603,-20.52177,-20.46319,-20.08813
14.7,-20.4656,-20.40541,-20.51132,-20.467,-20.08533
14.8,-20.49398,-20.39522,-20.53178,-20.5033,-20.07651
14.9,-20.51468,-20.37532,-20.53524,-20.51004,-20.07036
15,-20.523,-20.35287,-20.55404,-20.52754,-20.10313
15.1,-20.48373,-20.3715,-20.57505,-20.52032,-20.0963
15.2,-20.47807,-20.37728,-20.5807,-20.52581,-20.08952
15.3,-20.49985,-20.40093,-20.53955,-20.53764,-20.10023
15.4,-20.49234,-20.41941,-20.57167,-20.53939,-20.10261
15.5,-20.52146,-20.42238,-20.59205,-20.54304,-20.11295
15.6,-20.53785,-20.43553,-20.57626,-20.55742,-20.10723
15.7,-20.56111,-20.43581,-20.59453,-20.56921,-20.14643
15.8,-20.56586,-20.43324,-20.58697,-20.58549,-20.1518
15.9,-20.56763,-20.44427,-20.5937,-20.6007,-20.10945
16,-20.59522,-20.45895,-20.62163,-20.61771,-20.11867
16.1,-20.61563,-20.45238,-20.61854,-20.5993,-20.13232
16.2,-20.64504,-20.45842,-20.62078,-20.62192,-20.14852
16.3,-20.68792,-20.49109,-20.63681,-20.62903,-20.16984
16.4,-20.68446,-20.49954,-20.63458,-20.62558,-20.17316
16.5,-20.68248,-20.51064,-20.6328,-20.65349,-20.15679
