11.1, 1909, 2, LTS, V
160.7, 2226, 2, RS, III
160.7, 2253, 2, FS, III
160.7, 2308, 3, RS, VI
160.7, 2435, 3, RS, VI
160.7, 2629, 3, RS, V
160.7, 2703, 3, IB, V
160.7, 2802, 3, FS, IV
160.7, 2803, 3, FS, IV
160.7, 2850, 3, RS, III
160.7, 2863, 3, RS, III
160.7, 2880, 3, RS, III
160.7, 2963, 3, RS, III
160.7, 3000, 3, FS, III
160.7, 3220, 4, RS, VI
160.7, 3367, 4, RS, V
160.7, 3371, 4, RS, V
160.7, 3577, 4, LTS, IV
160.7, 3605, 4, RS, III
160.7, 3709, 4, RS, III
160.7, 3728, 4, RS, III
160.7, 3732, 4, RS, III
160.8, 1, 0, RS, VI
160.8, 410, 0, IB, V
160.8, 687, 0, RS, III
160.8, 1077, 1, RS, V
160.8, 1162, 1, IB, V
160.8, 1163, 1, IB, V
160.8, 1169, 1, IB, V
160.8, 1307, 1, RS, III
160.8, 1341, 1, RS, III
160.8, 1349, 1, RS, III
160.8, 1446, 1, RS, III
160.8, 1467, 1, RS, III
160.8, 1520, 1, LTS, III
160.8, 1940, 2, IB, V
160.8, 2041, 2, FS, IV
160.8, 2104, 2, RS, III
160.8, 2150, 2, RS, III
160.8, 2158, 2, RS, III
160.8, 2192, 2, RS, III
160.8, 2566, 3, RS, V
160.8, 2586, 3, RS, V
160.8, 2701, 3, IB, V
160.8, 2714, 3, IB, V
160.8, 2823, 3, LTS, IV
160.8, 2838, 3, RS, III
160.8, 2849, 3, RS, III
160.8, 3089, 4, RS, VI
160.8, 3334, 4, RS, V
160.8, 3343, 4, RS, V
160.8, 3359, 4, RS, V
160.8, 3384, 4, RS, V
160.8, 3399, 4, FS, V
160.8, 3420, 4, FS, V
160.8, 3455, 4, IB, V
160.8, 3586, 4, LTS, IV
160.8, 3589, 4, LTS, IV
160.8, 3681, 4, RS, III
160.8, 3745, 4, RS, III
160.8, 3748, 4, RS, III
160.8, 3798, 4, LTS, III
160.9, 414, 0, IB, V
160.9, 636, 0, RS, III
160.9, 670, 0, RS, III
160.9, 698, 0, RS, III
160.9, 718, 0, FS, III
160.9, 1394, 1, RS, III
160.9, 2091, 2, RS, III
160.9, 2092, 2, RS, III
160.9, 2177, 2, RS, III
160.9, 2227, 2, RS, III
160.9, 2232, 2, RS, III
160.9, 2336, 3, RS, VI
160.9, 2513, 3, RS, VI
160.9, 2567, 3, RS, V
160.9, 2575, 3, RS, V
160.9, 2587, 3, RS, V
160.9, 2606, 3, RS, V
160.9, 2648, 3, FS, V
160.9, 2656, 3, FS, V
160.9, 2660, 3, FS, V
160.9, 2692, 3, IB, V
160.9, 2694, 3, IB, V
160.9, 2883, 3, RS, III
160.9, 3139, 4, RS, VI
160.9, 3205, 4, RS, VI
160.9, 3335, 4, RS, V
160.9, 3349, 4, RS, V
160.9, 3393, 4, RS, V
160.9, 3403, 4, FS, V
160.9, 3407, 4, FS, V
160.9, 3419, 4, FS, V
160.9, 3457, 4, IB, V
160.9, 3463, 4, IB, V
160.9, 3650, 4, RS, III
160.9, 3659, 4, RS, III
160.9, 3687, 4, RS, III
160.9, 3734, 4, RS, III
160.9, 3735, 4, RS, III
160.9, 3780, 4, FS, III
161, 527, 0, FS, IV
161, 597, 0, RS, III
161, 1167, 1, IB, V
161, 1176, 1, IB, V
161, 1183, 1, IB, V
161, 1280, 1, FS, IV
161, 1330, 1, RS, III
161, 1337, 1, RS, III
161, 1340, 1, RS, III
161, 1502, 1, FS, III
161, 1510, 1, LTS, III
161, 1938, 2, IB, V
161, 1939, 2, IB, V
161, 1952, 2, IB, V
161, 2042, 2, FS, IV
161, 2213, 2, RS, III
161, 2223, 2, RS, III
161, 2257, 2, FS, III
161, 2386, 3, RS, VI
161, 2580, 3, RS, V
161, 2582, 3, RS, V
161, 2658, 3, FS, V
161, 2705, 3, IB, V
161, 2971, 3, RS, III
161, 3039, 3, LTS, III
161, 3198, 4, RS, VI
161, 3257, 4, RS, VI
161, 3370, 4, RS, V
161, 3400, 4, FS, V
161, 3422, 4, FS, V
161, 3423, 4, FS, V
161, 3469, 4, IB, V
161, 3582, 4, LTS, IV
161, 3800, 4, LTS, III
161.1, 3, 0, RS, VI
161.1, 1191, 1, IB, V
161.1, 1316, 1, RS, III
161.1, 1500, 1, FS, III
161.1, 2065, 2, LTS, IV
161.1, 2186, 2, RS, III
161.1, 2597, 3, RS, V
161.1, 2686, 3, IB, V
161.1, 2861, 3, RS, III
161.1, 2879, 3, RS, III
161.1, 2885, 3, RS, III
161.1, 2906, 3, RS, III
161.1, 3165, 4, RS, VI
161.1, 3318, 4, RS, V
161.1, 3361, 4, RS, V
161.1, 3368, 4, RS, V
161.1, 3372, 4, RS, V
161.1, 3383, 4, RS, V
161.1, 3412, 4, FS, V
161.1, 3446, 4, IB, V
161.1, 3579, 4, LTS, IV
161.1, 3613, 4, RS, III
161.1, 3637, 4, RS, III
161.1, 3643, 4, RS, III
161.1, 3657, 4, RS, III
161.1, 3672, 4, RS, III
161.1, 3711, 4, RS, III
161.1, 3782, 4, FS, III
161.1, 3786, 4, FS, III
161.2, 521, 0, FS, IV
161.2, 526, 0, FS, IV
161.2, 603, 0, RS, III
161.2, 640, 0, RS, III
161.2, 663, 0, RS, III
161.2, 735, 0, FS, III
161.2, 1172, 1, IB, V
161.2, 1386, 1, RS, III
161.2, 1486, 1, FS, III
161.2, 1512, 1, LTS, III
161.2, 1948, 2, IB, V
161.2, 2222, 2, RS, III
161.2, 2562, 3, RS, V
161.2, 2578, 3, RS, V
161.2, 2583, 3, RS, V
161.2, 2602, 3, RS, V
161.2, 2624, 3, RS, V
161.2, 2653, 3, FS, V
161.2, 2654, 3, FS, V
161.2, 2668, 3, FS, V
161.2, 2824, 3, LTS, IV
161.2, 2875, 3, RS, III
161.2, 2921, 3, RS, III
161.2, 2956, 3, RS, III
161.2, 2958, 3, RS, III
161.2, 2961, 3, RS, III
161.2, 2993, 3, RS, III
161.2, 3346, 4, RS, V
161.2, 3353, 4, RS, V
161.2, 3369, 4, RS, V
161.2, 3571, 4, FS, IV
161.2, 3652, 4, RS, III
161.2, 3708, 4, RS, III
161.2, 3755, 4, RS, III
161.2, 3793, 4, LTS, III
161.2, 3796, 4, LTS, III
161.3, 519, 0, FS, IV
161.3, 745, 0, LTS, III
161.3, 757, 0, LTS, III
161.3, 759, 0, LTS, III
161.3, 1177, 1, IB, V
161.3, 1186, 1, IB, V
161.3, 1192, 1, IB, V
161.3, 1389, 1, RS, III
161.3, 1464, 1, RS, III
161.3, 1476, 1, FS, III
161.3, 2067, 2, LTS, IV
161.3, 2097, 2, RS, III
161.3, 2224, 2, RS, III
161.3, 2448, 3, RS, VI
161.3, 2571, 3, RS, V
161.3, 2598, 3, RS, V
161.3, 2633, 3, RS, V
161.3, 2837, 3, RS, III
161.3, 2925, 3, RS, III
161.3, 3024, 3, FS, III
161.3, 3232, 4, RS, VI
161.3, 3331, 4, RS, V
161.3, 3340, 4, RS, V
161.3, 3365, 4, RS, V
161.3, 3373, 4, RS, V
161.3, 3398, 4, FS, V
161.3, 3404, 4, FS, V
161.3, 3429, 4, FS, V
161.3, 3465, 4, IB, V
161.3, 3679, 4, RS, III
161.3, 3716, 4, RS, III
161.3, 3761, 4, FS, III
161.3, 3767, 4, FS, III
161.3, 3791, 4, LTS, III
161.4, 90, 0, RS, VI
161.4, 605, 0, RS, III
161.4, 638, 0, RS, III
161.4, 1118, 1, FS, V
161.4, 1189, 1, IB, V
161.4, 1300, 1, LTS, IV
161.4, 1384, 1, RS, III
161.4, 1391, 1, RS, III
161.4, 1401, 1, RS, III
161.4, 1402, 1, RS, III
161.4, 1492, 1, FS, III
161.4, 1508, 1, LTS, III
161.4, 1518, 1, LTS, III
161.4, 2106, 2, RS, III
161.4, 2170, 2, RS, III
161.4, 2199, 2, RS, III
161.4, 2617, 3, RS, V
161.4, 2621, 3, RS, V
161.4, 2625, 3, RS, V
161.4, 2649, 3, FS, V
161.4, 2908, 3, RS, III
161.4, 2950, 3, RS, III
161.4, 2962, 3, RS, III
161.4, 3004, 3, FS, III
161.4, 3019, 3, FS, III
161.4, 3325, 4, RS, V
161.4, 3332, 4, RS, V
161.4, 3391, 4, RS, V
161.4, 3452, 4, IB, V
161.4, 3584, 4, LTS, IV
161.4, 3596, 4, RS, III
161.4, 3625, 4, RS, III
161.4, 3664, 4, RS, III
161.4, 3730, 4, RS, III
161.4, 3768, 4, FS, III
161.4, 3781, 4, FS, III
161.5, 654, 0, RS, III
161.5, 695, 0, RS, III
161.5, 707, 0, RS, III
161.5, 758, 0, LTS, III
161.5, 1081, 1, RS, V
161.5, 1119, 1, FS, V
161.5, 1121, 1, FS, V
161.5, 1124, 1, FS, V
161.5, 1133, 1, FS, V
161.5, 1141, 1, FS, V
161.5, 1142, 1, FS, V
161.5, 1144, 1, FS, V
161.5, 1146, 1, FS, V
161.5, 1173, 1, IB, V
161.5, 1185, 1, IB, V
161.5, 1290, 1, FS, IV
161.5, 1317, 1, RS, III
161.5, 1479, 1, FS, III
161.5, 1484, 1, FS, III
161.5, 1487, 1, FS, III
161.5, 1503, 1, FS, III
161.5, 1516, 1, LTS, III
161.5, 2048, 2, FS, IV
161.5, 2088, 2, RS, III
161.5, 2134, 2, RS, III
161.5, 2145, 2, RS, III
161.5, 2159, 2, RS, III
161.5, 2165, 2, RS, III
161.5, 2564, 3, RS, V
161.5, 2601, 3, RS, V
161.5, 2639, 3, FS, V
161.5, 2663, 3, FS, V
161.5, 2706, 3, IB, V
161.5, 2862, 3, RS, III
161.5, 2874, 3, RS, III
161.5, 2929, 3, RS, III
161.5, 2942, 3, RS, III
161.5, 3001, 3, FS, III
161.5, 3014, 3, FS, III
161.5, 3376, 4, RS, V
161.5, 3382, 4, RS, V
161.5, 3396, 4, RS, V
161.5, 3421, 4, FS, V
161.5, 3453, 4, IB, V
161.5, 3464, 4, IB, V
161.5, 3570, 4, FS, IV
161.5, 3590, 4, RS, III
161.5, 3612, 4, RS, III
161.5, 3678, 4, RS, III
161.5, 3802, 4, LTS, III
161.6, 402, 0, IB, V
161.6, 541, 0, LTS, IV
161.6, 637, 0, RS, III
161.6, 1126, 1, FS, V
161.6, 1127, 1, FS, V
161.6, 1129, 1, FS, V
161.6, 1131, 1, FS, V
161.6, 1136, 1, FS, V
161.6, 1174, 1, IB, V
161.6, 1181, 1, IB, V
161.6, 1388, 1, RS, III
161.6, 1448, 1, RS, III
161.6, 1453, 1, RS, III
161.6, 1477, 1, FS, III
161.6, 1483, 1, FS, III
161.6, 1485, 1, FS, III
161.6, 2050, 2, FS, IV
161.6, 2116, 2, RS, III
161.6, 2215, 2, RS, III
161.6, 2225, 2, RS, III
161.6, 2267, 2, LTS, III
161.6, 2278, 2, LTS, III
161.6, 2359, 3, RS, VI
161.6, 2588, 3, RS, V
161.6, 2592, 3, RS, V
161.6, 2628, 3, RS, V
161.6, 2636, 3, RS, V
161.6, 2650, 3, FS, V
161.6, 2834, 3, RS, III
161.6, 2910, 3, RS, III
161.6, 2924, 3, RS, III
161.6, 2941, 3, RS, III
161.6, 2945, 3, RS, III
161.6, 2959, 3, RS, III
161.6, 2973, 3, RS, III
161.6, 2990, 3, RS, III
161.6, 2997, 3, RS, III
161.6, 3016, 3, FS, III
161.6, 3328, 4, RS, V
161.6, 3336, 4, RS, V
161.6, 3337, 4, RS, V
161.6, 3350, 4, RS, V
161.6, 3408, 4, FS, V
161.6, 3424, 4, FS, V
161.6, 3474, 4, IB, V
161.6, 3631, 4, RS, III
161.6, 3703, 4, RS, III
161.6, 3729, 4, RS, III
161.6, 3764, 4, FS, III
161.6, 3799, 4, LTS, III
161.7, 78, 0, RS, VI
161.7, 1122, 1, FS, V
161.7, 1123, 1, FS, V
161.7, 1135, 1, FS, V
161.7, 1137, 1, FS, V
161.7, 1139, 1, FS, V
161.7, 1140, 1, FS, V
161.7, 1143, 1, FS, V
161.7, 1429, 1, RS, III
161.7, 1441, 1, RS, III
161.7, 1480, 1, FS, III
161.7, 1482, 1, FS, III
161.7, 1489, 1, FS, III
161.7, 2168, 2, RS, III
161.7, 2249, 2, FS, III
161.7, 2271, 2, LTS, III
161.7, 2382, 3, RS, VI
161.7, 2563, 3, RS, V
161.7, 2599, 3, RS, V
161.7, 2619, 3, RS, V
161.7, 2647, 3, FS, V
161.7, 2652, 3, FS, V
161.7, 2699, 3, IB, V
161.7, 2842, 3, RS, III
161.7, 2848, 3, RS, III
161.7, 2946, 3, RS, III
161.7, 3243, 4, RS, VI
161.7, 3316, 4, RS, V
161.7, 3345, 4, RS, V
161.7, 3460, 4, IB, V
161.8, 750, 0, LTS, III
161.8, 751, 0, LTS, III
161.8, 753, 0, LTS, III
161.8, 1115, 1, FS, V
161.8, 1116, 1, FS, V
161.8, 1132, 1, FS, V
161.8, 1138, 1, FS, V
161.8, 1410, 1, RS, III
161.8, 1494, 1, FS, III
161.8, 1914, 2, LTS, V
161.8, 1936, 2, IB, V
161.8, 2089, 2, RS, III
161.8, 2132, 2, RS, III
161.8, 2163, 2, RS, III
161.8, 2187, 2, RS, III
161.8, 2217, 2, RS, III
161.8, 2265, 2, LTS, III
161.8, 2451, 3, RS, VI
161.8, 2457, 3, RS, VI
161.8, 2594, 3, RS, V
161.8, 2595, 3, RS, V
161.8, 2641, 3, FS, V
161.8, 2657, 3, FS, V
161.8, 2688, 3, IB, V
161.8, 2696, 3, IB, V
161.8, 2856, 3, RS, III
161.8, 2872, 3, RS, III
161.8, 2913, 3, RS, III
161.8, 2944, 3, RS, III
161.8, 3012, 3, FS, III
161.8, 3117, 4, RS, VI
161.8, 3324, 4, RS, V
161.8, 3618, 4, RS, III
161.8, 3665, 4, RS, III
161.8, 3784, 4, FS, III
161.8, 3787, 4, LTS, III
161.9, 272, 0, RS, V
161.9, 575, 0, RS, III
161.9, 1117, 1, FS, V
161.9, 1125, 1, FS, V
161.9, 1130, 1, FS, V
161.9, 1134, 1, FS, V
161.9, 1420, 1, RS, III
161.9, 1458, 1, RS, III
161.9, 1488, 1, FS, III
161.9, 1495, 1, FS, III
161.9, 1798, 2, RS, V
161.9, 2054, 2, LTS, IV
161.9, 2191, 2, RS, III
161.9, 2361, 3, RS, VI
161.9, 2414, 3, RS, VI
161.9, 2615, 3, RS, V
161.9, 2882, 3, RS, III
161.9, 2975, 3, RS, III
161.9, 2996, 3, RS, III
161.9, 3351, 4, RS, V
161.9, 3352, 4, RS, V
161.9, 3374, 4, RS, V
161.9, 3388, 4, RS, V
161.9, 3410, 4, FS, V
161.9, 3470, 4, IB, V
161.9, 3599, 4, RS, III
161.9, 3606, 4, RS, III
161.9, 3760, 4, FS, III
161.9, 3766, 4, FS, III
161.9, 3778, 4, FS, III
161.9, 3789, 4, LTS, III
162, 728, 0, FS, III
162, 1098, 1, RS, V
162, 1120, 1, FS, V
162, 1128, 1, FS, V
162, 1286, 1, FS, IV
162, 1342, 1, RS, III
162, 1507, 1, LTS, III
162, 2171, 2, RS, III
162, 2214, 2, RS, III
162, 2552, 3, LTS, VI
162, 2593, 3, RS, V
162, 2620, 3, RS, V
162, 2643, 3, FS, V
162, 2704, 3, IB, V
162, 2897, 3, RS, III
162, 2912, 3, RS, III
162, 3111, 4, RS, VI
162, 3114, 4, RS, VI
162, 3167, 4, RS, VI
162, 3274, 4, RS, VI
162, 3425, 4, FS, V
162, 3449, 4, IB, V
162, 3574, 4, FS, IV
162, 3686, 4, RS, III
162, 3733, 4, RS, III
162, 3763, 4, FS, III
162.1, 286, 0, RS, V
162.1, 525, 0, FS, IV
162.1, 528, 0, FS, IV
162.1, 722, 0, FS, III
162.1, 723, 0, FS, III
162.1, 1145, 1, FS, V
162.1, 1364, 1, RS, III
162.1, 1398, 1, RS, III
162.1, 1490, 1, FS, III
162.1, 1511, 1, LTS, III
162.1, 2111, 2, RS, III
162.1, 2146, 2, RS, III
162.1, 2149, 2, RS, III
162.1, 2266, 2, LTS, III
162.1, 2555, 3, RS, V
162.1, 2557, 3, RS, V
162.1, 2604, 3, RS, V
162.1, 2608, 3, RS, V
162.1, 2631, 3, RS, V
162.1, 2662, 3, FS, V
162.1, 2804, 3, FS, IV
162.1, 2846, 3, RS, III
162.1, 2896, 3, RS, III
162.1, 3006, 3, FS, III
162.1, 3007, 3, FS, III
162.1, 3098, 4, RS, VI
162.1, 3217, 4, RS, VI
162.1, 3347, 4, RS, V
162.1, 3448, 4, IB, V
162.1, 3684, 4, RS, III
162.1, 3697, 4, RS, III
162.1, 3773, 4, FS, III
162.1, 3774, 4, FS, III
162.2, 299, 0, RS, V
162.2, 529, 0, FS, IV
162.2, 719, 0, FS, III
162.2, 748, 0, LTS, III
162.2, 1395, 1, RS, III
162.2, 1474, 1, RS, III
162.2, 1937, 2, IB, V
162.2, 2124, 2, RS, III
162.2, 2200, 2, RS, III
162.2, 2208, 2, RS, III
162.2, 2210, 2, RS, III
162.2, 2245, 2, FS, III
162.2, 2273, 2, LTS, III
162.2, 2274, 2, LTS, III
162.2, 2540, 3, LTS, VI
162.2, 2556, 3, RS, V
162.2, 2568, 3, RS, V
162.2, 2585, 3, RS, V
162.2, 2610, 3, RS, V
162.2, 2614, 3, RS, V
162.2, 2626, 3, RS, V
162.2, 2642, 3, FS, V
162.2, 2651, 3, FS, V
162.2, 2878, 3, RS, III
162.2, 2923, 3, RS, III
162.2, 2932, 3, RS, III
162.2, 2934, 3, RS, III
162.2, 2955, 3, RS, III
162.2, 2981, 3, RS, III
162.2, 2998, 3, FS, III
162.2, 3029, 3, LTS, III
162.2, 3357, 4, RS, V
162.2, 3413, 4, FS, V
162.2, 3451, 4, IB, V
162.2, 3454, 4, IB, V
162.2, 3585, 4, LTS, IV
162.2, 3592, 4, RS, III
162.2, 3634, 4, RS, III
162.2, 3689, 4, RS, III
162.2, 3744, 4, RS, III
162.2, 3788, 4, LTS, III
162.3, 274, 0, RS, V
162.3, 314, 0, RS, V
162.3, 363, 0, FS, V
162.3, 666, 0, RS, III
162.3, 729, 0, FS, III
162.3, 733, 0, FS, III
162.3, 740, 0, FS, III
162.3, 1332, 1, RS, III
162.3, 1390, 1, RS, III
162.3, 1504, 1, LTS, III
162.3, 1519, 1, LTS, III
162.3, 1883, 2, FS, V
162.3, 2040, 2, FS, IV
162.3, 2194, 2, RS, III
162.3, 2216, 2, RS, III
162.3, 2248, 2, FS, III
162.3, 2270, 2, LTS, III
162.3, 2335, 3, RS, VI
162.3, 2573, 3, RS, V
162.3, 2584, 3, RS, V
162.3, 2591, 3, RS, V
162.3, 2596, 3, RS, V
162.3, 2605, 3, RS, V
162.3, 2622, 3, RS, V
162.3, 2635, 3, RS, V
162.3, 2646, 3, FS, V
162.3, 2666, 3, FS, V
162.3, 2693, 3, IB, V
162.3, 2698, 3, IB, V
162.3, 2851, 3, RS, III
162.3, 2867, 3, RS, III
162.3, 2966, 3, RS, III
162.3, 2986, 3, RS, III
162.3, 2999, 3, FS, III
162.3, 3018, 3, FS, III
162.3, 3023, 3, FS, III
162.3, 3027, 3, LTS, III
162.3, 3405, 4, FS, V
162.3, 3409, 4, FS, V
162.3, 3417, 4, FS, V
162.3, 3418, 4, FS, V
162.3, 3649, 4, RS, III
162.3, 3701, 4, RS, III
162.3, 3772, 4, FS, III
162.3, 3804, 4, LTS, III
162.4, 357, 0, FS, V
162.4, 423, 0, IB, V
162.4, 524, 0, FS, IV
162.4, 550, 0, RS, III
162.4, 622, 0, RS, III
162.4, 658, 0, RS, III
162.4, 726, 0, FS, III
162.4, 737, 0, FS, III
162.4, 747, 0, LTS, III
162.4, 754, 0, LTS, III
162.4, 1497, 1, FS, III
162.4, 1885, 2, FS, V
162.4, 1934, 2, IB, V
162.4, 2053, 2, FS, IV
162.4, 2070, 2, RS, III
162.4, 2079, 2, RS, III
162.4, 2081, 2, RS, III
162.4, 2113, 2, RS, III
162.4, 2129, 2, RS, III
162.4, 2242, 2, FS, III
162.4, 2574, 3, RS, V
162.4, 2634, 3, RS, V
162.4, 2695, 3, IB, V
162.4, 2900, 3, RS, III
162.4, 2960, 3, RS, III
162.4, 3005, 3, FS, III
162.4, 3010, 3, FS, III
162.4, 3020, 3, FS, III
162.4, 3157, 4, RS, VI
162.4, 3245, 4, RS, VI
162.4, 3268, 4, RS, VI
162.4, 3327, 4, RS, V
162.4, 3354, 4, RS, V
162.4, 3416, 4, FS, V
162.4, 3445, 4, IB, V
162.4, 3447, 4, IB, V
162.4, 3473, 4, IB, V
162.4, 3563, 4, FS, IV
162.4, 3636, 4, RS, III
162.4, 3653, 4, RS, III
162.4, 3759, 4, FS, III
162.4, 3783, 4, FS, III
162.5, 343, 0, RS, V
162.5, 351, 0, RS, V
162.5, 407, 0, IB, V
162.5, 418, 0, IB, V
162.5, 426, 0, IB, V
162.5, 716, 0, FS, III
162.5, 738, 0, FS, III
162.5, 739, 0, FS, III
162.5, 744, 0, LTS, III
162.5, 1288, 1, FS, IV
162.5, 1888, 2, FS, V
162.5, 1946, 2, IB, V
162.5, 2252, 2, FS, III
162.5, 2254, 2, FS, III
162.5, 2262, 2, FS, III
162.5, 2280, 2, LTS, III
162.5, 2579, 3, RS, V
162.5, 2603, 3, RS, V
162.5, 2612, 3, RS, V
162.5, 2661, 3, FS, V
162.5, 2708, 3, IB, V
162.5, 2915, 3, RS, III
162.5, 3025, 3, FS, III
162.5, 3277, 4, RS, VI
162.5, 3375, 4, RS, V
162.5, 3387, 4, RS, V
162.5, 3401, 4, FS, V
162.5, 3426, 4, FS, V
162.5, 3654, 4, RS, III
162.5, 3719, 4, RS, III
162.5, 3723, 4, RS, III
162.5, 3765, 4, FS, III
162.6, 360, 0, FS, V
162.6, 370, 0, FS, V
162.6, 376, 0, FS, V
162.6, 401, 0, IB, V
162.6, 408, 0, IB, V
162.6, 416, 0, IB, V
162.6, 430, 0, IB, V
162.6, 518, 0, FS, IV
162.6, 684, 0, RS, III
162.6, 715, 0, FS, III
162.6, 725, 0, FS, III
162.6, 731, 0, FS, III
162.6, 736, 0, FS, III
162.6, 742, 0, FS, III
162.6, 749, 0, LTS, III
162.6, 1493, 1, FS, III
162.6, 1496, 1, FS, III
162.6, 1893, 2, FS, V
162.6, 1904, 2, FS, V
162.6, 1905, 2, FS, V
162.6, 1907, 2, FS, V
162.6, 2074, 2, RS, III
162.6, 2122, 2, RS, III
162.6, 2264, 2, FS, III
162.6, 2277, 2, LTS, III
162.6, 2393, 3, RS, VI
162.6, 2561, 3, RS, V
162.6, 2569, 3, RS, V
162.6, 2640, 3, FS, V
162.6, 2655, 3, FS, V
162.6, 2659, 3, FS, V
162.6, 2691, 3, IB, V
162.6, 2710, 3, IB, V
162.6, 2933, 3, RS, III
162.6, 3031, 3, LTS, III
162.6, 3255, 4, RS, VI
162.6, 3385, 4, RS, V
162.6, 3402, 4, FS, V
162.6, 3411, 4, FS, V
162.6, 3699, 4, RS, III
162.6, 3777, 4, FS, III
162.7, 276, 0, RS, V
162.7, 342, 0, RS, V
162.7, 359, 0, FS, V
162.7, 378, 0, FS, V
162.7, 381, 0, FS, V
162.7, 385, 0, FS, V
162.7, 409, 0, IB, V
162.7, 411, 0, IB, V
162.7, 595, 0, RS, III
162.7, 717, 0, FS, III
162.7, 720, 0, FS, III
162.7, 746, 0, LTS, III
162.7, 752, 0, LTS, III
162.7, 760, 0, LTS, III
162.7, 1067, 1, RS, V
162.7, 1088, 1, RS, V
162.7, 1107, 1, RS, V
162.7, 1164, 1, IB, V
162.7, 1491, 1, FS, III
162.7, 1870, 2, RS, V
162.7, 1877, 2, FS, V
162.7, 1878, 2, FS, V
162.7, 1881, 2, FS, V
162.7, 1884, 2, FS, V
162.7, 1897, 2, FS, V
162.7, 1900, 2, FS, V
162.7, 1942, 2, IB, V
162.7, 1944, 2, IB, V
162.7, 2101, 2, RS, III
162.7, 2114, 2, RS, III
162.7, 2237, 2, FS, III
162.7, 2239, 2, FS, III
162.7, 2244, 2, FS, III
162.7, 2247, 2, FS, III
162.7, 2251, 2, FS, III
162.7, 2258, 2, FS, III
162.7, 2667, 3, FS, V
162.7, 2697, 3, IB, V
162.7, 2713, 3, IB, V
162.7, 2822, 3, LTS, IV
162.7, 2919, 3, RS, III
162.7, 3013, 3, FS, III
162.7, 3057, 4, RS, VI
162.7, 3458, 4, IB, V
162.7, 3466, 4, IB, V
162.7, 3597, 4, RS, III
162.7, 3757, 4, RS, III
162.7, 3769, 4, FS, III
162.7, 3779, 4, FS, III
162.8, 310, 0, RS, V
162.8, 341, 0, RS, V
162.8, 362, 0, FS, V
162.8, 371, 0, FS, V
162.8, 383, 0, FS, V
162.8, 523, 0, FS, IV
162.8, 548, 0, RS, III
162.8, 607, 0, RS, III
162.8, 641, 0, RS, III
162.8, 664, 0, RS, III
162.8, 734, 0, FS, III
162.8, 756, 0, LTS, III
162.8, 1074, 1, RS, V
162.8, 1281, 1, FS, IV
162.8, 1876, 2, FS, V
162.8, 1887, 2, FS, V
162.8, 1933, 2, IB, V
162.8, 2052, 2, FS, IV
162.8, 2131, 2, RS, III
162.8, 2157, 2, RS, III
162.8, 2166, 2, RS, III
162.8, 2172, 2, RS, III
162.8, 2178, 2, RS, III
162.8, 2238, 2, FS, III
162.8, 2250, 2, FS, III
162.8, 2276, 2, LTS, III
162.8, 2282, 2, LTS, III
162.8, 2576, 3, RS, V
162.8, 2590, 3, RS, V
162.8, 2623, 3, RS, V
162.8, 2637, 3, FS, V
162.8, 2665, 3, FS, V
162.8, 2832, 3, RS, III
162.8, 2870, 3, RS, III
162.8, 2877, 3, RS, III
162.8, 2982, 3, RS, III
162.8, 3199, 4, RS, VI
162.8, 3226, 4, RS, VI
162.8, 3414, 4, FS, V
162.8, 3693, 4, RS, III
162.8, 3752, 4, RS, III
162.8, 3775, 4, FS, III
162.9, 230, 0, RS, VI
162.9, 284, 0, RS, V
162.9, 285, 0, RS, V
162.9, 296, 0, RS, V
162.9, 297, 0, RS, V
162.9, 319, 0, RS, V
162.9, 368, 0, FS, V
162.9, 380, 0, FS, V
162.9, 382, 0, FS, V
162.9, 403, 0, IB, V
162.9, 412, 0, IB, V
162.9, 417, 0, IB, V
162.9, 422, 0, IB, V
162.9, 431, 0, IB, V
162.9, 691, 0, RS, III
162.9, 724, 0, FS, III
162.9, 732, 0, FS, III
162.9, 1073, 1, RS, V
162.9, 1498, 1, FS, III
162.9, 1820, 2, RS, V
162.9, 1827, 2, RS, V
162.9, 1867, 2, RS, V
162.9, 1889, 2, FS, V
162.9, 2069, 2, RS, III
162.9, 2082, 2, RS, III
162.9, 2143, 2, RS, III
162.9, 2246, 2, FS, III
162.9, 2281, 2, LTS, III
162.9, 2707, 3, IB, V
162.9, 2818, 3, LTS, IV
162.9, 2889, 3, RS, III
162.9, 2995, 3, RS, III
162.9, 3040, 3, LTS, III
162.9, 3100, 4, RS, VI
162.9, 3406, 4, FS, V
162.9, 3663, 4, RS, III
162.9, 3680, 4, RS, III
162.9, 3688, 4, RS, III
162.9, 3776, 4, FS, III
163, 283, 0, RS, V
163, 288, 0, RS, V
163, 308, 0, RS, V
163, 324, 0, RS, V
163, 327, 0, RS, V
163, 348, 0, RS, V
163, 352, 0, RS, V
163, 354, 0, FS, V
163, 356, 0, FS, V
163, 375, 0, FS, V
163, 384, 0, FS, V
163, 419, 0, IB, V
163, 420, 0, IB, V
163, 522, 0, FS, IV
163, 741, 0, FS, III
163, 1049, 1, RS, V
163, 1055, 1, RS, V
163, 1092, 1, RS, V
163, 1106, 1, RS, V
163, 1175, 1, IB, V
163, 1287, 1, FS, IV
163, 1481, 1, FS, III
163, 1499, 1, FS, III
163, 1506, 1, LTS, III
163, 1515, 1, LTS, III
163, 1796, 2, RS, V
163, 1811, 2, RS, V
