11.1, 1909, 2, LTS, V
139.8, 3028, 3, LTS, III
139.8, 3030, 3, LTS, III
139.8, 3033, 3, LTS, III
139.8, 3376, 4, RS, V
139.9, 358, 0, FS, V
139.9, 365, 0, FS, V
139.9, 372, 0, FS, V
139.9, 373, 0, FS, V
139.9, 421, 0, IB, V
139.9, 648, 0, RS, III
139.9, 680, 0, RS, III
139.9, 730, 0, FS, III
139.9, 1168, 1, IB, V
139.9, 1184, 1, IB, V
139.9, 1478, 1, FS, III
139.9, 1797, 2, RS, V
139.9, 1830, 2, RS, V
139.9, 1850, 2, RS, V
139.9, 1882, 2, FS, V
139.9, 1891, 2, FS, V
139.9, 1899, 2, FS, V
139.9, 1901, 2, FS, V
139.9, 1927, 2, IB, V
139.9, 1928, 2, IB, V
139.9, 2136, 2, RS, III
139.9, 2188, 2, RS, III
139.9, 2241, 2, FS, III
139.9, 2243, 2, FS, III
139.9, 2645, 3, FS, V
139.9, 2805, 3, FS, IV
139.9, 2926, 3, RS, III
139.9, 2938, 3, RS, III
139.9, 3008, 3, FS, III
139.9, 3037, 3, LTS, III
139.9, 3785, 4, FS, III
140, 377, 0, FS, V
140, 405, 0, IB, V
140, 415, 0, IB, V
140, 424, 0, IB, V
140, 554, 0, RS, III
140, 564, 0, RS, III
140, 655, 0, RS, III
140, 678, 0, RS, III
140, 1165, 1, IB, V
140, 1187, 1, IB, V
140, 1458, 1, RS, III
140, 1501, 1, FS, III
140, 1551, 2, RS, VI
140, 1690, 2, RS, VI
140, 1809, 2, RS, V
140, 1886, 2, FS, V
140, 1890, 2, FS, V
140, 1892, 2, FS, V
140, 1896, 2, FS, V
140, 1931, 2, IB, V
140, 1935, 2, IB, V
140, 1951, 2, IB, V
140, 2098, 2, RS, III
140, 2155, 2, RS, III
140, 2211, 2, RS, III
140, 2240, 2, FS, III
140, 2687, 3, IB, V
140, 2809, 3, FS, IV
140.1, 240, 0, FS, VI
140.1, 355, 0, FS, V
140.1, 361, 0, FS, V
140.1, 364, 0, FS, V
140.1, 366, 0, FS, V
140.1, 374, 0, FS, V
140.1, 645, 0, RS, III
140.1, 646, 0, RS, III
140.1, 721, 0, FS, III
140.1, 1188, 1, IB, V
140.1, 1396, 1, RS, III
140.1, 1459, 1, RS, III
140.1, 1841, 2, RS, V
140.1, 2071, 2, RS, III
140.1, 2110, 2, RS, III
140.1, 2630, 3, RS, V
140.1, 2711, 3, IB, V
140.1, 3017, 3, FS, III
140.1, 3021, 3, FS, III
140.1, 3022, 3, FS, III
140.1, 3427, 4, FS, V
140.1, 3428, 4, FS, V
140.1, 3771, 4, FS, III
140.2, 367, 0, FS, V
140.2, 413, 0, IB, V
140.2, 427, 0, IB, V
140.2, 429, 0, IB, V
140.2, 633, 0, RS, III
140.2, 701, 0, RS, III
140.2, 727, 0, FS, III
140.2, 1182, 1, IB, V
140.2, 1298, 1, LTS, IV
140.2, 1319, 1, RS, III
140.2, 1370, 1, RS, III
140.2, 1380, 1, RS, III
140.2, 1387, 1, RS, III
140.2, 1879, 2, FS, V
140.2, 1880, 2, FS, V
140.2, 1894, 2, FS, V
140.2, 1898, 2, FS, V
140.2, 1903, 2, FS, V
140.2, 1947, 2, IB, V
140.2, 2255, 2, FS, III
140.2, 2560, 3, RS, V
140.2, 2684, 3, IB, V
140.2, 2841, 3, RS, III
140.2, 2869, 3, RS, III
140.2, 3011, 3, FS, III
140.2, 3415, 4, FS, V
140.2, 3632, 4, RS, III
140.2, 3770, 4, FS, III
140.3, 263, 0, LTS, VI
140.3, 268, 0, LTS, VI
140.3, 369, 0, FS, V
140.3, 379, 0, FS, V
140.3, 425, 0, IB, V
140.3, 578, 0, RS, III
140.3, 625, 0, RS, III
140.3, 630, 0, RS, III
140.3, 632, 0, RS, III
140.3, 670, 0, RS, III
140.3, 675, 0, RS, III
140.3, 706, 0, RS, III
140.3, 1166, 1, IB, V
140.3, 1179, 1, IB, V
140.3, 1322, 1, RS, III
140.3, 1333, 1, RS, III
140.3, 1371, 1, RS, III
140.3, 1388, 1, RS, III
140.3, 1430, 1, RS, III
140.3, 1457, 1, RS, III
140.3, 1924, 2, IB, V
140.3, 1932, 2, IB, V
140.3, 2176, 2, RS, III
140.3, 2263, 2, FS, III
140.3, 2638, 3, FS, V
140.3, 2644, 3, FS, V
140.3, 2664, 3, FS, V
140.3, 2703, 3, IB, V
140.3, 2813, 3, FS, IV
140.3, 2978, 3, RS, III
140.3, 3002, 3, FS, III
140.3, 3003, 3, FS, III
140.3, 3015, 3, FS, III
140.3, 3041, 3, LTS, III
140.3, 3698, 4, RS, III
140.4, 410, 0, IB, V
140.4, 530, 0, FS, IV
140.4, 618, 0, RS, III
140.4, 657, 0, RS, III
140.4, 1162, 1, IB, V
140.4, 1163, 1, IB, V
140.4, 1169, 1, IB, V
140.4, 1313, 1, RS, III
140.4, 1336, 1, RS, III
140.4, 1383, 1, RS, III
140.4, 1427, 1, RS, III
140.4, 1521, 1, LTS, III
140.4, 1805, 2, RS, V
140.4, 1906, 2, FS, V
140.4, 1940, 2, IB, V
140.4, 2077, 2, RS, III
140.4, 2096, 2, RS, III
140.4, 2107, 2, RS, III
140.4, 2209, 2, RS, III
140.4, 2253, 2, FS, III
140.4, 2589, 3, RS, V
140.4, 2701, 3, IB, V
140.4, 2714, 3, IB, V
140.4, 2802, 3, FS, IV
140.4, 2994, 3, RS, III
140.4, 3000, 3, FS, III
140.5, 414, 0, IB, V
140.5, 550, 0, RS, III
140.5, 676, 0, RS, III
140.5, 692, 0, RS, III
140.5, 1039, 1, RS, V
140.5, 1321, 1, RS, III
140.5, 1325, 1, RS, III
140.5, 1366, 1, RS, III
140.5, 1385, 1, RS, III
140.5, 1419, 1, RS, III
140.5, 1447, 1, RS, III
140.5, 1526, 2, RS, VI
140.5, 1752, 2, RS, VI
140.5, 1765, 2, FS, VI
140.5, 2115, 2, RS, III
140.5, 2190, 2, RS, III
140.5, 2692, 3, IB, V
140.5, 2694, 3, IB, V
140.5, 2815, 3, LTS, IV
140.5, 2824, 3, LTS, IV
140.5, 2881, 3, RS, III
140.5, 2991, 3, RS, III
140.5, 3399, 4, FS, V
140.5, 3420, 4, FS, V
140.5, 3445, 4, IB, V
140.5, 3782, 4, FS, III
140.6, 580, 0, RS, III
140.6, 600, 0, RS, III
140.6, 606, 0, RS, III
140.6, 613, 0, RS, III
140.6, 718, 0, FS, III
140.6, 1167, 1, IB, V
140.6, 1176, 1, IB, V
140.6, 1183, 1, IB, V
140.6, 1309, 1, RS, III
140.6, 1367, 1, RS, III
140.6, 1409, 1, RS, III
140.6, 1421, 1, RS, III
140.6, 1452, 1, RS, III
140.6, 1597, 2, RS, VI
140.6, 1846, 2, RS, V
140.6, 1938, 2, IB, V
140.6, 1939, 2, IB, V
140.6, 1952, 2, IB, V
140.6, 2126, 2, RS, III
140.6, 2530, 3, FS, VI
140.6, 2559, 3, RS, V
140.6, 2648, 3, FS, V
140.6, 2656, 3, FS, V
140.6, 2660, 3, FS, V
140.6, 2705, 3, IB, V
140.6, 2974, 3, RS, III
140.6, 3403, 4, FS, V
140.6, 3407, 4, FS, V
140.6, 3419, 4, FS, V
140.6, 3780, 4, FS, III
140.7, 330, 0, RS, V
140.7, 589, 0, RS, III
140.7, 653, 0, RS, III
140.7, 711, 0, RS, III
140.7, 844, 1, RS, VI
140.7, 1191, 1, IB, V
140.7, 1299, 1, LTS, IV
140.7, 1397, 1, RS, III
140.7, 1420, 1, RS, III
140.7, 1433, 1, RS, III
140.7, 1444, 1, RS, III
140.7, 1456, 1, RS, III
140.7, 1502, 1, FS, III
140.7, 2044, 2, FS, IV
140.7, 2060, 2, LTS, IV
140.7, 2068, 2, RS, III
140.7, 2257, 2, FS, III
140.7, 2658, 3, FS, V
140.7, 2686, 3, IB, V
140.7, 2833, 3, RS, III
140.7, 3042, 3, LTS, III
140.7, 3400, 4, FS, V
140.7, 3422, 4, FS, V
140.7, 3423, 4, FS, V
140.7, 3621, 4, RS, III
140.8, 587, 0, RS, III
140.8, 1172, 1, IB, V
140.8, 1348, 1, RS, III
140.8, 1352, 1, RS, III
140.8, 1358, 1, RS, III
140.8, 1365, 1, RS, III
140.8, 1372, 1, RS, III
140.8, 1412, 1, RS, III
140.8, 1417, 1, RS, III
140.8, 1424, 1, RS, III
140.8, 1439, 1, RS, III
140.8, 1455, 1, RS, III
140.8, 1471, 1, RS, III
140.8, 1475, 1, RS, III
140.8, 1500, 1, FS, III
140.8, 1802, 2, RS, V
140.8, 1948, 2, IB, V
140.8, 2138, 2, RS, III
140.8, 2613, 3, RS, V
140.8, 2808, 3, FS, IV
140.8, 2839, 3, RS, III
140.8, 2864, 3, RS, III
140.8, 2895, 3, RS, III
140.8, 3043, 3, LTS, III
140.8, 3412, 4, FS, V
140.8, 3459, 4, IB, V
140.8, 3778, 4, FS, III
140.8, 3786, 4, FS, III
140.9, 400, 0, LTS, V
140.9, 591, 0, RS, III
140.9, 621, 0, RS, III
140.9, 638, 0, RS, III
140.9, 647, 0, RS, III
140.9, 668, 0, RS, III
140.9, 735, 0, FS, III
140.9, 1177, 1, IB, V
140.9, 1186, 1, IB, V
140.9, 1192, 1, IB, V
140.9, 1310, 1, RS, III
140.9, 1314, 1, RS, III
140.9, 1323, 1, RS, III
140.9, 1339, 1, RS, III
140.9, 1362, 1, RS, III
140.9, 1375, 1, RS, III
140.9, 1418, 1, RS, III
140.9, 1460, 1, RS, III
140.9, 1468, 1, RS, III
140.9, 1486, 1, FS, III
140.9, 1513, 1, LTS, III
140.9, 1698, 2, RS, VI
140.9, 1829, 2, RS, V
140.9, 1851, 2, RS, V
140.9, 2112, 2, RS, III
140.9, 2221, 2, RS, III
140.9, 2653, 3, FS, V
140.9, 2654, 3, FS, V
140.9, 2668, 3, FS, V
140.9, 2840, 3, RS, III
140.9, 2853, 3, RS, III
140.9, 2855, 3, RS, III
140.9, 2859, 3, RS, III
140.9, 2951, 3, RS, III
140.9, 2967, 3, RS, III
140.9, 3035, 3, LTS, III
140.9, 3456, 4, IB, V
140.9, 3768, 4, FS, III
141, 579, 0, RS, III
141, 652, 0, RS, III
141, 743, 0, LTS, III
141, 1189, 1, IB, V
141, 1357, 1, RS, III
141, 1363, 1, RS, III
141, 1373, 1, RS, III
141, 1379, 1, RS, III
141, 1391, 1, RS, III
141, 1399, 1, RS, III
141, 1408, 1, RS, III
141, 1423, 1, RS, III
141, 1425, 1, RS, III
141, 1432, 1, RS, III
141, 1472, 1, RS, III
141, 1476, 1, FS, III
141, 1505, 1, LTS, III
141, 1652, 2, RS, VI
141, 2099, 2, RS, III
141, 2581, 3, RS, V
141, 2812, 3, FS, IV
141, 2845, 3, RS, III
141, 2860, 3, RS, III
141, 2886, 3, RS, III
141, 2911, 3, RS, III
141, 2937, 3, RS, III
141, 2977, 3, RS, III
141, 3024, 3, FS, III
141, 3398, 4, FS, V
141, 3404, 4, FS, V
141, 3429, 4, FS, V
141, 3761, 4, FS, III
141, 3767, 4, FS, III
141, 3783, 4, FS, III
141.1, 562, 0, RS, III
141.1, 611, 0, RS, III
141.1, 626, 0, RS, III
141.1, 1118, 1, FS, V
141.1, 1173, 1, IB, V
141.1, 1185, 1, IB, V
141.1, 1360, 1, RS, III
141.1, 1394, 1, RS, III
141.1, 1416, 1, RS, III
141.1, 1426, 1, RS, III
141.1, 1437, 1, RS, III
141.1, 1438, 1, RS, III
141.1, 1449, 1, RS, III
141.1, 1473, 1, RS, III
141.1, 1492, 1, FS, III
141.1, 1791, 2, LTS, VI
141.1, 2075, 2, RS, III
141.1, 2147, 2, RS, III
141.1, 2184, 2, RS, III
141.1, 2193, 2, RS, III
141.1, 2198, 2, RS, III
141.1, 2228, 2, RS, III
141.1, 2649, 3, FS, V
141.1, 2706, 3, IB, V
141.1, 2836, 3, RS, III
141.1, 2857, 3, RS, III
141.1, 2909, 3, RS, III
141.1, 2949, 3, RS, III
141.1, 3004, 3, FS, III
141.1, 3019, 3, FS, III
141.1, 3764, 4, FS, III
141.1, 3781, 4, FS, III
141.2, 402, 0, IB, V
141.2, 644, 0, RS, III
141.2, 674, 0, RS, III
141.2, 1119, 1, FS, V
141.2, 1121, 1, FS, V
141.2, 1124, 1, FS, V
141.2, 1133, 1, FS, V
141.2, 1141, 1, FS, V
141.2, 1142, 1, FS, V
141.2, 1144, 1, FS, V
141.2, 1146, 1, FS, V
141.2, 1174, 1, IB, V
141.2, 1181, 1, IB, V
141.2, 1286, 1, FS, IV
141.2, 1329, 1, RS, III
141.2, 1332, 1, RS, III
141.2, 1346, 1, RS, III
141.2, 1361, 1, RS, III
141.2, 1368, 1, RS, III
141.2, 1415, 1, RS, III
141.2, 1431, 1, RS, III
141.2, 1434, 1, RS, III
141.2, 1443, 1, RS, III
141.2, 1445, 1, RS, III
141.2, 1461, 1, RS, III
141.2, 1465, 1, RS, III
141.2, 1479, 1, FS, III
141.2, 1484, 1, FS, III
141.2, 1487, 1, FS, III
141.2, 1503, 1, FS, III
141.2, 1630, 2, RS, VI
141.2, 1678, 2, RS, VI
141.2, 1758, 2, RS, VI
141.2, 2137, 2, RS, III
141.2, 2577, 3, RS, V
141.2, 2639, 3, FS, V
141.2, 2663, 3, FS, V
141.2, 2928, 3, RS, III
141.2, 3001, 3, FS, III
141.2, 3014, 3, FS, III
141.2, 3421, 4, FS, V
141.2, 3763, 4, FS, III
141.3, 269, 0, LTS, VI
141.3, 599, 0, RS, III
141.3, 635, 0, RS, III
141.3, 650, 0, RS, III
141.3, 696, 0, RS, III
141.3, 1126, 1, FS, V
141.3, 1127, 1, FS, V
141.3, 1129, 1, FS, V
141.3, 1131, 1, FS, V
141.3, 1136, 1, FS, V
141.3, 1320, 1, RS, III
141.3, 1328, 1, RS, III
141.3, 1335, 1, RS, III
141.3, 1359, 1, RS, III
141.3, 1377, 1, RS, III
141.3, 1381, 1, RS, III
141.3, 1393, 1, RS, III
141.3, 1406, 1, RS, III
141.3, 1411, 1, RS, III
141.3, 1413, 1, RS, III
141.3, 1477, 1, FS, III
141.3, 1483, 1, FS, III
141.3, 1485, 1, FS, III
141.3, 1789, 2, LTS, VI
141.3, 2049, 2, FS, IV
141.3, 2095, 2, RS, III
141.3, 2175, 2, RS, III
141.3, 2600, 3, RS, V
141.3, 2650, 3, FS, V
141.3, 2699, 3, IB, V
141.3, 3016, 3, FS, III
141.3, 3408, 4, FS, V
141.3, 3424, 4, FS, V
141.3, 3629, 4, RS, III
141.4, 566, 0, RS, III
141.4, 593, 0, RS, III
141.4, 624, 0, RS, III
141.4, 1122, 1, FS, V
141.4, 1123, 1, FS, V
141.4, 1135, 1, FS, V
141.4, 1137, 1, FS, V
141.4, 1139, 1, FS, V
141.4, 1140, 1, FS, V
141.4, 1143, 1, FS, V
141.4, 1326, 1, RS, III
141.4, 1347, 1, RS, III
141.4, 1350, 1, RS, III
141.4, 1355, 1, RS, III
141.4, 1378, 1, RS, III
141.4, 1400, 1, RS, III
141.4, 1404, 1, RS, III
141.4, 1435, 1, RS, III
141.4, 1480, 1, FS, III
141.4, 1482, 1, FS, III
141.4, 1489, 1, FS, III
141.4, 1514, 1, LTS, III
141.4, 1684, 2, RS, VI
141.4, 1936, 2, IB, V
141.4, 2121, 2, RS, III
141.4, 2249, 2, FS, III
141.4, 2616, 3, RS, V
141.4, 2647, 3, FS, V
141.4, 2652, 3, FS, V
141.4, 2688, 3, IB, V
141.4, 2696, 3, IB, V
141.5, 629, 0, RS, III
141.5, 691, 0, RS, III
141.5, 1115, 1, FS, V
141.5, 1116, 1, FS, V
141.5, 1132, 1, FS, V
141.5, 1138, 1, FS, V
141.5, 1289, 1, FS, IV
141.5, 1356, 1, RS, III
141.5, 1382, 1, RS, III
141.5, 1442, 1, RS, III
141.5, 1463, 1, RS, III
141.5, 1470, 1, RS, III
141.5, 1494, 1, FS, III
141.5, 1517, 1, LTS, III
141.5, 2094, 2, RS, III
141.5, 2185, 2, RS, III
141.5, 2204, 2, RS, III
141.5, 2477, 3, RS, VI
141.5, 2611, 3, RS, V
141.5, 2641, 3, FS, V
141.5, 2657, 3, FS, V
141.5, 2835, 3, RS, III
141.5, 2902, 3, RS, III
141.5, 2965, 3, RS, III
141.5, 2972, 3, RS, III
141.5, 3012, 3, FS, III
141.5, 3784, 4, FS, III
141.6, 574, 0, RS, III
141.6, 581, 0, RS, III
141.6, 661, 0, RS, III
141.6, 1117, 1, FS, V
141.6, 1125, 1, FS, V
141.6, 1130, 1, FS, V
141.6, 1134, 1, FS, V
141.6, 1308, 1, RS, III
141.6, 1327, 1, RS, III
141.6, 1338, 1, RS, III
141.6, 1343, 1, RS, III
141.6, 1345, 1, RS, III
141.6, 1405, 1, RS, III
141.6, 1410, 1, RS, III
141.6, 1466, 1, RS, III
141.6, 1488, 1, FS, III
141.6, 1495, 1, FS, III
141.6, 1520, 1, LTS, III
141.6, 2105, 2, RS, III
141.6, 2118, 2, RS, III
141.6, 2235, 2, RS, III
141.6, 2704, 3, IB, V
141.6, 2811, 3, FS, IV
141.6, 2858, 3, RS, III
141.6, 2892, 3, RS, III
141.6, 2899, 3, RS, III
141.6, 2917, 3, RS, III
141.6, 3410, 4, FS, V
141.6, 3722, 4, RS, III
141.6, 3760, 4, FS, III
141.6, 3766, 4, FS, III
141.7, 615, 0, RS, III
141.7, 728, 0, FS, III
141.7, 1120, 1, FS, V
141.7, 1128, 1, FS, V
141.7, 1290, 1, FS, IV
141.7, 1324, 1, RS, III
141.7, 1374, 1, RS, III
141.7, 1407, 1, RS, III
141.7, 1422, 1, RS, III
141.7, 1451, 1, RS, III
141.7, 2050, 2, FS, IV
141.7, 2202, 2, RS, III
141.7, 2212, 2, RS, III
141.7, 2627, 3, RS, V
141.7, 2643, 3, FS, V
141.7, 2854, 3, RS, III
141.7, 2907, 3, RS, III
141.7, 2914, 3, RS, III
141.7, 2987, 3, RS, III
141.7, 3425, 4, FS, V
141.7, 3701, 4, RS, III
141.7, 3729, 4, RS, III
141.8, 622, 0, RS, III
141.8, 722, 0, FS, III
141.8, 723, 0, FS, III
141.8, 1145, 1, FS, V
141.8, 1318, 1, RS, III
141.8, 1331, 1, RS, III
141.8, 1354, 1, RS, III
141.8, 1440, 1, RS, III
141.8, 1450, 1, RS, III
141.8, 1490, 1, FS, III
141.8, 1510, 1, LTS, III
141.8, 1937, 2, IB, V
141.8, 2205, 2, RS, III
141.8, 2226, 2, RS, III
141.8, 2629, 3, RS, V
141.8, 2662, 3, FS, V
141.8, 2821, 3, LTS, IV
141.8, 2822, 3, LTS, IV
141.8, 2828, 3, LTS, IV
141.8, 2850, 3, RS, III
141.8, 2863, 3, RS, III
141.8, 2880, 3, RS, III
141.8, 2963, 3, RS, III
141.8, 3006, 3, FS, III
141.8, 3007, 3, FS, III
141.8, 3039, 3, LTS, III
141.8, 3664, 4, RS, III
141.8, 3728, 4, RS, III
141.8, 3732, 4, RS, III
141.8, 3773, 4, FS, III
141.8, 3774, 4, FS, III
141.8, 3777, 4, FS, III
141.9, 614, 0, RS, III
141.9, 719, 0, FS, III
141.9, 1077, 1, RS, V
141.9, 1159, 1, LTS, V
141.9, 1307, 1, RS, III
141.9, 1315, 1, RS, III
141.9, 1341, 1, RS, III
141.9, 1349, 1, RS, III
141.9, 1403, 1, RS, III
141.9, 1446, 1, RS, III
141.9, 1467, 1, RS, III
141.9, 2104, 2, RS, III
141.9, 2150, 2, RS, III
141.9, 2158, 2, RS, III
141.9, 2192, 2, RS, III
141.9, 2245, 2, FS, III
141.9, 2566, 3, RS, V
141.9, 2586, 3, RS, V
141.9, 2642, 3, FS, V
141.9, 2651, 3, FS, V
141.9, 2693, 3, IB, V
141.9, 2698, 3, IB, V
141.9, 2804, 3, FS, IV
141.9, 2807, 3, FS, IV
141.9, 2838, 3, RS, III
141.9, 2849, 3, RS, III
141.9, 2998, 3, FS, III
141.9, 3413, 4, FS, V
141.9, 3745, 4, RS, III
141.9, 3748, 4, RS, III
142, 363, 0, FS, V
142, 423, 0, IB, V
142, 571, 0, RS, III
142, 582, 0, RS, III
142, 636, 0, RS, III
142, 698, 0, RS, III
142, 729, 0, FS, III
142, 733, 0, FS, III
142, 740, 0, FS, III
142, 1454, 1, RS, III
142, 1512, 1, LTS, III
142, 1883, 2, FS, V
142, 1934, 2, IB, V
142, 2091, 2, RS, III
142, 2092, 2, RS, III
142, 2177, 2, RS, III
142, 2227, 2, RS, III
142, 2232, 2, RS, III
142, 2248, 2, FS, III
142, 2567, 3, RS, V
142, 2575, 3, RS, V
142, 2587, 3, RS, V
142, 2606, 3, RS, V
142, 2646, 3, FS, V
142, 2666, 3, FS, V
142, 2695, 3, IB, V
142, 2801, 3, FS, IV
142, 2883, 3, RS, III
142, 2999, 3, FS, III
142, 3018, 3, FS, III
142, 3023, 3, FS, III
142, 3405, 4, FS, V
142, 3409, 4, FS, V
142, 3417, 4, FS, V
142, 3418, 4, FS, V
142, 3762, 4, FS, III
142, 3772, 4, FS, III
142.1, 357, 0, FS, V
142.1, 407, 0, IB, V
142.1, 418, 0, IB, V
142.1, 426, 0, IB, V
142.1, 555, 0, RS, III
142.1, 597, 0, RS, III
142.1, 681, 0, RS, III
142.1, 683, 0, RS, III
142.1, 693, 0, RS, III
142.1, 700, 0, RS, III
142.1, 726, 0, FS, III
142.1, 737, 0, FS, III
142.1, 745, 0, LTS, III
142.1, 757, 0, LTS, III
142.1, 759, 0, LTS, III
142.1, 1330, 1, RS, III
142.1, 1337, 1, RS, III
142.1, 1340, 1, RS, III
142.1, 1392, 1, RS, III
142.1, 1402, 1, RS, III
142.1, 1436, 1, RS, III
142.1, 1497, 1, FS, III
142.1, 1885, 2, FS, V
142.1, 1946, 2, IB, V
142.1, 2213, 2, RS, III
142.1, 2223, 2, RS, III
142.1, 2242, 2, FS, III
142.1, 2580, 3, RS, V
142.1, 2582, 3, RS, V
142.1, 2708, 3, IB, V
142.1, 2971, 3, RS, III
142.1, 3005, 3, FS, III
142.1, 3010, 3, FS, III
142.1, 3020, 3, FS, III
142.1, 3416, 4, FS, V
142.1, 3759, 4, FS, III
142.1, 3765, 4, FS, III
142.2, 401, 0, IB, V
142.2, 408, 0, IB, V
142.2, 416, 0, IB, V
142.2, 430, 0, IB, V
142.2, 527, 0, FS, IV
142.2, 617, 0, RS, III
142.2, 627, 0, RS, III
142.2, 651, 0, RS, III
142.2, 716, 0, FS, III
142.2, 738, 0, FS, III
142.2, 739, 0, FS, III
142.2, 1316, 1, RS, III
142.2, 1395, 1, RS, III
142.2, 1474, 1, RS, III
142.2, 1508, 1, LTS, III
142.2, 1518, 1, LTS, III
142.2, 1540, 2, RS, VI
142.2, 1888, 2, FS, V
142.2, 2186, 2, RS, III
142.2, 2252, 2, FS, III
142.2, 2254, 2, FS, III
142.2, 2262, 2, FS, III
142.2, 2597, 3, RS, V
142.2, 2661, 3, FS, V
142.2, 2691, 3, IB, V
142.2, 2710, 3, IB, V
142.2, 2861, 3, RS, III
142.2, 2879, 3, RS, III
142.2, 2885, 3, RS, III
142.2, 2906, 3, RS, III
142.2, 3025, 3, FS, III
142.2, 3401, 4, FS, V
142.2, 3426, 4, FS, V
142.2, 3613, 4, RS, III
142.2, 3637, 4, RS, III
142.2, 3643, 4, RS, III
142.2, 3672, 4, RS, III
142.3, 360, 0, FS, V
142.3, 370, 0, FS, V
142.3, 376, 0, FS, V
142.3, 409, 0, IB, V
142.3, 411, 0, IB, V
142.3, 603, 0, RS, III
142.3, 639, 0, RS, III
142.3, 640, 0, RS, III
142.3, 663, 0, RS, III
142.3, 715, 0, FS, III
142.3, 725, 0, FS, III
142.3, 731, 0, FS, III
142.3, 736, 0, FS, III
142.3, 742, 0, FS, III
142.3, 758, 0, LTS, III
142.3, 1164, 1, IB, V
142.3, 1386, 1, RS, III
142.3, 1493, 1, FS, III
142.3, 1496, 1, FS, III
142.3, 1511, 1, LTS, III
142.3, 1516, 1, LTS, III
142.3, 1519, 1, LTS, III
142.3, 1893, 2, FS, V
142.3, 1904, 2, FS, V
142.3, 1905, 2, FS, V
142.3, 1907, 2, FS, V
142.3, 1942, 2, IB, V
142.3, 1944, 2, IB, V
142.3, 2046, 2, FS, IV
142.3, 2051, 2, FS, IV
142.3, 2222, 2, RS, III
142.3, 2264, 2, FS, III
142.3, 2509, 3, RS, VI
142.3, 2562, 3, RS, V
142.3, 2578, 3, RS, V
142.3, 2583, 3, RS, V
142.3, 2602, 3, RS, V
142.3, 2624, 3, RS, V
142.3, 2640, 3, FS, V
142.3, 2655, 3, FS, V
142.3, 2659, 3, FS, V
142.3, 2697, 3, IB, V
142.3, 2713, 3, IB, V
142.3, 2803, 3, FS, IV
142.3, 2875, 3, RS, III
142.3, 2921, 3, RS, III
142.3, 2956, 3, RS, III
142.3, 2958, 3, RS, III
142.3, 2961, 3, RS, III
142.3, 2993, 3, RS, III
142.3, 3402, 4, FS, V
142.3, 3411, 4, FS, V
142.3, 3708, 4, RS, III
142.4, 359, 0, FS, V
142.4, 378, 0, FS, V
142.4, 381, 0, FS, V
142.4, 385, 0, FS, V
142.4, 522, 0, FS, IV
142.4, 595, 0, RS, III
142.4, 717, 0, FS, III
142.4, 720, 0, FS, III
142.4, 1389, 1, RS, III
142.4, 1428, 1, RS, III
142.4, 1429, 1, RS, III
142.4, 1464, 1, RS, III
142.4, 1491, 1, FS, III
142.4, 1877, 2, FS, V
142.4, 1878, 2, FS, V
142.4, 1881, 2, FS, V
142.4, 1884, 2, FS, V
142.4, 1897, 2, FS, V
142.4, 1900, 2, FS, V
142.4, 1933, 2, IB, V
142.4, 2097, 2, RS, III
142.4, 2224, 2, RS, III
142.4, 2237, 2, FS, III
142.4, 2239, 2, FS, III
142.4, 2244, 2, FS, III
142.4, 2247, 2, FS, III
142.4, 2251, 2, FS, III
142.4, 2258, 2, FS, III
142.4, 2267, 2, LTS, III
142.4, 2278, 2, LTS, III
142.4, 2571, 3, RS, V
142.4, 2598, 3, RS, V
142.4, 2633, 3, RS, V
142.4, 2667, 3, FS, V
142.4, 2823, 3, LTS, IV
142.4, 2837, 3, RS, III
142.4, 2925, 3, RS, III
142.4, 3013, 3, FS, III
142.4, 3649, 4, RS, III
142.4, 3679, 4, RS, III
142.4, 3769, 4, FS, III
142.4, 3779, 4, FS, III
142.5, 362, 0, FS, V
142.5, 371, 0, FS, V
142.5, 383, 0, FS, V
142.5, 403, 0, IB, V
142.5, 412, 0, IB, V
142.5, 417, 0, IB, V
142.5, 422, 0, IB, V
142.5, 431, 0, IB, V
142.5, 596, 0, RS, III
142.5, 605, 0, RS, III
142.5, 671, 0, RS, III
142.5, 688, 0, RS, III
142.5, 714, 0, RS, III
142.5, 734, 0, FS, III
142.5, 1280, 1, FS, IV
142.5, 1384, 1, RS, III
142.5, 1401, 1, RS, III
142.5, 1876, 2, FS, V
142.5, 1887, 2, FS, V
142.5, 2045, 2, FS, IV
142.5, 2106, 2, RS, III
142.5, 2170, 2, RS, III
142.5, 2199, 2, RS, III
142.5, 2238, 2, FS, III
142.5, 2250, 2, FS, III
142.5, 2271, 2, LTS, III
142.5, 2617, 3, RS, V
142.5, 2621, 3, RS, V
142.5, 2625, 3, RS, V
142.5, 2637, 3, FS, V
142.5, 2665, 3, FS, V
142.5, 2707, 3, IB, V
142.5, 2810, 3, FS, IV
142.5, 2814, 3, FS, IV
142.5, 2818, 3, LTS, IV
142.5, 2908, 3, RS, III
142.5, 2950, 3, RS, III
142.5, 2962, 3, RS, III
142.5, 3414, 4, FS, V
142.5, 3596, 4, RS, III
142.5, 3625, 4, RS, III
142.5, 3775, 4, FS, III
142.6, 368, 0, FS, V
142.6, 380, 0, FS, V
142.6, 382, 0, FS, V
142.6, 419, 0, IB, V
142.6, 420, 0, IB, V
