0,0.01431,-0.038031,-0.021714
0.09,0.002408,-0.022772,0.002395
0.18,-0.004924,-0.011572,0.016898
0.27,-0.003388,-0.006242,0.014013
0.36,0.001547,-0.0013,0.004114
0.45,0.00493,0.004275,-0.001279
0.54,0.004735,0.007665,0.000324
0.63,0.000835,0.008619,0.004824
0.72,-0.00349,0.008598,0.00794
0.81,-0.00419,0.009619,0.007885
0.9,-0.001736,0.012321,0.005488
0.99,0.00154,0.016056,0.002989
1.08,0.002642,0.02012,0.001935
1.17,0.000682,0.022505,0.003126
1.26,-0.002657,0.021039,0.007528
1.35,-0.004931,0.015668,0.014189
1.44,-0.005744,0.008307,0.019356
1.53,-0.005163,0.000699,0.019717
1.62,-0.003953,-0.0051,0.015578
1.71,-0.003397,-0.007679,0.009439
1.8,-0.003727,-0.006685,0.004007
1.89,-0.003417,-0.005093,0.001248
1.98,-0.000856,-0.005015,0.000377
2.07,0.003101,-0.007203,-0.000519
2.16,0.006437,-0.011823,-0.001574
2.25,0.007864,-0.016848,-0.001951
2.34,0.007565,-0.020373,-0.00191
2.43,0.007137,-0.020879,-0.002491
2.52,0.005089,-0.016986,-0.001931
2.61,-0.000141,-0.009048,0.00204
2.7,-0.006024,-0.000711,0.008769
2.79,-0.010135,0.005186,0.014148
2.88,-0.012546,0.009682,0.015363
2.97,-0.012652,0.013598,0.012098
3.06,-0.008665,0.015925,0.006043
3.15,-0.002064,0.014991,-0.000311
3.24,0.003908,0.011776,-0.004291
3.33,0.008006,0.00839,-0.006179
3.42,0.00949,0.004404,-0.008993
3.51,0.00715,-0.000279,-0.014043
3.6,0.001253,-0.004506,-0.020792
3.69,-0.00512,-0.007586,-0.026944
3.78,-0.00846,-0.009253,-0.02882
3.87,-0.007397,-0.008634,-0.025047
3.96,-0.003061,-0.00713,-0.017157
4.05,0.001844,-0.005824,-0.007299
4.14,0.004195,-0.005234,-0.000203
4.23,0.003406,-0.005152,0.00117
4.32,0.002041,-0.005169,-0.002263
4.41,0.00075,-0.004706,-0.005948
4.5,-0.001798,-0.002185,-0.006093
4.59,-0.006158,0.002377,-0.002139
4.68,-0.011495,0.007025,0.004239
4.77,-0.015712,0.009092,0.010207
4.86,-0.016535,0.006161,0.013391
4.95,-0.014123,-0.001305,0.01217
5.04,-0.011152,-0.008566,0.008149
5.13,-0.009664,-0.011505,0.004417
5.22,-0.010571,-0.00961,0.00331
5.31,-0.013769,-0.004859,0.005634
5.4,-0.017938,0.001328,0.009767
5.49,-0.020502,0.007197,0.013844
5.58,-0.018953,0.010146,0.017682
5.67,-0.014269,0.008792,0.020954
5.76,-0.010007,0.005309,0.022776
5.85,-0.008146,0.002937,0.021305
5.94,-0.008142,0.002909,0.016988
6.03,-0.008117,0.005454,0.011241
6.12,-0.007513,0.010158,0.005342
6.21,-0.007067,0.014204,0.001818
6.3,-0.007889,0.013209,0.00153
6.39,-0.008714,0.006174,0.002142
6.48,-0.007912,-0.004758,0.001919
6.57,-0.004649,-0.015938,0.002474
6.66,-0.000422,-0.02415,0.005338
6.75,0.002748,-0.027626,0.009368
6.84,0.003728,-0.025512,0.011975
6.93,0.001222,-0.018192,0.012165
7.02,-0.005987,-0.008112,0.010596
7.11,-0.016402,0.001722,0.008329
7.2,-0.025403,0.006976,0.005277
7.29,-0.026998,0.005386,0.003032
7.38,-0.01979,-0.00002,0.002337
7.47,-0.009065,-0.00316,0.002084
7.56,-0.001646,-0.003745,0.001281
7.65,-0.001111,-0.005393,0.001678
7.74,-0.006628,-0.008445,0.005431
7.83,-0.014115,-0.009832,0.010154
7.92,-0.018857,-0.007254,0.012895
8.01,-0.019215,-0.003965,0.012979
8.1,-0.01623,-0.005831,0.011156
8.19,-0.011467,-0.013033,0.006574
8.28,-0.006798,-0.020486,-0.000333
8.37,-0.005199,-0.024821,-0.008197
8.46,-0.007254,-0.025849,-0.013244
8.55,-0.01145,-0.024564,-0.011685
8.64,-0.014588,-0.020681,-0.001388
8.73,-0.013944,-0.014638,0.01342
8.82,-0.011446,-0.008017,0.024366
8.91,-0.009776,-0.003608,0.026044
9,-0.009683,-0.003685,0.019099
9.09,-0.011515,-0.007513,0.00952
9.18,-0.015876,-0.013726,0.003941
9.27,-0.021388,-0.020398,0.004956
9.36,-0.024598,-0.025043,0.011528
9.45,-0.023444,-0.026078,0.019611
9.54,-0.019018,-0.023317,0.024354
9.63,-0.015906,-0.019371,0.022322
9.72,-0.017431,-0.018162,0.015031
9.81,-0.02239,-0.020934,0.00641
9.9,-0.02597,-0.023918,0.000301
9.99,-0.025824,-0.022893,-0.000329
10.08,0.059201,0.056862,0.077764
10.17,0.517267,0.495382,0.51343
10.26,1.425678,1.371755,1.461688
10.35,2.294225,2.211434,2.525891
10.44,2.509097,2.416469,3.031286
10.53,1.950265,1.86942,2.67696
10.62,1.019389,0.961654,1.750836
10.71,0.206763,0.168963,0.7839
10.8,-0.256987,-0.285302,0.126297
10.89,-0.416888,-0.44299,-0.178985
10.98,-0.422119,-0.446103,-0.261621
11.07,-0.384976,-0.403994,-0.255327
11.16,-0.346765,-0.360479,-0.229889
11.25,-0.308477,-0.322956,-0.211663
11.34,-0.266014,-0.289638,-0.213583
11.43,-0.224237,-0.260589,-0.243084
11.52,-0.189503,-0.235766,-0.295727
11.61,-0.163034,-0.214573,-0.358915
11.7,-0.142146,-0.196878,-0.419134
11.79,-0.12241,-0.181889,-0.46987
11.88,-0.101701,-0.168475,-0.512218
11.97,-0.081285,-0.155996,-0.546465
12.06,-0.066219,-0.147942,-0.567592
12.15,-0.061337,-0.148798,-0.567374
12.24,-0.067913,-0.159504,-0.541431
12.33,-0.083443,-0.174311,-0.497327
12.42,-0.102919,-0.18794,-0.448012
12.51,-0.122502,-0.19956,-0.404976
12.6,-0.142003,-0.209165,-0.37569
12.69,-0.161833,-0.212818,-0.361423
12.78,-0.179839,-0.205707,-0.35788
12.87,-0.192398,-0.190283,-0.356106
12.96,-0.195682,-0.178956,-0.350575
13.05,-0.188369,-0.186084,-0.341544
13.14,-0.175252,-0.214414,-0.334581
13.23,-0.164691,-0.251808,-0.333583
13.32,-0.163449,-0.279814,-0.338153
13.41,-0.175668,-0.28922,-0.346583
13.5,-0.201573,-0.28249,-0.357892
13.59,-0.236567,-0.268039,-0.369874
13.68,-0.271351,-0.253034,-0.381926
13.77,-0.298017,-0.240635,-0.39353
13.86,-0.31133,-0.23187,-0.401181
13.95,-0.308879,-0.225384,-0.400403
14.04,-0.289988,-0.219736,-0.39135
14.13,-0.257907,-0.214724,-0.379393
14.22,-0.218572,-0.210462,-0.370133
14.31,-0.177287,-0.204407,-0.365898
14.4,-0.13999,-0.193956,-0.365444
14.49,-0.111471,-0.180385,-0.365736
14.58,-0.091128,-0.165709,-0.363558
14.67,-0.075396,-0.151187,-0.360899
14.76,-0.063958,-0.13727,-0.364452
14.85,-0.057155,-0.125303,-0.379634
14.94,-0.052988,-0.116476,-0.402637
15.03,-0.050173,-0.110365,-0.420691
