104.2,1206, 4
104.2,1221, 4
104.4,1259, 4
104.6,1256, 4
104.6,1272, 4
104.7,1229, 4
104.8,1197, 4
104.9,1195, 4
105,1222, 4
105,1244, 4
105,1263, 4
105.1,1196, 4
105.1,1225, 4
105.2,1227, 4
105.3,1224, 4
105.4,1235, 4
105.5,1212, 4
105.6,1202, 4
105.6,1211, 4
105.6,1241, 4
105.6,1265, 4
105.7,1232, 4
105.7,1260, 4
105.7,1270, 4
105.9,1234, 4
105.9,1257, 4
106,1208, 4
106,1231, 4
106,1268, 4
106.1,948, 6
106.1,1273, 4
106.2,1201, 4
106.2,1204, 4
106.2,1214, 4
106.4,1199, 4
106.4,1246, 4
106.4,1258, 4
106.5,1194, 4
106.5,1233, 4
106.5,1245, 4
106.5,1249, 4
106.7,1210, 4
106.7,1239, 4
106.7,1261, 4
106.9,1236, 4
107,1205, 4
107,1215, 4
107,1226, 4
107,1237, 4
107,1247, 4
107.1,1198, 4
107.2,1219, 4
107.2,1264, 4
107.3,1240, 4
107.3,1253, 4
107.3,1262, 4
107.4,1223, 4
107.4,1228, 4
107.4,1275, 4
107.7,1193, 4
107.7,1200, 4
107.7,1250, 4
107.8,1242, 4
108,1243, 4
108.1,1218, 4
108.3,1213, 4
108.3,1267, 4
108.5,1230, 4
108.5,1248, 4
109.1,1217, 4
109.5,1338, 3
109.7,1317, 3
109.7,1360, 3
109.8,1334, 3
109.8,1411, 3
110,1354, 3
110,1475, 3
110.1,1238, 4
110.1,1324, 3
110.1,1385, 3
110.1,1451, 3
110.1,1453, 3
110.2,1396, 3
110.3,1364, 3
110.3,1370, 3
110.3,1377, 3
110.3,1428, 3
110.4,1369, 3
110.4,1437, 3
110.4,1474, 3
110.5,1326, 3
110.5,1336, 3
110.5,1398, 3
110.5,1407, 3
110.5,1414, 3
110.5,1417, 3
110.5,1432, 3
110.6,1311, 3
110.6,1340, 3
110.6,1356, 3
110.6,1365, 3
110.6,1389, 3
110.6,1399, 3
110.6,1402, 3
110.6,1418, 3
110.6,1436, 3
110.7,1314, 3
110.7,1315, 3
110.7,1349, 3
110.7,1367, 3
110.7,1381, 3
110.7,1440, 3
110.7,1449, 3
110.7,1452, 3
110.8,1327, 3
110.8,1394, 3
110.8,1410, 3
110.8,1416, 3
110.8,1439, 3
110.8,1450, 3
110.9,1335, 3
110.9,1380, 3
110.9,1392, 3
110.9,1442, 3
111,1310, 3
111,1378, 3
111,1409, 3
111,1415, 3
111.1,1347, 3
111.1,1390, 3
111.1,1425, 3
111.1,1430, 3
111.1,1443, 3
111.1,1458, 3
111.1,1472, 3
111.1,1473, 3
111.2,1307, 3
111.2,1320, 3
111.2,1363, 3
111.2,1397, 3
111.2,1406, 3
111.2,1446, 3
111.2,1457, 3
111.2,1462, 3
111.3,1395, 3
111.3,1413, 3
111.3,1419, 3
111.3,1434, 3
111.3,1445, 3
111.3,1465, 3
111.4,1319, 3
111.4,1346, 3
111.4,1384, 3
111.4,1387, 3
111.4,1421, 3
111.4,1429, 3
111.4,1454, 3
111.4,1468, 3
111.5,1322, 3
111.5,1374, 3
111.5,1423, 3
111.5,1433, 3
111.5,1463, 3
111.6,1341, 3
111.6,1345, 3
