13.8, 1026, 1, LTS, VI
391.4, 261, 0, LTS, VI
391.7, 1780, 2, LTS, VI
392.9, 1782, 2, LTS, VI
393.7, 1774, 2, LTS, VI
394.7, 1793, 2, LTS, VI
394.9, 1024, 1, LTS, VI
394.9, 1776, 2, LTS, VI
395.2, 1777, 2, LTS, VI
395.7, 3580, 4, LTS, IV
396.1, 3304, 4, LTS, VI
396.2, 3305, 4, LTS, VI
404.6, 2828, 3, LTS, IV
404.7, 541, 0, LTS, IV
407.2, 2550, 3, LTS, VI
407.8, 2063, 2, LTS, IV
410, 3589, 4, LTS, IV
413.5, 2549, 3, LTS, VI
417.4, 1920, 2, LTS, V
418.6, 1521, 1, LTS, III
419.4, 1919, 2, LTS, V
419.4, 2546, 3, LTS, VI
419.9, 3583, 4, LTS, IV
421.5, 1160, 1, LTS, V
422.5, 1916, 2, LTS, V
424.2, 2547, 3, LTS, VI
425.8, 2683, 3, LTS, V
426.2, 2554, 3, LTS, VI
427.2, 1513, 1, LTS, III
427.2, 2533, 3, LTS, VI
427.5, 262, 0, LTS, VI
430.8, 3307, 4, LTS, VI
438.1, 250, 0, LTS, VI
440.4, 3796, 4, LTS, III
443.9, 3801, 4, LTS, III
444.1, 757, 0, LTS, III
444.2, 1791, 2, LTS, VI
445.1, 1786, 2, LTS, VI
445.4, 1011, 1, LTS, VI
447.8, 536, 0, LTS, IV
447.9, 2538, 3, LTS, VI
448.3, 1772, 2, LTS, VI
448.5, 1030, 1, LTS, VI
449.2, 1779, 2, LTS, VI
449.7, 3308, 4, LTS, VI
449.9, 1784, 2, LTS, VI
449.9, 3329, 4, RS, V
450.4, 3443, 4, LTS, V
453.3, 1776, 2, LTS, VI
455.1, 3310, 4, LTS, VI
457, 1021, 1, LTS, VI
460.7, 3613, 4, RS, III
463.6, 598, 0, RS, III
463.9, 395, 0, LTS, V
464, 267, 0, LTS, VI
467.2, 753, 0, LTS, III
467.7, 539, 0, LTS, IV
469.8, 1924, 2, LTS, V
470.8, 2545, 3, LTS, VI
471.6, 1026, 1, LTS, VI
472.1, 1916, 2, LTS, V
472.2, 1032, 1, LTS, VI
473, 396, 0, LTS, V
473.1, 1922, 2, LTS, V
473.3, 1016, 1, LTS, VI
474.3, 1505, 1, LTS, III
474.5, 1255, 1, RS, IV
475.2, 3027, 3, LTS, III
475.8, 1161, 1, LTS, V
476, 3582, 4, LTS, IV
476.1, 1925, 2, LTS, V
480.5, 3306, 4, LTS, VI
481.3, 919, 1, RS, VI
483, 2552, 3, LTS, VI
483.7, 538, 0, LTS, IV
483.8, 398, 0, LTS, V
485.1, 1300, 1, LTS, IV
485.1, 2680, 3, LTS, V
486.6, 1302, 1, LTS, IV
486.9, 2548, 3, LTS, VI
487.7, 1023, 1, LTS, VI
489.3, 585, 0, RS, III
489.3, 1299, 1, LTS, IV
490.4, 2820, 3, LTS, IV
493.3, 1025, 1, LTS, VI
500.7, 2681, 3, LTS, V
500.9, 1022, 1, LTS, VI
502.1, 1793, 2, LTS, VI
503.2, 1777, 2, LTS, VI
503.2, 1780, 2, LTS, VI
503.2, 1782, 2, LTS, VI
504, 1778, 2, LTS, VI
504.3, 1789, 2, LTS, VI
504.8, 1787, 2, LTS, VI
506.6, 1783, 2, LTS, VI
508.2, 3585, 4, LTS, IV
510.8, 3791, 4, LTS, III
512.8, 1516, 1, LTS, III
513.2, 261, 0, LTS, VI
514.4, 2067, 2, LTS, IV
521.5, 1158, 1, LTS, V
522.2, 541, 0, LTS, IV
522.6, 3304, 4, LTS, VI
526, 2406, 3, RS, VI
526.2, 1920, 2, LTS, V
526.8, 1919, 2, LTS, V
526.9, 1921, 2, LTS, V
527.2, 1918, 2, LTS, V
527.5, 1923, 2, LTS, V
528.3, 1917, 2, LTS, V
528.4, 260, 0, LTS, VI
530.9, 3035, 3, LTS, III
533, 3033, 3, LTS, III
535.9, 2822, 3, LTS, IV
538.7, 1306, 1, LTS, IV
540.7, 2683, 3, LTS, V
544.2, 1159, 1, LTS, V
545.8, 1109, 1, RS, V
548.9, 3788, 4, LTS, III
549.2, 3580, 4, LTS, IV
553, 851, 1, RS, VI
555.4, 264, 0, LTS, VI
555.5, 255, 0, LTS, VI
556.8, 1786, 2, LTS, VI
557.3, 2550, 3, LTS, VI
558.4, 1772, 2, LTS, VI
558.6, 1781, 2, LTS, VI
559, 1791, 2, LTS, VI
559.7, 1169, 1, IB, V
560.3, 2533, 3, LTS, VI
561.3, 1511, 1, LTS, III
561.3, 2285, 3, RS, VI
561.6, 1789, 2, LTS, VI
561.8, 1785, 2, LTS, VI
562.2, 1775, 2, LTS, VI
562.3, 1776, 2, LTS, VI
563.9, 1505, 1, LTS, III
564, 2545, 3, LTS, VI
564.1, 758, 0, LTS, III
569.2, 399, 0, LTS, V
570.7, 2547, 3, LTS, VI
571.4, 2554, 3, LTS, VI
573.2, 1019, 1, LTS, VI
574.2, 93, 0, RS, VI
574.5, 3441, 4, LTS, V
575.1, 1163, 1, LTS, V
575.7, 1011, 1, LTS, VI
577.8, 3798, 4, LTS, III
578.9, 1922, 2, LTS, V
579.9, 3036, 3, LTS, III
580.1, 1924, 2, LTS, V
580.6, 1925, 2, LTS, V
581.4, 1920, 2, LTS, V
581.5, 3294, 4, LTS, VI
582.9, 1927, 2, LTS, V
585.2, 3446, 4, LTS, V
585.4, 1989, 2, RS, IV
587.1, 683, 0, RS, III
588.4, 3444, 4, LTS, V
592.5, 3794, 4, LTS, III
594.5, 3582, 4, LTS, IV
597.3, 286, 0, RS, V
598.4, 1160, 1, LTS, V
599.3, 3306, 4, LTS, VI
599.7, 3040, 3, LTS, III
601, 302, 0, RS, V
601.5, 3037, 3, LTS, III
602.6, 2014, 2, RS, IV
602.9, 271, 0, LTS, VI
603.3, 2022, 2, RS, IV
603.3, 2060, 2, LTS, IV
604.2, 330, 0, RS, V
604.6, 1514, 1, LTS, III
606.3, 429, 0, IB, V
608.6, 2816, 3, FS, IV
608.7, 1015, 1, LTS, VI
608.8, 397, 0, LTS, V
609.1, 1978, 2, RS, IV
609.5, 396, 0, LTS, V
610.9, 2042, 2, RS, IV
611, 2688, 3, LTS, V
611.5, 1784, 2, LTS, VI
612.6, 1028, 1, LTS, VI
613.2, 1786, 2, LTS, VI
613.4, 1788, 2, LTS, VI
613.6, 2057, 2, FS, IV
613.7, 1793, 2, LTS, VI
614, 1779, 2, LTS, VI
615.1, 3299, 4, LTS, VI
615.6, 1535, 2, RS, VI
616, 266, 0, LTS, VI
616.1, 2028, 2, RS, IV
616.2, 1787, 2, LTS, VI
616.3, 2020, 2, RS, IV
616.4, 747, 0, LTS, III
617.5, 1780, 2, LTS, VI
618, 2032, 2, RS, IV
618.1, 1777, 2, LTS, VI
618.3, 2045, 2, FS, IV
618.5, 2067, 2, LTS, IV
618.6, 2010, 2, RS, IV
619.3, 1972, 2, RS, IV
619.3, 3315, 4, LTS, VI
619.7, 538, 0, LTS, IV
620.2, 1988, 2, RS, IV
620.8, 1302, 1, LTS, IV
621.1, 1025, 1, LTS, VI
621.2, 3589, 4, LTS, IV
623.5, 2005, 2, RS, IV
623.8, 2041, 2, RS, IV
623.9, 2039, 2, RS, IV
624.1, 1974, 2, RS, IV
624.2, 2538, 3, LTS, VI
624.4, 2031, 2, RS, IV
625.1, 2013, 2, RS, IV
625.1, 2034, 2, RS, IV
625.2, 2400, 3, RS, VI
625.5, 1985, 2, RS, IV
625.7, 1995, 2, RS, IV
626, 1998, 2, RS, IV
626, 2040, 2, RS, IV
626.5, 2018, 2, RS, IV
626.6, 1961, 2, RS, IV
627.3, 2006, 2, RS, IV
627.5, 2035, 2, RS, IV
627.8, 1965, 2, RS, IV
627.9, 2019, 2, RS, IV
628.2, 1991, 2, RS, IV
628.2, 2024, 2, RS, IV
628.2, 2037, 2, RS, IV
628.2, 2046, 2, FS, IV
628.2, 2820, 3, LTS, IV
628.3, 2051, 2, FS, IV
628.4, 1977, 2, RS, IV
628.5, 2001, 2, RS, IV
628.5, 2053, 2, FS, IV
628.6, 1964, 2, RS, IV
628.6, 1990, 2, RS, IV
628.6, 1999, 2, RS, IV
628.7, 1955, 2, RS, IV
628.7, 2025, 2, RS, IV
628.8, 750, 0, LTS, III
628.8, 2012, 2, RS, IV
629, 1992, 2, RS, IV
629.1, 1980, 2, RS, IV
629.1, 1987, 2, RS, IV
629.1, 2045, 2, FS, IV
629.2, 2026, 2, RS, IV
629.3, 2055, 2, FS, IV
629.3, 3042, 3, LTS, III
629.4, 1984, 2, RS, IV
629.4, 2056, 2, FS, IV
629.5, 1979, 2, RS, IV
629.6, 1956, 2, RS, IV
629.7, 1973, 2, RS, IV
629.8, 1971, 2, RS, IV
629.8, 1975, 2, RS, IV
629.8, 1996, 2, RS, IV
629.8, 2054, 2, FS, IV
629.9, 1960, 2, RS, IV
629.9, 2002, 2, RS, IV
629.9, 2049, 2, FS, IV
630, 1284, 1, FS, IV
630, 1983, 2, RS, IV
630.1, 1292, 1, FS, IV
630.1, 1967, 2, RS, IV
630.2, 1963, 2, RS, IV
630.2, 2048, 2, FS, IV
630.4, 394, 0, LTS, V
630.4, 1970, 2, RS, IV
630.4, 1994, 2, RS, IV
630.4, 2000, 2, RS, IV
630.4, 2009, 2, RS, IV
630.4, 2011, 2, RS, IV
630.4, 2038, 2, RS, IV
630.4, 2043, 2, RS, IV
630.4, 2044, 2, FS, IV
630.5, 2015, 2, RS, IV
630.5, 2047, 2, FS, IV
630.6, 2057, 2, FS, IV
630.7, 1968, 2, RS, IV
630.8, 1959, 2, RS, IV
630.8, 2050, 2, FS, IV
630.9, 1957, 2, RS, IV
630.9, 1966, 2, RS, IV
630.9, 2039, 2, RS, IV
631.1, 2007, 2, RS, IV
631.2, 1976, 2, RS, IV
631.2, 1982, 2, RS, IV
631.2, 2016, 2, RS, IV
631.2, 2051, 2, FS, IV
631.2, 2810, 3, FS, IV
631.3, 1285, 1, FS, IV
631.3, 1988, 2, RS, IV
631.4, 1954, 2, RS, IV
631.4, 2030, 2, RS, IV
631.4, 2034, 2, RS, IV
631.5, 2005, 2, RS, IV
631.5, 2053, 2, FS, IV
631.5, 2059, 2, LTS, IV
631.5, 2818, 3, FS, IV
631.6, 2042, 2, RS, IV
631.6, 2046, 2, FS, IV
631.6, 3797, 4, LTS, III
631.7, 2021, 2, RS, IV
631.7, 2817, 3, FS, IV
631.8, 2008, 2, RS, IV
631.8, 2806, 3, FS, IV
631.8, 2814, 3, FS, IV
631.9, 1287, 1, FS, IV
631.9, 2013, 2, RS, IV
631.9, 2029, 2, RS, IV
632, 1293, 1, FS, IV
632, 1969, 2, RS, IV
632, 2004, 2, RS, IV
632, 2023, 2, RS, IV
632, 2045, 2, FS, IV
632.1, 1986, 2, RS, IV
632.1, 2032, 2, RS, IV
632.1, 2052, 2, FS, IV
632.1, 2812, 3, FS, IV
632.2, 1978, 2, RS, IV
632.2, 1997, 2, RS, IV
632.2, 2055, 2, FS, IV
632.2, 2063, 2, LTS, IV
632.2, 2816, 3, FS, IV
632.3, 1918, 2, LTS, V
632.3, 1998, 2, RS, IV
632.3, 2020, 2, RS, IV
632.3, 2056, 2, FS, IV
632.5, 1919, 2, LTS, V
632.5, 2813, 3, FS, IV
632.6, 2017, 2, RS, IV
632.6, 2027, 2, RS, IV
632.6, 2061, 2, LTS, IV
632.6, 2815, 3, FS, IV
632.7, 2054, 2, FS, IV
632.8, 2010, 2, RS, IV
632.8, 2049, 2, FS, IV
632.8, 2809, 3, FS, IV
632.9, 1283, 1, FS, IV
632.9, 1296, 1, FS, IV
632.9, 1985, 2, RS, IV
632.9, 2808, 3, FS, IV
633, 1972, 2, RS, IV
633, 1995, 2, RS, IV
633.1, 1962, 2, RS, IV
633.1, 2003, 2, RS, IV
633.1, 2048, 2, FS, IV
633.1, 2548, 3, LTS, VI
633.3, 2031, 2, RS, IV
633.3, 2041, 2, RS, IV
633.3, 2044, 2, FS, IV
633.4, 1284, 1, FS, IV
633.4, 1286, 1, FS, IV
633.4, 1981, 2, RS, IV
633.4, 1989, 2, RS, IV
633.4, 2036, 2, RS, IV
633.4, 2047, 2, FS, IV
633.5, 2057, 2, FS, IV
633.6, 2006, 2, RS, IV
633.6, 2014, 2, RS, IV
633.7, 1294, 1, FS, IV
633.7, 2811, 3, FS, IV
633.8, 1288, 1, FS, IV
633.8, 1958, 2, RS, IV
633.8, 2018, 2, RS, IV
633.8, 2035, 2, RS, IV
633.9, 1295, 1, FS, IV
634, 250, 0, LTS, VI
634, 1961, 2, RS, IV
634, 2058, 2, LTS, IV
634.1, 1916, 2, LTS, V
634.1, 1965, 2, RS, IV
634.1, 2028, 2, RS, IV
634.1, 2040, 2, RS, IV
634.1, 2051, 2, FS, IV
634.2, 1285, 1, FS, IV
634.2, 1289, 1, FS, IV
634.2, 2019, 2, RS, IV
634.3, 2810, 3, FS, IV
634.4, 1974, 2, RS, IV
634.4, 2053, 2, FS, IV
634.4, 2818, 3, FS, IV
634.5, 1991, 2, RS, IV
634.5, 2024, 2, RS, IV
634.5, 2033, 2, RS, IV
634.5, 2046, 2, FS, IV
634.5, 2807, 3, FS, IV
634.6, 2817, 3, FS, IV
634.7, 1292, 1, FS, IV
634.7, 1977, 2, RS, IV
634.7, 2050, 2, FS, IV
634.7, 2806, 3, FS, IV
634.7, 2814, 3, FS, IV
634.8, 2001, 2, RS, IV
634.9, 1964, 2, RS, IV
634.9, 1999, 2, RS, IV
634.9, 2045, 2, FS, IV
635, 1955, 2, RS, IV
635, 1990, 2, RS, IV
635, 2025, 2, RS, IV
635, 2052, 2, FS, IV
635, 2812, 3, FS, IV
635.1, 1291, 1, FS, IV
635.1, 2012, 2, RS, IV
635.1, 2022, 2, RS, IV
635.1, 2055, 2, FS, IV
635.1, 2816, 3, FS, IV
635.2, 2056, 2, FS, IV
635.3, 1992, 2, RS, IV
635.4, 1917, 2, LTS, V
635.4, 1980, 2, RS, IV
635.4, 1987, 2, RS, IV
635.4, 2037, 2, RS, IV
635.4, 2805, 3, FS, IV
635.4, 2813, 3, FS, IV
635.5, 2026, 2, RS, IV
635.5, 2815, 3, FS, IV
635.6, 2054, 2, FS, IV
635.7, 1293, 1, FS, IV
635.7, 1915, 2, LTS, V
635.7, 1984, 2, RS, IV
635.7, 2049, 2, FS, IV
635.8, 1979, 2, RS, IV
635.8, 2064, 2, LTS, IV
635.9, 1867, 2, RS, V
635.9, 1956, 2, RS, IV
635.9, 2808, 3, FS, IV
636, 1973, 2, RS, IV
636, 2048, 2, FS, IV
636.1, 1921, 2, LTS, V
636.1, 1971, 2, RS, IV
636.1, 1975, 2, RS, IV
636.1, 1993, 2, RS, IV
636.1, 1996, 2, RS, IV
636.2, 1960, 2, RS, IV
636.2, 2002, 2, RS, IV
636.3, 1286, 1, FS, IV
636.3, 1296, 1, FS, IV
636.3, 1983, 2, RS, IV
636.3, 2047, 2, FS, IV
636.4, 1806, 2, RS, V
636.4, 1967, 2, RS, IV
636.4, 2044, 2, FS, IV
636.4, 2057, 2, FS, IV
636.5, 1284, 1, FS, IV
636.5, 1963, 2, RS, IV
636.6, 3575, 4, FS, IV
636.7, 1970, 2, RS, IV
636.7, 1994, 2, RS, IV
636.7, 2000, 2, RS, IV
636.7, 2009, 2, RS, IV
636.7, 2011, 2, RS, IV
636.7, 2038, 2, RS, IV
636.7, 2043, 2, RS, IV
636.8, 1846, 2, RS, V
636.8, 2015, 2, RS, IV
636.9, 1283, 1, FS, IV
637, 1968, 2, RS, IV
637, 2051, 2, FS, IV
637, 2063, 2, LTS, IV
637.1, 1289, 1, FS, IV
637.1, 1823, 2, RS, V
637.1, 1959, 2, RS, IV
637.2, 1957, 2, RS, IV
637.2, 1966, 2, RS, IV
637.2, 2039, 2, RS, IV
637.3, 1936, 2, IB, V
637.3, 2053, 2, FS, IV
637.4, 1880, 2, RS, V
637.4, 2007, 2, RS, IV
637.4, 2046, 2, FS, IV
637.4, 2061, 2, LTS, IV
637.5, 1287, 1, FS, IV
637.5, 1976, 2, RS, IV
637.5, 1982, 2, RS, IV
637.5, 2016, 2, RS, IV
637.6, 1988, 2, RS, IV
637.7, 1954, 2, RS, IV
637.7, 2030, 2, RS, IV
637.7, 2034, 2, RS, IV
637.8, 2005, 2, RS, IV
637.8, 2045, 2, FS, IV
637.9, 2042, 2, RS, IV
638, 2021, 2, RS, IV
638, 2055, 2, FS, IV
638.1, 1926, 2, LTS, V
638.1, 2008, 2, RS, IV
638.1, 2056, 2, FS, IV
638.2, 2013, 2, RS, IV
638.2, 2029, 2, RS, IV
638.2, 3576, 4, FS, IV
638.3, 1869, 2, RS, V
638.3, 1969, 2, RS, IV
638.3, 2004, 2, RS, IV
638.3, 2023, 2, RS, IV
638.4, 1947, 2, IB, V
638.4, 1953, 2, IB, V
638.4, 1986, 2, RS, IV
638.4, 2032, 2, RS, IV
638.5, 1978, 2, RS, IV
638.5, 1997, 2, RS, IV
638.5, 2054, 2, FS, IV
638.5, 2067, 2, LTS, IV
638.6, 1831, 2, RS, V
638.6, 1998, 2, RS, IV
638.6, 2020, 2, RS, IV
638.6, 2049, 2, FS, IV
638.7, 534, 0, FS, IV
638.7, 545, 0, LTS, IV
638.8, 1285, 1, FS, IV
638.8, 1799, 2, RS, V
638.8, 2058, 2, LTS, IV
638.9, 1818, 2, RS, V
638.9, 1842, 2, RS, V
638.9, 2017, 2, RS, IV
638.9, 2027, 2, RS, IV
638.9, 2048, 2, FS, IV
638.9, 3577, 4, FS, IV
639, 2059, 2, LTS, IV
639.1, 1825, 2, RS, V
639.1, 1853, 2, RS, V
639.1, 1952, 2, IB, V
639.1, 2010, 2, RS, IV
639.2, 1826, 2, RS, V
639.2, 1985, 2, RS, IV
639.2, 2047, 2, FS, IV
639.2, 2817, 3, FS, IV
639.3, 752, 0, LTS, III
639.3, 1513, 1, LTS, III
639.3, 1972, 2, RS, IV
639.3, 1995, 2, RS, IV
639.3, 2057, 2, FS, IV
639.4, 1962, 2, RS, IV
639.4, 2003, 2, RS, IV
639.5, 1861, 2, RS, V
639.6, 533, 0, FS, IV
639.6, 2031, 2, RS, IV
639.6, 2041, 2, RS, IV
639.6, 3573, 4, FS, IV
639.7, 1930, 2, IB, V
639.7, 1981, 2, RS, IV
639.7, 1989, 2, RS, IV
639.7, 2036, 2, RS, IV
639.8, 1870, 2, RS, V
639.9, 1942, 2, IB, V
639.9, 2006, 2, RS, IV
639.9, 2014, 2, RS, IV
639.9, 2051, 2, FS, IV
640, 526, 0, FS, IV
640, 1288, 1, FS, IV
640, 1937, 2, IB, V
640.1, 2018, 2, RS, IV
640.1, 2035, 2, RS, IV
640.1, 2052, 2, FS, IV
640.1, 2060, 2, LTS, IV
640.2, 1865, 2, RS, V
640.2, 2053, 2, FS, IV
640.3, 1871, 2, RS, V
640.3, 1931, 2, IB, V
640.3, 1961, 2, RS, IV
640.3, 3571, 4, FS, IV
640.4, 1809, 2, RS, V
640.4, 1965, 2, RS, IV
640.4, 2028, 2, RS, IV
640.4, 2040, 2, RS, IV
640.5, 1829, 2, RS, V
640.5, 1859, 2, RS, V
640.5, 1934, 2, IB, V
640.5, 2019, 2, RS, IV
640.6, 1940, 2, IB, V
640.6, 2064, 2, LTS, IV
640.7, 1807, 2, RS, V
640.7, 1974, 2, RS, IV
640.7, 2045, 2, FS, IV
640.8, 1933, 2, IB, V
640.8, 1991, 2, RS, IV
640.8, 2024, 2, RS, IV
640.9, 1950, 2, IB, V
640.9, 2055, 2, FS, IV
641, 1977, 2, RS, IV
641, 2056, 2, FS, IV
641, 3579, 4, FS, IV
641.1, 2001, 2, RS, IV
641.2, 1157, 1, LTS, V
641.2, 1964, 2, RS, IV
641.2, 1999, 2, RS, IV
641.3, 1837, 2, RS, V
641.3, 1844, 2, RS, V
641.3, 1855, 2, RS, V
641.3, 1955, 2, RS, IV
641.3, 1990, 2, RS, IV
641.3, 2025, 2, RS, IV
641.4, 1874, 2, RS, V
641.4, 1944, 2, IB, V
641.4, 2012, 2, RS, IV
641.4, 2022, 2, RS, IV
641.4, 2054, 2, FS, IV
641.5, 1810, 2, RS, V
641.5, 1849, 2, RS, V
641.5, 1939, 2, IB, V
641.5, 2049, 2, FS, IV
641.6, 1992, 2, RS, IV
641.7, 1827, 2, RS, V
641.7, 1843, 2, RS, V
641.7, 1858, 2, RS, V
641.7, 1876, 2, RS, V
641.7, 1980, 2, RS, IV
641.7, 1987, 2, RS, IV
641.7, 2037, 2, RS, IV
641.8, 1872, 2, RS, V
641.8, 1936, 2, IB, V
641.8, 1947, 2, IB, V
641.8, 2026, 2, RS, IV
641.8, 2063, 2, LTS, IV
641.9, 402, 0, LTS, V
641.9, 1932, 2, IB, V
641.9, 2048, 2, FS, IV
642, 1832, 2, RS, V
642, 1860, 2, RS, V
642, 1943, 2, IB, V
642.1, 1813, 2, RS, V
642.1, 1951, 2, IB, V
642.1, 1979, 2, RS, IV
642.1, 2047, 2, FS, IV
642.1, 2066, 2, LTS, IV
642.1, 2818, 3, FS, IV
642.2, 1835, 2, RS, V
642.2, 1956, 2, RS, IV
642.2, 2057, 2, FS, IV
642.2, 2061, 2, LTS, IV
642.3, 1291, 1, FS, IV
642.3, 1838, 2, RS, V
642.3, 1973, 2, RS, IV
642.3, 2813, 3, FS, IV
642.4, 1971, 2, RS, IV
642.4, 1975, 2, RS, IV
642.4, 1996, 2, RS, IV
642.4, 2046, 2, FS, IV
642.5, 1805, 2, RS, V
642.5, 1848, 2, RS, V
642.5, 1952, 2, IB, V
642.5, 1953, 2, IB, V
642.5, 1960, 2, RS, IV
642.5, 2002, 2, RS, IV
642.6, 1904, 2, FS, V
642.6, 1983, 2, RS, IV
642.7, 1887, 2, FS, V
642.7, 1967, 2, RS, IV
642.8, 1873, 2, RS, V
642.8, 1889, 2, FS, V
642.8, 1963, 2, RS, IV
642.8, 2051, 2, FS, IV
642.8, 2816, 3, FS, IV
642.9, 1908, 2, FS, V
642.9, 1929, 2, IB, V
643, 1286, 1, FS, IV
643, 1811, 2, RS, V
643, 1884, 2, FS, V
643, 1892, 2, FS, V
643, 1909, 2, FS, V
643, 1949, 2, IB, V
643, 1970, 2, RS, IV
643, 1994, 2, RS, IV
643, 2000, 2, RS, IV
643, 2009, 2, RS, IV
643, 2011, 2, RS, IV
643, 2038, 2, RS, IV
643, 2043, 2, RS, IV
643.1, 1845, 2, RS, V
643.1, 1882, 2, RS, V
643.1, 1895, 2, FS, V
643.1, 2015, 2, RS, IV
643.2, 1812, 2, RS, V
643.2, 1854, 2, RS, V
643.2, 1885, 2, FS, V
643.2, 1886, 2, FS, V
643.2, 1903, 2, FS, V
643.2, 1928, 2, IB, V
643.3, 1893, 2, FS, V
643.3, 1911, 2, FS, V
643.3, 1941, 2, IB, V
643.3, 1942, 2, IB, V
643.3, 1968, 2, RS, IV
643.3, 2067, 2, LTS, IV
643.4, 1898, 2, FS, V
643.4, 1937, 2, IB, V
643.4, 1938, 2, IB, V
643.4, 1959, 2, RS, IV
643.5, 1820, 2, RS, V
643.5, 1822, 2, RS, V
643.5, 1824, 2, RS, V
643.5, 1828, 2, RS, V
643.5, 1896, 2, FS, V
643.5, 1900, 2, FS, V
643.5, 1902, 2, FS, V
643.5, 1945, 2, IB, V
643.5, 1946, 2, IB, V
643.5, 1957, 2, RS, IV
643.5, 1966, 2, RS, IV
643.5, 2039, 2, RS, IV
643.5, 2808, 3, FS, IV
643.6, 1796, 2, RS, V
643.6, 1890, 2, FS, V
643.6, 1891, 2, FS, V
643.6, 1894, 2, FS, V
643.6, 1899, 2, FS, V
643.6, 2058, 2, LTS, IV
643.7, 1883, 2, FS, V
643.7, 1931, 2, IB, V
643.7, 1948, 2, IB, V
643.7, 2007, 2, RS, IV
643.7, 2045, 2, FS, IV
643.7, 2053, 2, FS, IV
643.8, 1126, 1, FS, V
643.8, 1888, 2, FS, V
643.8, 1906, 2, FS, V
643.8, 1912, 2, FS, V
643.8, 1976, 2, RS, IV
643.8, 1982, 2, RS, IV
643.8, 2016, 2, RS, IV
643.8, 2059, 2, LTS, IV
643.9, 1130, 1, FS, V
643.9, 1841, 2, RS, V
643.9, 1875, 2, RS, V
643.9, 1905, 2, FS, V
643.9, 1934, 2, IB, V
643.9, 1988, 2, RS, IV
643.9, 2660, 3, FS, V
644, 1800, 2, RS, V
644, 1857, 2, RS, V
644, 1901, 2, FS, V
644, 1913, 2, FS, V
644, 1940, 2, IB, V
644, 1954, 2, RS, IV
644, 2030, 2, RS, IV
644, 2034, 2, RS, IV
644.1, 1146, 1, FS, V
644.1, 1151, 1, FS, V
644.1, 1821, 2, RS, V
644.1, 1897, 2, FS, V
644.1, 1907, 2, FS, V
644.1, 2005, 2, RS, IV
644.2, 1138, 1, FS, V
644.2, 1808, 2, RS, V
644.2, 1866, 2, RS, V
644.2, 1910, 2, FS, V
644.2, 1933, 2, IB, V
644.2, 2042, 2, RS, IV
644.3, 1798, 2, RS, V
644.3, 1864, 2, RS, V
644.3, 1950, 2, IB, V
644.3, 2021, 2, RS, IV
644.3, 2645, 3, FS, V
644.4, 1145, 1, FS, V
644.4, 1839, 2, RS, V
644.4, 1880, 2, RS, V
644.4, 1930, 2, IB, V
644.4, 2008, 2, RS, IV
644.4, 2049, 2, FS, IV
644.4, 2056, 2, FS, IV
644.5, 1143, 1, FS, V
644.5, 1794, 2, RS, V
644.5, 1803, 2, RS, V
644.5, 1935, 2, IB, V
644.5, 2013, 2, RS, IV
644.5, 2029, 2, RS, IV
644.5, 2659, 3, FS, V
644.5, 2665, 3, FS, V
644.6, 1293, 1, FS, IV
644.6, 1969, 2, RS, IV
644.6, 2004, 2, RS, IV
644.6, 2023, 2, RS, IV
644.7, 1816, 2, RS, V
644.7, 1833, 2, RS, V
644.7, 1856, 2, RS, V
644.7, 1878, 2, RS, V
644.7, 1986, 2, RS, IV
644.7, 2032, 2, RS, IV
644.7, 2054, 2, FS, IV
644.8, 528, 0, FS, IV
644.8, 753, 0, LTS, III
644.8, 1133, 1, FS, V
644.8, 1136, 1, FS, V
644.8, 1802, 2, RS, V
644.8, 1804, 2, RS, V
644.8, 1815, 2, RS, V
644.8, 1868, 2, RS, V
644.8, 1944, 2, IB, V
644.8, 1978, 2, RS, IV
644.8, 1997, 2, RS, IV
644.8, 2671, 3, FS, V
644.9, 1128, 1, FS, V
644.9, 1129, 1, FS, V
644.9, 1289, 1, FS, IV
644.9, 1831, 2, RS, V
644.9, 1881, 2, RS, V
644.9, 1939, 2, IB, V
644.9, 1998, 2, RS, IV
644.9, 2020, 2, RS, IV
644.9, 2060, 2, LTS, IV
644.9, 2062, 2, LTS, IV
644.9, 2646, 3, FS, V
644.9, 2647, 3, FS, V
644.9, 2669, 3, FS, V
644.9, 2673, 3, FS, V
645, 1124, 1, FS, V
645, 1147, 1, FS, V
645, 1836, 2, RS, V
645.1, 1125, 1, FS, V
645.1, 1139, 1, FS, V
645.1, 1867, 2, RS, V
645.1, 1993, 2, RS, IV
645.1, 2057, 2, FS, IV
645.2, 1141, 1, FS, V
645.2, 1148, 1, FS, V
645.2, 1806, 2, RS, V
645.2, 1814, 2, RS, V
645.2, 1818, 2, RS, V
645.2, 1862, 2, RS, V
645.2, 1947, 2, IB, V
645.2, 2017, 2, RS, IV
645.2, 2027, 2, RS, IV
645.2, 2654, 3, FS, V
645.2, 2655, 3, FS, V
645.3, 1152, 1, FS, V
645.3, 1296, 1, FS, IV
645.3, 1817, 2, RS, V
645.3, 1846, 2, RS, V
645.3, 1847, 2, RS, V
645.3, 1851, 2, RS, V
645.3, 1932, 2, IB, V
645.3, 1936, 2, IB, V
645.3, 2047, 2, FS, IV
645.3, 2666, 3, FS, V
645.4, 1131, 1, FS, V
645.4, 1132, 1, FS, V
645.4, 1801, 2, RS, V
