0,0,-0.2177,0
0.1,-1.60132,-7.17878,0
0.2,-1.31333,0,0
0.3,0,0,0
0.4,0,0,-1.62578
0.5,-0.84825,0,0
0.6,0,-2.28846,0
0.7,-3.53036,-0.53697,-1.99213
0.8,0,0,0
0.9,0,0,-0.24907
1,0,0,0
1.1,-10.59335,0,-1.71828
1.2,-6.19399,-10.57189,0
1.3,-0.72659,-9.03952,0
1.4,-5.4915,0,0
1.5,-14.78349,0,-6.20359
1.6,-0.88013,0,0
1.7,-2.29117,0,-1.25223
1.8,-7.03113,-12.75581,-11.16517
1.9,0,0,-6.92603
2,0,0,0
2.1,-5.59049,-0.6291,0
2.2,-13.82474,0,0
2.3,-12.11825,-13.31874,-9.89872
2.4,0,-14.7662,0
2.5,-7.38483,0,0
2.6,0,-9.72469,-6.38404
2.7,0,0,-3.24222
2.8,0,-8.19587,0
2.9,-13.76676,0,-5.30333
3,0,0,0
3.1,-1.37534,0,0
3.2,0,-0.14428,-6.34175
3.3,0,0,-3.60549
3.4,-4.78184,-6.88886,0
3.5,0,-0.93895,0
3.6,-2.58495,-1.79296,0
3.7,0,0,0
3.8,-6.62132,0,0
3.9,-4.12261,0,0
4,0,-10.16638,-0.10501
4.1,-9.31691,-4.62305,-0.46663
4.2,0,-12.56139,-4.70284
4.3,-3.38374,0,0
4.4,-7.69819,0,0
4.5,0,0,-8.92688
4.6,0,0,-7.83816
4.7,-12.64521,0,0
4.8,0,0,-3.87441
4.9,-1.36459,-11.17274,0
5,-0.23065,0,-11.08872
5.1,-14.76904,0,-17.02436
5.2,-4.03889,-9.58347,0
5.3,-6.21444,0,-6.96893
5.4,-2.43505,0,-4.36461
5.5,-13.04229,0,0
5.6,0,0,0
5.7,-2.58811,-7.23298,-14.19773
5.8,-2.47025,-4.71746,-6.91786
5.9,0,-13.2866,0
6,0,0,0
6.1,0,-7.01141,-3.61541
6.2,-8.85635,-4.24187,0
6.3,-7.54704,0,0
6.4,-4.4749,0,0
6.5,-3.01943,0,-1.62607
6.6,-4.21764,-0.10683,0
6.7,-7.61294,0,-5.17918
6.8,-2.58131,0,0
6.9,-8.47098,-10.01362,-3.19417
7,-8.1651,0,0
7.1,0,-7.25569,0
7.2,0,-17.99146,0
7.3,0,-10.05278,-4.50604
7.4,0,0,-4.23528
7.5,0,0,-10.77882
7.6,0,-0.18565,-4.26783
7.7,-0.23791,-5.0973,0
7.8,-12.22572,-11.77014,0
7.9,0,0,0
8,-11.65823,-2.75158,-7.72338
8.1,-1.07516,0,-7.30888
8.2,0,-1.53496,0
8.3,-22.60889,0,-11.85683
8.4,-5.20692,-7.8775,-8.18906
8.5,-15.19903,-1.47125,0
8.6,0,-1.01178,0
8.7,-6.83609,-12.57207,0
8.8,-4.33054,0,-0.762
8.9,-0.54944,0,0
9,0,0,0
9.1,-2.08583,-3.05038,-7.00457
