10.6, 1777, 2, LTS, VI
116.2, 1129, 1, FS, V
116.2, 1131, 1, FS, V
116.2, 1150, 1, FS, V
116.2, 1191, 1, IB, V
116.2, 1329, 1, RS, III
116.2, 1342, 1, RS, III
116.2, 1360, 1, RS, III
116.2, 1374, 1, RS, III
116.2, 1397, 1, RS, III
116.2, 1402, 1, RS, III
116.2, 1403, 1, RS, III
116.2, 1405, 1, RS, III
116.2, 1420, 1, RS, III
116.2, 1445, 1, RS, III
116.2, 1449, 1, RS, III
116.2, 1456, 1, RS, III
116.2, 1477, 1, RS, III
116.2, 1491, 1, FS, III
116.2, 3022, 3, FS, III
116.2, 3023, 3, FS, III
116.3, 1122, 1, FS, V
116.3, 1128, 1, FS, V
116.3, 1130, 1, FS, V
116.3, 1135, 1, FS, V
116.3, 1140, 1, FS, V
116.3, 1144, 1, FS, V
116.3, 1149, 1, FS, V
116.3, 1344, 1, RS, III
116.3, 1352, 1, RS, III
116.3, 1358, 1, RS, III
116.3, 1413, 1, RS, III
116.3, 1422, 1, RS, III
116.3, 1432, 1, RS, III
116.3, 3009, 3, FS, III
116.3, 3010, 3, FS, III
116.4, 364, 0, FS, V
116.4, 391, 0, FS, V
116.4, 737, 0, FS, III
116.4, 738, 0, FS, III
116.4, 1127, 1, FS, V
116.4, 1133, 1, FS, V
116.4, 1134, 1, FS, V
116.4, 1136, 1, FS, V
116.4, 1137, 1, FS, V
116.4, 1138, 1, FS, V
116.4, 1148, 1, FS, V
116.4, 1151, 1, FS, V
116.4, 1178, 1, IB, V
116.4, 1341, 1, RS, III
116.4, 1346, 1, RS, III
116.4, 1356, 1, RS, III
116.4, 1370, 1, RS, III
116.4, 1434, 1, RS, III
116.4, 1455, 1, RS, III
116.4, 2262, 2, FS, III
116.4, 2263, 2, FS, III
116.4, 3008, 3, FS, III
116.4, 3014, 3, FS, III
116.5, 726, 0, FS, III
116.5, 732, 0, FS, III
116.5, 741, 0, FS, III
116.5, 1123, 1, FS, V
116.5, 1125, 1, FS, V
116.5, 1141, 1, FS, V
116.5, 1142, 1, FS, V
116.5, 1143, 1, FS, V
116.5, 1146, 1, FS, V
116.5, 1152, 1, FS, V
116.5, 1167, 1, IB, V
116.5, 1174, 1, IB, V
116.5, 1303, 1, LTS, IV
116.5, 1337, 1, RS, III
116.5, 1364, 1, RS, III
116.5, 1379, 1, RS, III
116.5, 1392, 1, RS, III
116.5, 1398, 1, RS, III
116.5, 1401, 1, RS, III
116.5, 1409, 1, RS, III
116.5, 1423, 1, RS, III
116.5, 1442, 1, RS, III
116.5, 1474, 1, RS, III
116.5, 2261, 2, FS, III
116.6, 375, 0, FS, V
116.6, 697, 0, RS, III
116.6, 740, 0, FS, III
116.6, 1124, 1, FS, V
116.6, 1132, 1, FS, V
116.6, 1145, 1, FS, V
116.6, 1171, 1, IB, V
116.6, 1175, 1, IB, V
116.6, 1327, 1, RS, III
116.6, 1330, 1, RS, III
116.6, 1415, 1, RS, III
116.6, 1463, 1, RS, III
116.6, 1480, 1, FS, III
116.6, 2229, 2, RS, III
116.6, 2253, 2, FS, III
116.7, 723, 0, FS, III
116.7, 1147, 1, FS, V
116.7, 1435, 1, RS, III
116.7, 1452, 1, RS, III
116.7, 1908, 2, FS, V
116.7, 2240, 2, FS, III
116.7, 2246, 2, FS, III
116.8, 368, 0, FS, V
116.8, 370, 0, FS, V
116.8, 380, 0, FS, V
116.8, 383, 0, FS, V
116.8, 388, 0, FS, V
116.8, 651, 0, RS, III
116.8, 709, 0, RS, III
116.8, 727, 0, FS, III
116.8, 1170, 1, IB, V
116.8, 1180, 1, IB, V
116.8, 1315, 1, RS, III
116.8, 1351, 1, RS, III
116.8, 1376, 1, RS, III
116.8, 1381, 1, RS, III
116.8, 1400, 1, RS, III
116.8, 1417, 1, RS, III
116.8, 1443, 1, RS, III
116.8, 1464, 1, RS, III
116.8, 1465, 1, RS, III
116.8, 1907, 2, FS, V
116.8, 2243, 2, FS, III
116.8, 3005, 3, FS, III
116.9, 371, 0, FS, V
116.9, 390, 0, FS, V
116.9, 1169, 1, IB, V
116.9, 1172, 1, IB, V
116.9, 1345, 1, RS, III
116.9, 1380, 1, RS, III
116.9, 1475, 1, RS, III
116.9, 1887, 2, FS, V
116.9, 1888, 2, FS, V
116.9, 1894, 2, FS, V
116.9, 1895, 2, FS, V
116.9, 2259, 2, FS, III
116.9, 3013, 3, FS, III
117, 369, 0, FS, V
117, 374, 0, FS, V
117, 376, 0, FS, V
117, 385, 0, FS, V
117, 389, 0, FS, V
117, 1353, 1, RS, III
117, 1359, 1, RS, III
117, 1429, 1, RS, III
117, 1454, 1, RS, III
117, 1461, 1, RS, III
117, 1466, 1, RS, III
117, 1890, 2, FS, V
117, 1904, 2, FS, V
117, 2241, 2, FS, III
117.1, 373, 0, FS, V
117.1, 377, 0, FS, V
117.1, 381, 0, FS, V
117.1, 386, 0, FS, V
117.1, 606, 0, RS, III
117.1, 1182, 1, IB, V
117.1, 1184, 1, IB, V
117.1, 1185, 1, IB, V
117.1, 1187, 1, IB, V
117.1, 1326, 1, RS, III
117.1, 1369, 1, RS, III
117.1, 1444, 1, RS, III
117.1, 1885, 2, FS, V
117.1, 1886, 2, FS, V
117.1, 1893, 2, FS, V
117.1, 1897, 2, FS, V
117.1, 1900, 2, FS, V
117.1, 1902, 2, FS, V
117.1, 1903, 2, FS, V
117.1, 1910, 2, FS, V
117.1, 3006, 3, FS, III
117.2, 361, 0, FS, V
117.2, 365, 0, FS, V
117.2, 382, 0, FS, V
117.2, 1176, 1, IB, V
117.2, 1181, 1, IB, V
117.2, 1368, 1, RS, III
117.2, 1410, 1, RS, III
117.2, 1883, 2, FS, V
117.2, 1909, 2, FS, V
117.2, 1912, 2, FS, V
117.2, 3021, 3, FS, III
117.3, 362, 0, FS, V
117.3, 367, 0, FS, V
117.3, 378, 0, FS, V
117.3, 384, 0, FS, V
117.3, 1168, 1, IB, V
117.3, 1186, 1, IB, V
117.3, 1324, 1, RS, III
117.3, 1390, 1, RS, III
117.3, 1441, 1, RS, III
117.3, 1884, 2, FS, V
117.3, 1896, 2, FS, V
117.3, 1905, 2, FS, V
117.3, 1920, 2, LTS, V
117.3, 3004, 3, FS, III
117.4, 366, 0, FS, V
117.4, 372, 0, FS, V
117.4, 387, 0, FS, V
117.4, 725, 0, FS, III
117.4, 743, 0, FS, III
117.4, 1188, 1, IB, V
117.4, 1190, 1, IB, V
117.4, 1334, 1, RS, III
117.4, 1339, 1, RS, III
117.4, 1892, 2, FS, V
117.4, 1899, 2, FS, V
117.4, 1901, 2, FS, V
117.4, 2265, 2, FS, III
117.5, 1307, 1, RS, III
117.5, 1433, 1, RS, III
117.5, 1473, 1, RS, III
117.5, 1913, 2, FS, V
117.5, 3015, 3, FS, III
117.5, 3019, 3, FS, III
117.6, 363, 0, FS, V
117.6, 379, 0, FS, V
117.6, 718, 0, FS, III
117.6, 1177, 1, IB, V
117.6, 1189, 1, IB, V
117.6, 1192, 1, IB, V
117.6, 1427, 1, RS, III
117.6, 1891, 2, FS, V
117.6, 1906, 2, FS, V
117.6, 1911, 2, FS, V
117.6, 2251, 2, FS, III
117.7, 1173, 1, IB, V
117.7, 1179, 1, IB, V
117.7, 1320, 1, RS, III
117.7, 1325, 1, RS, III
117.7, 1889, 2, FS, V
117.7, 3001, 3, FS, III
117.7, 3026, 3, FS, III
117.8, 1183, 1, IB, V
117.9, 3012, 3, FS, III
118, 1347, 1, RS, III
118.1, 576, 0, RS, III
118.1, 1498, 1, FS, III
118.1, 1514, 1, LTS, III
118.2, 1305, 1, LTS, IV
118.2, 1496, 1, FS, III
118.2, 1898, 2, FS, V
118.3, 663, 0, RS, III
118.3, 1300, 1, LTS, IV
118.3, 1482, 1, FS, III
118.4, 1478, 1, FS, III
118.4, 1484, 1, FS, III
118.4, 1485, 1, FS, III
118.4, 1487, 1, FS, III
118.4, 2260, 2, FS, III
118.5, 1297, 1, LTS, IV
118.5, 1504, 1, FS, III
118.6, 1494, 1, FS, III
118.6, 1501, 1, FS, III
118.7, 1126, 1, FS, V
118.7, 1497, 1, FS, III
118.8, 1489, 1, FS, III
118.8, 3025, 3, FS, III
118.9, 1299, 1, LTS, IV
118.9, 1301, 1, LTS, IV
118.9, 1481, 1, FS, III
118.9, 1483, 1, FS, III
118.9, 1493, 1, FS, III
118.9, 1500, 1, FS, III
118.9, 2681, 3, LTS, V
119, 426, 0, IB, V
119, 1055, 1, RS, V
119, 1139, 1, FS, V
119, 1479, 1, FS, III
119, 1499, 1, FS, III
119, 1502, 1, FS, III
119.1, 1043, 1, RS, V
119.1, 1129, 1, FS, V
119.1, 1131, 1, FS, V
119.1, 1150, 1, FS, V
119.1, 1488, 1, FS, III
119.1, 1491, 1, FS, III
119.2, 407, 0, IB, V
119.2, 1066, 1, RS, V
119.2, 1087, 1, RS, V
119.2, 1093, 1, RS, V
119.2, 1122, 1, FS, V
119.2, 1128, 1, FS, V
119.2, 1130, 1, FS, V
119.2, 1135, 1, FS, V
119.2, 1140, 1, FS, V
119.2, 1144, 1, FS, V
119.2, 1149, 1, FS, V
119.2, 2250, 2, FS, III
119.3, 364, 0, FS, V
119.3, 391, 0, FS, V
119.3, 419, 0, IB, V
119.3, 735, 0, FS, III
119.3, 1051, 1, RS, V
119.3, 1069, 1, RS, V
119.3, 1111, 1, RS, V
119.3, 1127, 1, FS, V
119.3, 1133, 1, FS, V
119.3, 1134, 1, FS, V
119.3, 1136, 1, FS, V
119.3, 1137, 1, FS, V
119.3, 1138, 1, FS, V
119.3, 1148, 1, FS, V
119.3, 1151, 1, FS, V
119.3, 1298, 1, LTS, IV
119.3, 1503, 1, FS, III
119.3, 1508, 1, LTS, III
119.4, 1048, 1, RS, V
119.4, 1099, 1, RS, V
119.4, 1123, 1, FS, V
119.4, 1125, 1, FS, V
119.4, 1141, 1, FS, V
119.4, 1142, 1, FS, V
119.4, 1143, 1, FS, V
119.4, 1146, 1, FS, V
119.4, 1152, 1, FS, V
119.4, 1304, 1, LTS, IV
119.4, 1486, 1, FS, III
119.5, 375, 0, FS, V
119.5, 1054, 1, RS, V
119.5, 1070, 1, RS, V
119.5, 1091, 1, RS, V
119.5, 1108, 1, RS, V
119.5, 1124, 1, FS, V
119.5, 1132, 1, FS, V
119.5, 1145, 1, FS, V
119.5, 1480, 1, FS, III
119.5, 1937, 2, IB, V
119.6, 408, 0, IB, V
119.6, 1076, 1, RS, V
119.6, 1089, 1, RS, V
119.6, 1147, 1, FS, V
119.6, 1191, 1, IB, V
119.6, 1519, 1, LTS, III
119.6, 1908, 2, FS, V
119.7, 368, 0, FS, V
119.7, 370, 0, FS, V
119.7, 380, 0, FS, V
119.7, 383, 0, FS, V
119.7, 388, 0, FS, V
119.7, 1062, 1, RS, V
119.7, 1085, 1, RS, V
119.7, 1110, 1, RS, V
119.7, 1492, 1, FS, III
119.7, 1907, 2, FS, V
119.8, 371, 0, FS, V
119.8, 390, 0, FS, V
119.8, 1033, 1, RS, V
119.8, 1034, 1, RS, V
119.8, 1037, 1, RS, V
119.8, 1039, 1, RS, V
119.8, 1047, 1, RS, V
119.8, 1049, 1, RS, V
119.8, 1058, 1, RS, V
119.8, 1073, 1, RS, V
119.8, 1084, 1, RS, V
119.8, 1096, 1, RS, V
119.8, 1104, 1, RS, V
119.8, 1107, 1, RS, V
119.8, 1113, 1, RS, V
119.8, 1178, 1, IB, V
119.8, 1887, 2, FS, V
119.8, 1888, 2, FS, V
119.8, 1894, 2, FS, V
119.8, 1895, 2, FS, V
119.9, 369, 0, FS, V
119.9, 374, 0, FS, V
119.9, 376, 0, FS, V
119.9, 385, 0, FS, V
119.9, 389, 0, FS, V
119.9, 1074, 1, RS, V
119.9, 1106, 1, RS, V
119.9, 1116, 1, RS, V
119.9, 1167, 1, IB, V
119.9, 1174, 1, IB, V
119.9, 1495, 1, FS, III
119.9, 1890, 2, FS, V
119.9, 1904, 2, FS, V
120, 373, 0, FS, V
120, 377, 0, FS, V
120, 381, 0, FS, V
120, 386, 0, FS, V
120, 1036, 1, RS, V
120, 1050, 1, RS, V
120, 1057, 1, RS, V
120, 1083, 1, RS, V
120, 1120, 1, RS, V
120, 1171, 1, IB, V
120, 1175, 1, IB, V
120, 1507, 1, LTS, III
120, 1516, 1, LTS, III
120, 1518, 1, LTS, III
120, 1885, 2, FS, V
120, 1886, 2, FS, V
120, 1893, 2, FS, V
120, 1897, 2, FS, V
120, 1900, 2, FS, V
120, 1902, 2, FS, V
120, 1903, 2, FS, V
120, 1910, 2, FS, V
120.1, 361, 0, FS, V
120.1, 365, 0, FS, V
120.1, 382, 0, FS, V
120.1, 1061, 1, RS, V
120.1, 1072, 1, RS, V
120.1, 1077, 1, RS, V
120.1, 1080, 1, RS, V
120.1, 1112, 1, RS, V
120.1, 1296, 1, FS, IV
120.1, 1517, 1, LTS, III
120.1, 1883, 2, FS, V
120.1, 1909, 2, FS, V
120.1, 1912, 2, FS, V
120.2, 312, 0, RS, V
120.2, 362, 0, FS, V
120.2, 367, 0, FS, V
120.2, 378, 0, FS, V
120.2, 384, 0, FS, V
120.2, 1045, 1, RS, V
120.2, 1064, 1, RS, V
120.2, 1067, 1, RS, V
120.2, 1082, 1, RS, V
120.2, 1114, 1, RS, V
120.2, 1170, 1, IB, V
120.2, 1180, 1, IB, V
120.2, 1458, 1, RS, III
120.2, 1884, 2, FS, V
120.2, 1896, 2, FS, V
120.2, 1905, 2, FS, V
120.3, 366, 0, FS, V
120.3, 387, 0, FS, V
120.3, 417, 0, IB, V
120.3, 420, 0, IB, V
120.3, 431, 0, IB, V
120.3, 1053, 1, RS, V
120.3, 1075, 1, RS, V
120.3, 1094, 1, RS, V
120.3, 1095, 1, RS, V
120.3, 1169, 1, IB, V
120.3, 1172, 1, IB, V
120.3, 1511, 1, LTS, III
120.3, 1892, 2, FS, V
120.3, 1899, 2, FS, V
120.3, 2644, 3, FS, V
120.3, 2666, 3, FS, V
120.4, 416, 0, IB, V
120.4, 1042, 1, RS, V
120.4, 1046, 1, RS, V
120.4, 1056, 1, RS, V
120.4, 1059, 1, RS, V
120.4, 1068, 1, RS, V
120.4, 1071, 1, RS, V
120.4, 1079, 1, RS, V
120.4, 1088, 1, RS, V
120.4, 1098, 1, RS, V
120.4, 1101, 1, RS, V
120.4, 1490, 1, FS, III
120.4, 1512, 1, LTS, III
120.4, 1520, 1, LTS, III
120.4, 1913, 2, FS, V
120.5, 347, 0, RS, V
120.5, 363, 0, FS, V
120.5, 379, 0, FS, V
120.5, 836, 1, RS, VI
120.5, 1041, 1, RS, V
120.5, 1052, 1, RS, V
120.5, 1092, 1, RS, V
120.5, 1182, 1, IB, V
120.5, 1184, 1, IB, V
120.5, 1185, 1, IB, V
120.5, 1187, 1, IB, V
120.5, 1302, 1, LTS, IV
120.5, 1506, 1, LTS, III
120.5, 1891, 2, FS, V
120.5, 1901, 2, FS, V
120.5, 1906, 2, FS, V
120.5, 1911, 2, FS, V
120.5, 2648, 3, FS, V
120.5, 2653, 3, FS, V
120.5, 2657, 3, FS, V
120.5, 2659, 3, FS, V
120.6, 800, 1, RS, VI
120.6, 1035, 1, RS, V
120.6, 1040, 1, RS, V
120.6, 1065, 1, RS, V
120.6, 1078, 1, RS, V
120.6, 1086, 1, RS, V
120.6, 1097, 1, RS, V
120.6, 1103, 1, RS, V
120.6, 1105, 1, RS, V
120.6, 1119, 1, RS, V
120.6, 1176, 1, IB, V
120.6, 1181, 1, IB, V
120.6, 1889, 2, FS, V
120.7, 330, 0, RS, V
120.7, 1063, 1, RS, V
120.7, 1081, 1, RS, V
120.7, 1090, 1, RS, V
120.7, 1102, 1, RS, V
120.7, 1115, 1, RS, V
120.7, 1168, 1, IB, V
120.7, 1186, 1, IB, V
120.8, 1044, 1, RS, V
120.8, 1188, 1, IB, V
120.8, 1190, 1, IB, V
120.8, 2660, 3, FS, V
120.9, 1100, 1, RS, V
120.9, 1109, 1, RS, V
120.9, 1118, 1, RS, V
120.9, 1121, 1, RS, V
120.9, 2651, 3, FS, V
120.9, 2665, 3, FS, V
121, 277, 0, RS, V
121, 321, 0, RS, V
121, 423, 0, IB, V
121, 1038, 1, RS, V
121, 1060, 1, RS, V
121, 1177, 1, IB, V
121, 1189, 1, IB, V
121, 1192, 1, IB, V
121, 1498, 1, FS, III
121, 2664, 3, FS, V
121.1, 1117, 1, RS, V
121.1, 1173, 1, IB, V
121.1, 1179, 1, IB, V
121.1, 1496, 1, FS, III
121.2, 779, 1, RS, VI
121.2, 796, 1, RS, VI
121.2, 1183, 1, IB, V
121.2, 1363, 1, RS, III
121.2, 1482, 1, FS, III
121.2, 2672, 3, FS, V
121.2, 2673, 3, FS, V
121.2, 2674, 3, FS, V
121.3, 429, 0, IB, V
121.3, 1303, 1, LTS, IV
121.3, 1478, 1, FS, III
121.3, 1484, 1, FS, III
121.3, 1485, 1, FS, III
121.3, 1487, 1, FS, III
121.3, 2655, 3, FS, V
121.4, 421, 0, IB, V
121.4, 1418, 1, RS, III
121.4, 1421, 1, RS, III
121.4, 1504, 1, FS, III
121.4, 2654, 3, FS, V
121.5, 414, 0, IB, V
121.5, 870, 1, RS, VI
121.5, 1494, 1, FS, III
121.5, 1501, 1, FS, III
121.5, 2647, 3, FS, V
121.6, 415, 0, IB, V
121.6, 1126, 1, FS, V
121.6, 1394, 1, RS, III
121.6, 1472, 1, RS, III
121.6, 1497, 1, FS, III
121.7, 774, 1, RS, VI
121.7, 930, 1, RS, VI
121.7, 1489, 1, FS, III
121.8, 272, 0, RS, V
121.8, 875, 1, RS, VI
121.8, 1481, 1, FS, III
121.8, 1483, 1, FS, III
121.8, 1493, 1, FS, III
121.8, 1500, 1, FS, III
121.8, 2645, 3, FS, V
121.8, 2656, 3, FS, V
121.9, 770, 1, RS, VI
121.9, 948, 1, RS, VI
121.9, 1139, 1, FS, V
121.9, 1322, 1, RS, III
121.9, 1331, 1, RS, III
121.9, 1479, 1, FS, III
121.9, 1499, 1, FS, III
121.9, 1502, 1, FS, III
122, 280, 0, RS, V
122, 1129, 1, FS, V
122, 1131, 1, FS, V
122, 1150, 1, FS, V
122, 1348, 1, RS, III
122, 1437, 1, RS, III
122, 1491, 1, FS, III
122, 2670, 3, FS, V
122.1, 411, 0, IB, V
122.1, 1122, 1, FS, V
122.1, 1128, 1, FS, V
122.1, 1130, 1, FS, V
122.1, 1135, 1, FS, V
122.1, 1140, 1, FS, V
122.1, 1144, 1, FS, V
122.1, 1149, 1, FS, V
122.1, 1312, 1, RS, III
122.1, 1399, 1, RS, III
122.2, 848, 1, RS, VI
122.2, 1127, 1, FS, V
122.2, 1133, 1, FS, V
122.2, 1134, 1, FS, V
122.2, 1136, 1, FS, V
122.2, 1137, 1, FS, V
122.2, 1138, 1, FS, V
122.2, 1148, 1, FS, V
122.2, 1151, 1, FS, V
122.2, 1309, 1, RS, III
122.2, 1404, 1, RS, III
122.2, 1521, 1, LTS, III
122.2, 1943, 2, IB, V
122.3, 1123, 1, FS, V
122.3, 1125, 1, FS, V
122.3, 1141, 1, FS, V
122.3, 1142, 1, FS, V
122.3, 1143, 1, FS, V
122.3, 1146, 1, FS, V
122.3, 1152, 1, FS, V
122.3, 1306, 1, LTS, IV
122.3, 1425, 1, RS, III
122.3, 1488, 1, FS, III
122.3, 2652, 3, FS, V
122.4, 1124, 1, FS, V
122.4, 1132, 1, FS, V
122.4, 1145, 1, FS, V
122.4, 1319, 1, RS, III
122.4, 1416, 1, RS, III
122.4, 1462, 1, RS, III
122.4, 1470, 1, RS, III
122.4, 1480, 1, FS, III
122.4, 2650, 3, FS, V
122.5, 797, 1, RS, VI
122.5, 853, 1, RS, VI
122.5, 1147, 1, FS, V
122.5, 1402, 1, RS, III
122.5, 1420, 1, RS, III
122.5, 2663, 3, FS, V
122.5, 2669, 3, FS, V
122.6, 1358, 1, RS, III
122.6, 1432, 1, RS, III
122.7, 1356, 1, RS, III
122.7, 1460, 1, RS, III
122.7, 1486, 1, FS, III
122.7, 1503, 1, FS, III
122.8, 1392, 1, RS, III
122.9, 425, 0, IB, V
122.9, 861, 1, RS, VI
122.9, 942, 1, RS, VI
122.9, 1330, 1, RS, III
122.9, 1415, 1, RS, III
122.9, 1514, 1, LTS, III
122.9, 1902, 2, FS, V
123, 288, 0, RS, V
123, 1191, 1, IB, V
123, 1305, 1, LTS, IV
123.1, 375, 0, FS, V
123.1, 780, 1, RS, VI
123.1, 1300, 1, LTS, IV
123.1, 2662, 3, FS, V
123.2, 422, 0, IB, V
123.2, 916, 1, RS, VI
123.2, 1178, 1, IB, V
123.3, 369, 0, FS, V
123.3, 388, 0, FS, V
123.3, 409, 0, IB, V
123.3, 1167, 1, IB, V
123.3, 1174, 1, IB, V
123.3, 1297, 1, LTS, IV
123.3, 1429, 1, RS, III
123.3, 1466, 1, RS, III
123.4, 1171, 1, IB, V
123.4, 1175, 1, IB, V
123.4, 1314, 1, RS, III
123.4, 1332, 1, RS, III
123.5, 390, 0, FS, V
123.5, 1368, 1, RS, III
123.6, 767, 1, RS, VI
123.6, 1170, 1, IB, V
123.6, 1180, 1, IB, V
123.7, 420, 0, IB, V
123.7, 784, 1, RS, VI
123.7, 1169, 1, IB, V
123.7, 1172, 1, IB, V
123.7, 1299, 1, LTS, IV
123.7, 1301, 1, LTS, IV
123.7, 1367, 1, RS, III
123.7, 1398, 1, RS, III
123.7, 3446, 4, LTS, V
123.8, 1433, 1, RS, III
123.9, 761, 1, RS, VI
123.9, 1182, 1, IB, V
123.9, 1184, 1, IB, V
123.9, 1185, 1, IB, V
123.9, 1187, 1, IB, V
123.9, 1495, 1, FS, III
124, 382, 0, FS, V
124, 418, 0, IB, V
124, 892, 1, RS, VI
124, 1176, 1, IB, V
124, 1181, 1, IB, V
124, 1496, 1, FS, III
124.1, 882, 1, RS, VI
124.1, 1168, 1, IB, V
124.1, 1186, 1, IB, V
124.1, 1482, 1, FS, III
124.1, 1508, 1, LTS, III
124.1, 2653, 3, FS, V
124.2, 765, 1, RS, VI
124.2, 950, 1, RS, VI
124.2, 1188, 1, IB, V
124.2, 1190, 1, IB, V
124.2, 1304, 1, LTS, IV
124.2, 1403, 1, RS, III
124.2, 1485, 1, FS, III
124.2, 1895, 2, FS, V
124.3, 1897, 2, FS, V
124.4, 368, 0, FS, V
124.4, 384, 0, FS, V
124.4, 946, 1, RS, VI
124.4, 1177, 1, IB, V
124.4, 1189, 1, IB, V
124.4, 1192, 1, IB, V
124.4, 1298, 1, LTS, IV
124.4, 1494, 1, FS, III
124.4, 1501, 1, FS, III
124.4, 1519, 1, LTS, III
124.4, 1909, 2, FS, V
124.5, 778, 1, RS, VI
124.5, 818, 1, RS, VI
124.5, 933, 1, RS, VI
124.5, 1126, 1, FS, V
124.5, 1173, 1, IB, V
124.5, 1179, 1, IB, V
124.5, 1504, 1, FS, III
124.5, 1906, 2, FS, V
124.5, 1907, 2, FS, V
124.6, 967, 1, RS, VI
124.6, 1183, 1, IB, V
124.6, 2648, 3, FS, V
124.6, 2706, 3, IB, V
124.7, 361, 0, FS, V
124.7, 782, 1, RS, VI
124.7, 873, 1, RS, VI
124.7, 1493, 1, FS, III
124.7, 1498, 1, FS, III
124.8, 911, 1, RS, VI
124.8, 929, 1, RS, VI
124.8, 1139, 1, FS, V
124.8, 1373, 1, RS, III
124.8, 1483, 1, FS, III
124.8, 1516, 1, LTS, III
124.8, 1518, 1, LTS, III
124.9, 332, 0, RS, V
124.9, 371, 0, FS, V
124.9, 421, 0, IB, V
124.9, 939, 1, RS, VI
124.9, 955, 1, RS, VI
124.9, 1129, 1, FS, V
124.9, 1131, 1, FS, V
124.9, 1150, 1, FS, V
124.9, 1517, 1, LTS, III
124.9, 1893, 2, FS, V
125, 898, 1, RS, VI
125, 1122, 1, FS, V
125, 1128, 1, FS, V
125, 1130, 1, FS, V
125, 1135, 1, FS, V
125, 1140, 1, FS, V
125, 1144, 1, FS, V
125, 1149, 1, FS, V
125, 2666, 3, FS, V
125.1, 364, 0, FS, V
125.1, 380, 0, FS, V
125.1, 769, 1, RS, VI
125.1, 847, 1, RS, VI
125.1, 1127, 1, FS, V
125.1, 1133, 1, FS, V
125.1, 1134, 1, FS, V
125.1, 1136, 1, FS, V
125.1, 1137, 1, FS, V
125.1, 1138, 1, FS, V
125.1, 1148, 1, FS, V
125.1, 1151, 1, FS, V
125.2, 1123, 1, FS, V
125.2, 1125, 1, FS, V
125.2, 1141, 1, FS, V
125.2, 1142, 1, FS, V
125.2, 1143, 1, FS, V
125.2, 1146, 1, FS, V
125.2, 1152, 1, FS, V
125.2, 1502, 1, FS, III
125.2, 1520, 1, LTS, III
125.3, 377, 0, FS, V
125.3, 876, 1, RS, VI
125.3, 1055, 1, RS, V
125.3, 1124, 1, FS, V
125.3, 1132, 1, FS, V
125.3, 1145, 1, FS, V
125.3, 1302, 1, LTS, IV
125.3, 1512, 1, LTS, III
125.4, 376, 0, FS, V
125.4, 379, 0, FS, V
125.4, 386, 0, FS, V
125.4, 949, 1, RS, VI
125.4, 1043, 1, RS, V
125.4, 1147, 1, FS, V
125.4, 1489, 1, FS, III
125.5, 903, 1, RS, VI
125.5, 1066, 1, RS, V
125.5, 1087, 1, RS, V
125.5, 1093, 1, RS, V
125.6, 385, 0, FS, V
125.6, 788, 1, RS, VI
125.6, 867, 1, RS, VI
125.6, 1051, 1, RS, V
125.6, 1069, 1, RS, V
125.6, 1111, 1, RS, V
125.6, 1382, 1, RS, III
125.6, 1478, 1, FS, III
125.7, 841, 1, RS, VI
125.7, 843, 1, RS, VI
125.7, 1048, 1, RS, V
125.7, 1099, 1, RS, V
125.8, 1054, 1, RS, V
125.8, 1070, 1, RS, V
125.8, 1091, 1, RS, V
125.8, 1108, 1, RS, V
125.8, 1506, 1, LTS, III
125.8, 1902, 2, FS, V
125.9, 387, 0, FS, V
125.9, 1076, 1, RS, V
125.9, 1089, 1, RS, V
125.9, 1369, 1, RS, III
125.9, 1492, 1, FS, III
126, 375, 0, FS, V
126, 982, 1, RS, VI
126, 1062, 1, RS, V
126, 1085, 1, RS, V
126, 1110, 1, RS, V
126.1, 973, 1, RS, VI
126.1, 1033, 1, RS, V
126.1, 1034, 1, RS, V
126.1, 1037, 1, RS, V
126.1, 1039, 1, RS, V
126.1, 1047, 1, RS, V
126.1, 1049, 1, RS, V
126.1, 1058, 1, RS, V
126.1, 1073, 1, RS, V
126.1, 1084, 1, RS, V
126.1, 1096, 1, RS, V
126.1, 1104, 1, RS, V
126.1, 1107, 1, RS, V
126.1, 1113, 1, RS, V
126.1, 1303, 1, LTS, IV
126.1, 1491, 1, FS, III
126.1, 1511, 1, LTS, III
126.1, 1883, 2, FS, V
126.2, 369, 0, FS, V
126.2, 381, 0, FS, V
126.2, 388, 0, FS, V
126.2, 983, 1, RS, VI
126.2, 1074, 1, RS, V
126.2, 1106, 1, RS, V
126.2, 1116, 1, RS, V
126.2, 1904, 2, FS, V
126.3, 264, 0, LTS, VI
126.3, 365, 0, FS, V
126.3, 819, 1, RS, VI
126.3, 1036, 1, RS, V
126.3, 1050, 1, RS, V
126.3, 1057, 1, RS, V
126.3, 1083, 1, RS, V
126.3, 1120, 1, RS, V
126.4, 390, 0, FS, V
126.4, 865, 1, RS, VI
126.4, 1061, 1, RS, V
126.4, 1072, 1, RS, V
126.4, 1077, 1, RS, V
126.4, 1080, 1, RS, V
126.4, 1112, 1, RS, V
126.4, 1191, 1, IB, V
126.4, 1500, 1, FS, III
126.4, 1889, 2, FS, V
126.5, 828, 1, RS, VI
126.5, 905, 1, RS, VI
126.5, 976, 1, RS, VI
126.5, 1045, 1, RS, V
126.5, 1064, 1, RS, V
126.5, 1067, 1, RS, V
126.5, 1082, 1, RS, V
