0,-18.5452,-18.5452,-18.5452,-18.5452,-18.5452
0.1,-18.62449,-18.6184,-18.63019,-18.63841,-18.63267
0.2,-18.70899,-18.70517,-18.70512,-18.72237,-18.70455
0.3,-18.78658,-18.78054,-18.77009,-18.80306,-18.79242
0.4,-18.86501,-18.85942,-18.85289,-18.87222,-18.86113
0.5,-18.93165,-18.9546,-18.93016,-18.94142,-18.94509
0.6,-19.00376,-19.0099,-19.0037,-19.01347,-19.02672
0.7,-19.08361,-19.06881,-19.06132,-19.08035,-19.09463
0.8,-19.14999,-19.14317,-19.1162,-19.13106,-19.1608
0.9,-19.20377,-19.20358,-19.1688,-19.19813,-19.20511
1,-19.25584,-19.26915,-19.22201,-19.26546,-19.25684
1.1,-19.31138,-19.34558,-19.26477,-19.32849,-19.33199
1.2,-19.35892,-19.40294,-19.3276,-19.37829,-19.38968
1.3,-19.40976,-19.44886,-19.38114,-19.42834,-19.43798
1.4,-19.47199,-19.50575,-19.44288,-19.47213,-19.47783
1.5,-19.51601,-19.54593,-19.48881,-19.52852,-19.53671
1.6,-19.57655,-19.59331,-19.52063,-19.55828,-19.57354
1.7,-19.61738,-19.63653,-19.57831,-19.59131,-19.63188
1.8,-19.64505,-19.69145,-19.61366,-19.62612,-19.67885
1.9,-19.68356,-19.74432,-19.6298,-19.66134,-19.72071
2,-19.72707,-19.77202,-19.67156,-19.70705,-19.74872
2.1,-19.76427,-19.78852,-19.71089,-19.73842,-19.77969
2.2,-19.79445,-19.82451,-19.75417,-19.77324,-19.81996
2.3,-19.83013,-19.87109,-19.77248,-19.80997,-19.83722
2.4,-19.84404,-19.88302,-19.81395,-19.84818,-19.86293
2.5,-19.86415,-19.92336,-19.8392,-19.87857,-19.86787
2.6,-19.89058,-19.94228,-19.85355,-19.89676,-19.892
2.7,-19.90724,-19.95646,-19.87936,-19.91131,-19.91273
2.8,-19.93,-19.96494,-19.91391,-19.92745,-19.94529
2.9,-19.94152,-19.97865,-19.93603,-19.94933,-19.97514
3,-19.97739,-19.98049,-19.94695,-19.96543,-19.98427
3.1,-20.0017,-20.004,-19.9752,-19.98298,-20.01729
3.2,-20.02028,-20.02484,-19.99919,-19.99247,-20.03959
3.3,-20.03052,-20.03862,-20.02273,-20.00307,-20.05925
3.4,-20.04648,-20.06106,-20.04624,-20.03626,-20.07274
3.5,-20.04976,-20.07036,-20.06436,-20.03322,-20.08425
3.6,-20.08392,-20.08551,-20.09011,-20.04395,-20.09282
3.7,-20.08477,-20.07366,-20.10264,-20.04897,-20.0891
3.8,-20.08327,-20.07792,-20.113,-20.06351,-20.07855
3.9,-20.11965,-20.09504,-20.11822,-20.06977,-20.07341
4,-20.12086,-20.11458,-20.12599,-20.07905,-20.11258
4.1,-20.11999,-20.1144,-20.12923,-20.09283,-20.13069
4.2,-20.13256,-20.12547,-20.14067,-20.09649,-20.14042
4.3,-20.11648,-20.14574,-20.15131,-20.10967,-20.15064
4.4,-20.13046,-20.14529,-20.13493,-20.12047,-20.14456
4.5,-20.15112,-20.15367,-20.14902,-20.12737,-20.16474
4.6,-20.1832,-20.15743,-20.14519,-20.14674,-20.16058
4.7,-20.1953,-20.17146,-20.15628,-20.15157,-20.17223
4.8,-20.19716,-20.17514,-20.16896,-20.13663,-20.17122
4.9,-20.18456,-20.17319,-20.17588,-20.13646,-20.16481
5,-20.20189,-20.18123,-20.19257,-20.15851,-20.16268
5.1,-20.20918,-20.18013,-20.18933,-20.16781,-20.17123
5.2,-20.20149,-20.19865,-20.17648,-20.17026,-20.17941
5.3,-20.20301,-20.20789,-20.17193,-20.15073,-20.17897
5.4,-20.2039,-20.20875,-20.17081,-20.16392,-20.18407
5.5,-20.20161,-20.18719,-20.17683,-20.15183,-20.17791
5.6,-20.20981,-20.19587,-20.17323,-20.16237,-20.1906
5.7,-20.19522,-20.18955,-20.17269,-20.17593,-20.19283
5.8,-20.2187,-20.19744,-20.16156,-20.18792,-20.18559
5.9,-20.21246,-20.20449,-20.17052,-20.18977,-20.18505
6,-20.23265,-20.19616,-20.17974,-20.19491,-20.18481
6.1,-20.22001,-20.19406,-20.16945,-20.20573,-20.17908
6.2,-20.21558,-20.17939,-20.17328,-20.21656,-20.18545
6.3,-20.23201,-20.1814,-20.16504,-20.20723,-20.18656
6.4,-20.23791,-20.18328,-20.16986,-20.22056,-20.18114
6.5,-20.21285,-20.19404,-20.18464,-20.22709,-20.18739
6.6,-20.21082,-20.19795,-20.18664,-20.21422,-20.18329
6.7,-20.19472,-20.21772,-20.19599,-20.22396,-20.18539
6.8,-20.20256,-20.20471,-20.18632,-20.22497,-20.19864
6.9,-20.19615,-20.23101,-20.17783,-20.2271,-20.17993
7,-20.18012,-20.24254,-20.18171,-20.2064,-20.17872
7.1,-20.19904,-20.2267,-20.18556,-20.20178,-20.17844
