0,0,0.114391,0.669781,2.820063,0.181557,0,0.515015,0.068702,1.288206,0.216503
0.1,3.707285,0,7.173959,0,0.950256,0.224991,10.917058,2.497565,0,4.221104
0.2,0,0,0,14.856813,4.05767,4.177705,3.527501,0,3.484034,2.795227
0.3,0,0,0,0.18321,0,0.684227,16.428494,0,0,0
0.4,9.175392,0.87774,4.692518,3.413724,1.472109,5.288439,8.920412,0,0,3.189437
0.5,0,0,10.14431,0,0,0,3.063865,0,6.021993,0
0.6,0,3.073831,14.332756,9.163663,0,0,0,0,9.277107,0
0.7,19.901674,0,2.216979,0,0,0,0,4.240885,0,6.700372
0.8,6.487579,0,3.579838,0.550673,15.943889,0.31741,0,0.975803,0,0
0.9,1.616263,3.448675,1.329381,6.88539,0,0,2.203678,3.113262,0.813386,0
1,0,0,0,0.399773,0,2.372969,17.470587,3.567561,0.210221,0
1.1,6.870029,12.988541,0,0,8.011158,0,5.758369,1.166606,4.682714,0
1.2,0,0,5.72143,2.075345,0.121163,0,0,5.422834,3.728544,0
1.3,0.230915,0,13.709429,8.8054,3.358032,14.346673,0,0,0,7.126204
1.4,0,6.061997,5.960659,0.665208,0,0,0.629486,0,3.096,0.467475
1.5,0,6.638424,0,9.875956,0.55004,3.286265,0,0,0,0
1.6,0,0,0,0.328078,0,0,0,0.922196,0,0
1.7,0.452064,0,4.930024,2.643719,5.644991,0,0,2.661979,0,0
1.8,0,0,0,0,0,0,0,0,6.700329,2.857522
1.9,5.863912,0,0,0,0,0,0.037979,4.27153,6.957927,5.850679
2,0,11.817444,0,0,0,17.493967,0,0,0,5.194191
2.1,10.596776,0,0,0,0,0,0,0,6.509213,0
2.2,12.835909,20.452451,0,0,0,0,0,3.018536,0,0
2.3,0,9.649592,0,0,8.451944,0,0,1.294966,0,0
2.4,0,0,0,0.34043,0,13.380454,0,0,0,1.894019
2.5,0,5.525133,0,0,11.491,0.293675,12.729653,4.099109,0,3.755798
2.6,0,2.172883,12.769317,1.703198,5.107798,0,14.669977,8.762374,0.17987,0
2.7,0,0,0,2.574239,7.306016,0.923877,0,7.040202,0,14.658836
2.8,4.811884,4.058032,5.721228,7.059879,0,11.308942,0,0,0,1.922161
2.9,11.206263,19.932481,1.546038,0,11.055174,4.863466,7.423752,0,0,0
3,0,0,0,0,0,4.88187,6.671548,1.201142,0,5.217837
3.1,2.587574,0,10.171217,8.705807,0,0,2.771015,0,0,0
3.2,0,1.13384,9.574685,2.42269,1.585023,0,7.952317,0,7.523901,8.991518
3.3,0,0,0.124896,3.390039,0,0,0,0,0,8.760432
3.4,0,0,1.915468,7.497177,0.100305,0,0.951766,0,8.98972,1.216288
3.5,0,0,0,0,4.738181,13.079962,8.922083,0,0,0
3.6,0,0,0,1.624205,0,0,0,12.267845,2.846351,0
3.7,20.763343,4.560308,1.289495,2.329853,2.475053,9.909604,7.562756,1.863362,0,0.102384
3.8,8.01482,7.116212,0,5.043975,6.049931,0,5.110539,0,9.795143,1.839138
3.9,2.903705,3.049279,2.40753,20.210252,4.124801,10.512308,0,0,0,12.844603
4,0,2.619412,0,0,6.918686,0.28764,0,6.253,0,0
4.1,0,0,5.095195,0,2.40012,0,0,6.931178,0,4.622889
4.2,0,0.367226,0,18.619956,0,0,1.953505,0,4.778627,0
4.3,0,6.186216,0,0,0,0,3.324156,1.238302,1.950506,14.910443
4.4,0,2.317372,0,0,0,0,0,8.018689,0,0
4.5,0,0,9.055902,0,0,1.078338,15.234759,8.009067,0,15.943797
4.6,0,6.47912,0,0,0,0,0,0,8.480067,2.187399
4.7,3.072266,1.061757,0,3.143862,3.60509,0,0,0,0,0
4.8,11.147687,15.52039,0,23.923546,4.285233,2.785056,2.427572,3.538021,0,0
4.9,1.965248,4.058662,7.769936,0,0,0,0,7.033635,1.163463,0
5,0,8.648765,10.543929,10.850308,11.245384,7.551938,5.805012,0,0,5.542624
5.1,0,0,0,7.659632,12.252303,0,2.598165,14.07527,0,4.277187
5.2,12.08197,0,3.503701,0,0,1.013012,12.781453,0,7.821918,0
5.3,0,0,16.517864,1.468774,7.186521,0.772177,1.933885,1.81485,0,0
5.4,2.274326,0,0,0,8.496967,0,16.473684,1.815724,8.005428,0
5.5,6.066436,0,0,1.628532,0,12.494889,0,0,0,0
5.6,0,0,0,1.772871,19.608888,7.747376,7.627995,4.953752,2.617155,3.720022
5.7,4.527822,4.118241,0,0,0.267552,0,2.81885,6.008237,3.802977,0
5.8,7.037839,0,5.741061,0,3.162358,1.052642,0,0,0.268529,0
5.9,9.808269,0,0.51467,11.142813,16.88011,8.244336,0.169307,0,13.587932,6.518067
6,1.677514,0,4.131806,0,8.404515,5.472619,0,9.386809,5.44944,4.144642
6.1,10.023311,0,1.427151,0.340814,8.523624,0,12.532135,0,5.670218,4.626319
6.2,10.427951,8.918245,5.431191,0,4.243956,4.21201,9.482123,1.607852,0,15.919729
6.3,4.179207,1.802122,0,0,0,3.590001,0,0,0,8.921606
6.4,4.234766,0,0,0,0.635222,9.646929,0.273854,0,0,6.838884
6.5,5.504618,0,5.101729,0,0,0.438448,0,0,0,10.262666
6.6,0,18.824044,0,3.984951,0,4.092988,5.273396,3.679852,0,9.128444
6.7,0,0,0,4.477876,0,0,0,0,0,0
6.8,1.231291,4.347305,0,0,12.655219,0.933124,0,1.892543,0,5.559115
6.9,7.259885,8.773094,0,0,6.070402,3.076825,8.105845,0,0,0
7,9.609953,0,0,0,0,3.12525,4.026411,16.697365,1.169222,0
7.1,1.917141,0,0,0,0,5.281346,0,0,0,3.626535
7.2,2.91132,0.97786,4.254253,8.417821,12.21301,2.41785,12.191968,0,1.769311,0.371956
7.3,3.572356,0,13.659235,2.390385,0,0,0.843531,0,0,0
7.4,9.559503,0.903969,1.388309,3.385501,0,6.91339,0,0,7.626191,11.650687
7.5,2.837422,0,0,0.741118,0,0,7.229189,0,2.128931,0
7.6,0,4.552084,0,0,8.820658,0,0,0,6.026608,2.510364
7.7,0.889294,16.08409,5.937049,0,0,0,10.554335,7.038363,0,0
7.8,10.68301,1.025742,0,4.09664,6.243628,0,0,9.690078,10.118475,0
7.9,0,10.374819,5.641619,11.487358,0,0,2.77932,7.123004,1.044617,0
8,0,7.80238,0,5.236988,0,23.510963,11.919326,12.141824,10.469521,0
8.1,0,0,0,3.963925,3.623752,0,0,15.460633,0,0
8.2,1.78774,0,4.025168,0,2.569712,0,0,12.128412,8.248787,8.616753
8.3,0,9.855666,1.527875,2.378814,0,3.722195,7.484069,10.692392,11.761193,1.070267
8.4,2.236392,18.350268,15.404664,0,3.282595,11.58551,0,5.581257,2.30081,5.581715
8.5,1.10707,0,0,0,2.1496,3.962001,8.669095,4.503609,3.24271,0
