17.5, 1028, 1, LTS, VI
117, 1398, 1, RS, III
117, 1417, 1, RS, III
117, 1422, 1, RS, III
117, 1462, 1, RS, III
117, 3033, 3, FS, III
117.1, 1173, 1, IB, V
117.1, 1185, 1, IB, V
117.1, 1296, 1, LTS, IV
117.1, 1299, 1, LTS, IV
117.1, 1464, 1, RS, III
117.1, 2248, 2, FS, III
117.2, 1445, 1, RS, III
117.2, 2994, 3, FS, III
117.3, 1178, 1, IB, V
117.3, 1183, 1, IB, V
117.3, 1408, 1, RS, III
117.3, 3005, 3, FS, III
117.3, 3025, 3, FS, III
117.4, 1111, 1, FS, V
117.4, 1136, 1, FS, V
117.4, 1163, 1, IB, V
117.4, 1166, 1, IB, V
117.4, 1171, 1, IB, V
117.4, 1177, 1, IB, V
117.4, 1179, 1, IB, V
117.4, 3023, 3, FS, III
117.5, 1187, 1, IB, V
117.5, 1371, 1, RS, III
117.6, 1170, 1, IB, V
117.6, 1174, 1, IB, V
117.6, 1190, 1, IB, V
117.6, 2999, 3, FS, III
117.7, 1115, 1, FS, V
117.7, 1130, 1, FS, V
117.8, 1112, 1, FS, V
117.8, 1126, 1, FS, V
117.8, 1127, 1, FS, V
117.8, 1181, 1, IB, V
117.8, 1189, 1, IB, V
117.8, 1191, 1, IB, V
117.8, 1192, 1, IB, V
117.8, 1354, 1, RS, III
117.8, 3020, 3, FS, III
117.9, 1124, 1, FS, V
117.9, 1129, 1, FS, V
117.9, 1138, 1, FS, V
117.9, 1172, 1, IB, V
117.9, 1186, 1, IB, V
117.9, 1298, 1, LTS, IV
118, 1114, 1, FS, V
118, 1125, 1, FS, V
118, 1133, 1, FS, V
118, 1134, 1, FS, V
118, 1164, 1, IB, V
118, 3012, 3, FS, III
118.1, 1119, 1, FS, V
118.1, 1137, 1, FS, V
118.1, 1141, 1, FS, V
118.1, 1142, 1, FS, V
118.1, 1188, 1, IB, V
118.1, 3003, 3, FS, III
118.1, 3032, 3, FS, III
118.2, 1113, 1, FS, V
118.2, 1303, 1, LTS, IV
118.2, 3017, 3, FS, III
118.3, 1086, 1, RS, V
118.3, 1116, 1, FS, V
118.3, 1131, 1, FS, V
118.3, 1135, 1, FS, V
118.3, 1184, 1, IB, V
118.4, 1118, 1, FS, V
118.4, 1122, 1, FS, V
118.4, 1132, 1, FS, V
118.4, 1512, 1, FS, III
118.4, 3004, 3, FS, III
118.4, 3019, 3, FS, III
118.5, 1120, 1, FS, V
118.5, 3022, 3, FS, III
118.6, 1343, 1, RS, III
118.6, 1478, 1, FS, III
118.6, 1494, 1, FS, III
118.7, 1140, 1, FS, V
118.7, 1352, 1, RS, III
118.7, 1515, 1, LTS, III
118.7, 2998, 3, FS, III
118.8, 1121, 1, FS, V
118.8, 1128, 1, FS, V
118.8, 1477, 1, FS, III
118.8, 3013, 3, FS, III
118.9, 1117, 1, FS, V
118.9, 1306, 1, LTS, IV
118.9, 1475, 1, FS, III
118.9, 1872, 2, FS, V
118.9, 1900, 2, FS, V
119, 1302, 1, LTS, IV
119, 1501, 1, FS, III
119, 3009, 3, FS, III
119.1, 376, 0, FS, V
119.1, 1071, 1, RS, V
119.1, 1079, 1, RS, V
119.1, 1110, 1, RS, V
119.1, 1139, 1, FS, V
119.1, 1295, 1, LTS, IV
119.1, 1491, 1, FS, III
119.1, 1499, 1, FS, III
119.1, 1506, 1, FS, III
119.1, 1509, 1, FS, III
119.2, 1080, 1, RS, V
119.2, 1503, 1, FS, III
119.3, 366, 0, FS, V
119.3, 1056, 1, RS, V
119.3, 1123, 1, FS, V
119.3, 1485, 1, FS, III
119.3, 1507, 1, FS, III
119.4, 357, 0, FS, V
119.4, 360, 0, FS, V
119.4, 1300, 1, LTS, IV
119.4, 1874, 2, FS, V
119.4, 1902, 2, FS, V
119.5, 426, 0, IB, V
119.5, 1085, 1, RS, V
119.5, 1105, 1, RS, V
119.5, 1484, 1, FS, III
119.5, 1496, 1, FS, III
119.5, 1498, 1, FS, III
119.6, 419, 0, IB, V
119.6, 1175, 1, IB, V
119.6, 1346, 1, RS, III
119.6, 1473, 1, FS, III
119.6, 1476, 1, FS, III
119.6, 1479, 1, FS, III
119.6, 1502, 1, FS, III
119.7, 1038, 1, RS, V
119.7, 1046, 1, RS, V
119.7, 1182, 1, IB, V
119.7, 1481, 1, FS, III
119.7, 1881, 2, FS, V
119.7, 1926, 2, IB, V
119.7, 1937, 2, IB, V
119.7, 1946, 2, IB, V
119.8, 351, 0, FS, V
119.8, 359, 0, FS, V
119.8, 1074, 1, RS, V
119.8, 1076, 1, RS, V
119.8, 1089, 1, RS, V
119.8, 1488, 1, FS, III
119.8, 1508, 1, FS, III
119.8, 1892, 2, FS, V
119.8, 1903, 2, FS, V
119.9, 368, 0, FS, V
119.9, 1037, 1, RS, V
119.9, 1039, 1, RS, V
119.9, 1098, 1, RS, V
119.9, 1168, 1, IB, V
119.9, 1169, 1, IB, V
119.9, 1472, 1, FS, III
119.9, 1489, 1, FS, III
120, 1041, 1, RS, V
120, 1051, 1, RS, V
120, 1052, 1, RS, V
120, 1068, 1, RS, V
120, 1087, 1, RS, V
120, 1091, 1, RS, V
120, 1097, 1, RS, V
120, 1165, 1, IB, V
120, 1167, 1, IB, V
120, 1486, 1, FS, III
120, 1500, 1, FS, III
120, 1877, 2, FS, V
120.1, 378, 0, FS, V
120.1, 381, 0, FS, V
120.1, 1050, 1, RS, V
120.1, 1054, 1, RS, V
120.1, 1065, 1, RS, V
120.1, 1077, 1, RS, V
120.1, 1092, 1, RS, V
120.1, 1096, 1, RS, V
120.1, 1100, 1, RS, V
120.1, 1106, 1, RS, V
120.1, 1176, 1, IB, V
120.1, 1493, 1, FS, III
120.1, 1942, 2, IB, V
120.2, 1060, 1, RS, V
120.2, 1073, 1, RS, V
120.2, 1081, 1, RS, V
120.2, 1082, 1, RS, V
120.2, 1101, 1, RS, V
120.2, 1103, 1, RS, V
120.2, 1108, 1, RS, V
120.2, 1180, 1, IB, V
120.2, 1890, 2, FS, V
120.2, 1943, 2, IB, V
120.3, 1042, 1, RS, V
120.3, 1047, 1, RS, V
120.3, 1057, 1, RS, V
120.3, 1061, 1, RS, V
120.3, 1067, 1, RS, V
120.3, 1115, 1, FS, V
120.3, 1173, 1, IB, V
120.3, 1301, 1, LTS, IV
120.3, 1510, 1, FS, III
120.3, 1897, 2, FS, V
120.3, 1901, 2, FS, V
120.3, 1934, 2, IB, V
120.4, 361, 0, FS, V
120.4, 1035, 1, RS, V
120.4, 1063, 1, RS, V
120.4, 1088, 1, RS, V
120.4, 1099, 1, RS, V
120.4, 1104, 1, RS, V
120.4, 1130, 1, FS, V
120.4, 1136, 1, FS, V
120.4, 1178, 1, IB, V
120.4, 1483, 1, FS, III
120.4, 1490, 1, FS, III
120.4, 1505, 1, FS, III
120.4, 1948, 2, IB, V
120.5, 363, 0, FS, V
120.5, 1033, 1, RS, V
120.5, 1034, 1, RS, V
120.5, 1044, 1, RS, V
120.5, 1049, 1, RS, V
120.5, 1055, 1, RS, V
120.5, 1059, 1, RS, V
120.5, 1069, 1, RS, V
120.5, 1070, 1, RS, V
120.5, 1075, 1, RS, V
120.5, 1078, 1, RS, V
120.5, 1111, 1, FS, V
120.5, 1177, 1, IB, V
120.5, 1183, 1, IB, V
120.5, 1185, 1, IB, V
120.5, 1495, 1, FS, III
120.5, 1885, 2, FS, V
120.5, 1896, 2, FS, V
120.5, 1929, 2, IB, V
120.6, 1064, 1, RS, V
120.6, 1094, 1, RS, V
120.6, 1114, 1, FS, V
120.6, 1171, 1, IB, V
120.6, 1859, 2, RS, V
120.6, 1887, 2, FS, V
120.7, 354, 0, FS, V
120.7, 369, 0, FS, V
120.7, 421, 0, IB, V
120.7, 1072, 1, RS, V
120.7, 1109, 1, RS, V
120.7, 1112, 1, FS, V
120.7, 1504, 1, FS, III
120.7, 1888, 2, FS, V
120.8, 371, 0, FS, V
120.8, 416, 0, IB, V
120.8, 1062, 1, RS, V
120.8, 1093, 1, RS, V
120.8, 1107, 1, RS, V
120.8, 1126, 1, FS, V
120.8, 1134, 1, FS, V
120.8, 1138, 1, FS, V
120.8, 1141, 1, FS, V
120.8, 1163, 1, IB, V
120.8, 1179, 1, IB, V
120.9, 411, 0, IB, V
120.9, 1043, 1, RS, V
120.9, 1095, 1, RS, V
120.9, 1127, 1, FS, V
120.9, 1129, 1, FS, V
120.9, 1142, 1, FS, V
120.9, 1166, 1, IB, V
120.9, 1492, 1, FS, III
121, 402, 0, IB, V
121, 1036, 1, RS, V
121, 1048, 1, RS, V
121, 1083, 1, RS, V
121, 1119, 1, FS, V
121, 1124, 1, FS, V
121, 1133, 1, FS, V
121, 1190, 1, IB, V
121, 1516, 1, LTS, III
121.1, 355, 0, FS, V
121.1, 427, 0, IB, V
121.1, 428, 0, IB, V
121.1, 1045, 1, RS, V
121.1, 1053, 1, RS, V
121.1, 1090, 1, RS, V
121.1, 1131, 1, FS, V
121.1, 1132, 1, FS, V
121.1, 1170, 1, IB, V
121.1, 1181, 1, IB, V
121.1, 1187, 1, IB, V
121.1, 1883, 2, FS, V
121.1, 1925, 2, IB, V
121.2, 356, 0, FS, V
121.2, 362, 0, FS, V
121.2, 1040, 1, RS, V
121.2, 1066, 1, RS, V
121.2, 1102, 1, RS, V
121.2, 1125, 1, FS, V
121.2, 1137, 1, FS, V
121.2, 1174, 1, IB, V
121.2, 1192, 1, IB, V
121.2, 1480, 1, FS, III
121.2, 1482, 1, FS, III
121.2, 1927, 2, IB, V
121.3, 331, 0, RS, V
121.3, 424, 0, IB, V
121.3, 1058, 1, RS, V
121.4, 286, 0, RS, V
121.4, 353, 0, FS, V
121.4, 373, 0, FS, V
121.4, 1824, 2, RS, V
121.4, 1867, 2, RS, V
121.5, 364, 0, FS, V
121.5, 372, 0, FS, V
121.5, 407, 0, IB, V
121.5, 1084, 1, RS, V
121.5, 1140, 1, FS, V
121.5, 1164, 1, IB, V
121.5, 1172, 1, IB, V
121.5, 1189, 1, IB, V
121.5, 1191, 1, IB, V
121.5, 1299, 1, LTS, IV
121.5, 1470, 1, FS, III
121.5, 1478, 1, FS, III
121.5, 1494, 1, FS, III
121.5, 1512, 1, FS, III
121.5, 1891, 2, FS, V
121.5, 1895, 2, FS, V
121.6, 311, 0, RS, V
121.6, 403, 0, IB, V
121.6, 429, 0, IB, V
121.6, 1186, 1, IB, V
121.6, 1188, 1, IB, V
121.6, 1511, 1, FS, III
121.6, 1878, 2, FS, V
121.6, 1884, 2, FS, V
121.6, 1945, 2, IB, V
121.7, 1113, 1, FS, V
121.7, 1475, 1, FS, III
121.7, 1501, 1, FS, III
121.8, 1184, 1, IB, V
121.8, 1293, 1, LTS, IV
121.8, 1474, 1, FS, III
121.8, 1806, 2, RS, V
121.8, 1950, 2, IB, V
121.9, 1477, 1, FS, III
121.9, 1499, 1, FS, III
121.9, 1940, 2, IB, V
122, 352, 0, FS, V
122, 1116, 1, FS, V
122, 1118, 1, FS, V
122, 1491, 1, FS, III
122, 1503, 1, FS, III
122, 1924, 2, IB, V
122.1, 398, 0, LTS, V
122.1, 797, 1, RS, VI
122.1, 836, 1, RS, VI
122.1, 1120, 1, FS, V
122.1, 1873, 2, FS, V
122.1, 1886, 2, FS, V
122.2, 365, 0, FS, V
122.2, 379, 0, FS, V
122.2, 1296, 1, LTS, IV
122.2, 1509, 1, FS, III
122.3, 1506, 1, FS, III
122.4, 1485, 1, FS, III
122.4, 1871, 2, RS, V
122.4, 1935, 2, IB, V
122.5, 1135, 1, FS, V
122.5, 1830, 2, RS, V
122.5, 1939, 2, IB, V
122.6, 350, 0, FS, V
122.6, 1122, 1, FS, V
122.6, 1303, 1, LTS, IV
122.6, 1507, 1, FS, III
122.6, 1823, 2, RS, V
122.7, 408, 0, IB, V
122.7, 1175, 1, IB, V
122.8, 1182, 1, IB, V
122.9, 358, 0, FS, V
122.9, 393, 0, LTS, V
122.9, 419, 0, IB, V
122.9, 1298, 1, LTS, IV
122.9, 1304, 1, LTS, IV
123, 1297, 1, LTS, IV
123, 1875, 2, FS, V
123, 1876, 2, FS, V
123, 1933, 2, IB, V
123, 2710, 3, IB, V
123.1, 870, 1, RS, VI
123.1, 1165, 1, IB, V
123.1, 1169, 1, IB, V
123.1, 1316, 1, RS, III
123.1, 1514, 1, LTS, III
123.1, 1910, 2, LTS, V
123.2, 1114, 1, FS, V
123.2, 1121, 1, FS, V
123.2, 1167, 1, IB, V
123.2, 1168, 1, IB, V
123.2, 1176, 1, IB, V
123.2, 1826, 2, RS, V
123.3, 1515, 1, LTS, III
123.3, 1898, 2, FS, V
123.4, 404, 0, IB, V
123.4, 425, 0, IB, V
123.4, 1115, 1, FS, V
123.4, 1130, 1, FS, V
123.4, 1136, 1, FS, V
123.5, 405, 0, IB, V
123.5, 1173, 1, IB, V
123.5, 1178, 1, IB, V
123.5, 1180, 1, IB, V
123.5, 1934, 2, IB, V
123.5, 2693, 3, IB, V
123.6, 984, 1, RS, VI
123.6, 1111, 1, FS, V
123.6, 1112, 1, FS, V
123.6, 1177, 1, IB, V
123.7, 945, 1, RS, VI
123.7, 1138, 1, FS, V
123.7, 1142, 1, FS, V
123.7, 1183, 1, IB, V
123.7, 1920, 2, LTS, V
123.8, 374, 0, FS, V
123.8, 880, 1, RS, VI
123.8, 942, 1, RS, VI
123.8, 1171, 1, IB, V
123.8, 1302, 1, LTS, IV
123.8, 1476, 1, FS, III
123.8, 1799, 2, RS, V
123.8, 1880, 2, FS, V
123.9, 341, 0, RS, V
123.9, 981, 1, RS, VI
123.9, 1185, 1, IB, V
123.9, 1300, 1, LTS, IV
123.9, 1500, 1, FS, III
124, 321, 0, RS, V
124, 1133, 1, FS, V
124, 1306, 1, LTS, IV
124, 1502, 1, FS, III
124, 1889, 2, FS, V
124, 1946, 2, IB, V
124, 1948, 2, IB, V
124.1, 370, 0, FS, V
124.1, 413, 0, IB, V
124.1, 761, 1, RS, VI
124.1, 1086, 1, RS, V
124.1, 1124, 1, FS, V
124.1, 2690, 3, IB, V
124.2, 276, 0, RS, V
124.2, 820, 1, RS, VI
124.2, 1163, 1, IB, V
124.2, 1179, 1, IB, V
124.2, 1295, 1, LTS, IV
124.3, 862, 1, RS, VI
124.3, 893, 1, RS, VI
124.3, 1137, 1, FS, V
124.4, 883, 1, RS, VI
124.4, 927, 1, RS, VI
124.4, 929, 1, RS, VI
124.4, 1125, 1, FS, V
124.4, 1127, 1, FS, V
124.4, 1166, 1, IB, V
124.4, 1181, 1, IB, V
124.4, 1190, 1, IB, V
124.4, 1294, 1, LTS, IV
124.4, 1899, 2, FS, V
124.5, 412, 0, IB, V
124.5, 426, 0, IB, V
124.5, 853, 1, RS, VI
124.5, 953, 1, RS, VI
124.5, 2691, 3, IB, V
124.6, 291, 0, RS, V
124.6, 427, 0, IB, V
124.6, 1170, 1, IB, V
124.6, 1192, 1, IB, V
124.6, 1305, 1, LTS, IV
124.6, 1473, 1, FS, III
124.6, 1484, 1, FS, III
124.6, 2704, 3, IB, V
124.7, 800, 1, RS, VI
124.7, 817, 1, RS, VI
124.7, 1123, 1, FS, V
124.7, 1134, 1, FS, V
124.7, 1140, 1, FS, V
124.7, 1187, 1, IB, V
124.7, 1941, 2, IB, V
124.8, 766, 1, RS, VI
124.8, 878, 1, RS, VI
124.8, 965, 1, RS, VI
124.8, 975, 1, RS, VI
124.8, 1071, 1, RS, V
124.8, 1174, 1, IB, V
124.8, 1301, 1, LTS, IV
124.8, 1510, 1, FS, III
124.8, 1815, 2, RS, V
124.9, 784, 1, RS, VI
124.9, 811, 1, RS, VI
124.9, 1512, 1, FS, III
124.9, 1952, 2, IB, V
125, 986, 1, RS, VI
125, 1126, 1, FS, V
125, 1141, 1, FS, V
125, 1164, 1, IB, V
125.1, 1079, 1, RS, V
125.1, 1172, 1, IB, V
125.1, 1188, 1, IB, V
125.1, 1488, 1, FS, III
125.1, 1925, 2, IB, V
125.2, 1080, 1, RS, V
125.2, 1189, 1, IB, V
125.2, 1191, 1, IB, V
125.2, 2696, 3, IB, V
125.3, 417, 0, IB, V
125.3, 906, 1, RS, VI
125.3, 1056, 1, RS, V
125.3, 1110, 1, RS, V
125.3, 1184, 1, IB, V
125.3, 1186, 1, IB, V
125.3, 1519, 1, LTS, III
125.4, 1494, 1, FS, III
125.4, 1927, 2, IB, V
125.4, 2714, 3, IB, V
125.5, 1113, 1, FS, V
125.5, 1924, 2, IB, V
125.5, 1929, 2, IB, V
125.6, 939, 1, RS, VI
125.6, 1085, 1, RS, V
125.6, 1105, 1, RS, V
125.7, 775, 1, RS, VI
125.7, 776, 1, RS, VI
125.7, 861, 1, RS, VI
125.7, 1131, 1, FS, V
125.7, 1900, 2, FS, V
125.8, 424, 0, IB, V
125.8, 1089, 1, RS, V
125.8, 1175, 1, IB, V
125.9, 1046, 1, RS, V
125.9, 1052, 1, RS, V
125.9, 1182, 1, IB, V
125.9, 1299, 1, LTS, IV
125.9, 2689, 3, IB, V
126, 1039, 1, RS, V
126, 1060, 1, RS, V
126, 1096, 1, RS, V
126, 1098, 1, RS, V
126, 1491, 1, FS, III
126, 1805, 2, RS, V
126, 2708, 3, IB, V
126.1, 962, 1, RS, VI
126.1, 963, 1, RS, VI
126.1, 1061, 1, RS, V
126.1, 1065, 1, RS, V
126.1, 1108, 1, RS, V
126.1, 1508, 1, FS, III
126.2, 1074, 1, RS, V
126.2, 1076, 1, RS, V
126.2, 1165, 1, IB, V
126.3, 1033, 1, RS, V
126.3, 1047, 1, RS, V
126.3, 1050, 1, RS, V
126.3, 1081, 1, RS, V
126.3, 1087, 1, RS, V
126.3, 1169, 1, IB, V
126.3, 1176, 1, IB, V
126.4, 952, 1, RS, VI
126.4, 1034, 1, RS, V
126.4, 1038, 1, RS, V
126.4, 1077, 1, RS, V
126.4, 1091, 1, RS, V
126.4, 1092, 1, RS, V
126.4, 1106, 1, RS, V
126.4, 1167, 1, IB, V
126.4, 1293, 1, LTS, IV
126.4, 2663, 3, FS, V
126.5, 406, 0, IB, V
126.5, 429, 0, IB, V
126.5, 805, 1, RS, VI
126.5, 815, 1, RS, VI
126.5, 868, 1, RS, VI
126.5, 1042, 1, RS, V
126.5, 1063, 1, RS, V
126.5, 1097, 1, RS, V
126.5, 1168, 1, IB, V
126.5, 2710, 3, IB, V
126.6, 1037, 1, RS, V
126.6, 1054, 1, RS, V
126.6, 1064, 1, RS, V
126.6, 1082, 1, RS, V
126.6, 1100, 1, RS, V
126.6, 1130, 1, FS, V
126.6, 1178, 1, IB, V
126.7, 1035, 1, RS, V
126.7, 1059, 1, RS, V
126.7, 1075, 1, RS, V
126.7, 1099, 1, RS, V
126.7, 1111, 1, FS, V
126.7, 1173, 1, IB, V
126.7, 1177, 1, IB, V
126.7, 1944, 2, IB, V
126.8, 421, 0, IB, V
126.8, 903, 1, RS, VI
126.8, 904, 1, RS, VI
126.8, 950, 1, RS, VI
126.8, 1041, 1, RS, V
126.8, 1068, 1, RS, V
126.8, 1073, 1, RS, V
126.8, 1104, 1, RS, V
126.8, 1180, 1, IB, V
126.9, 1051, 1, RS, V
126.9, 1067, 1, RS, V
126.9, 1183, 1, IB, V
127, 419, 0, IB, V
127, 781, 1, RS, VI
127, 918, 1, RS, VI
127, 983, 1, RS, VI
127, 1044, 1, RS, V
127, 1101, 1, RS, V
127, 1103, 1, RS, V
127, 1171, 1, IB, V
127, 1303, 1, LTS, IV
127, 2658, 3, FS, V
127.1, 828, 1, RS, VI
127.1, 956, 1, RS, VI
127.1, 1055, 1, RS, V
127.1, 1057, 1, RS, V
127.1, 1070, 1, RS, V
127.1, 1078, 1, RS, V
127.1, 1138, 1, FS, V
127.1, 2684, 3, LTS, V
127.2, 822, 1, RS, VI
127.2, 964, 1, RS, VI
127.2, 1088, 1, RS, V
127.2, 1400, 1, RS, III
127.2, 2596, 3, RS, V
127.3, 1069, 1, RS, V
127.3, 1072, 1, RS, V
127.3, 1094, 1, RS, V
127.3, 1109, 1, RS, V
127.3, 1115, 1, FS, V
127.3, 1185, 1, IB, V
127.3, 1296, 1, LTS, IV
127.3, 1951, 2, IB, V
127.4, 1043, 1, RS, V
127.4, 1049, 1, RS, V
127.4, 2679, 3, LTS, V
127.4, 2683, 3, LTS, V
127.5, 405, 0, IB, V
127.5, 770, 1, RS, VI
127.5, 851, 1, RS, VI
127.5, 1048, 1, RS, V
127.5, 1090, 1, RS, V
127.5, 1093, 1, RS, V
127.5, 2645, 3, FS, V
127.5, 2656, 3, FS, V
127.6, 967, 1, RS, VI
127.6, 1107, 1, RS, V
127.6, 1163, 1, IB, V
127.6, 1179, 1, IB, V
127.7, 1040, 1, RS, V
127.7, 1062, 1, RS, V
127.7, 1083, 1, RS, V
127.7, 1181, 1, IB, V
127.7, 1297, 1, LTS, IV
127.7, 1304, 1, LTS, IV
127.7, 2649, 3, FS, V
127.7, 2691, 3, IB, V
127.8, 1036, 1, RS, V
127.8, 1045, 1, RS, V
127.8, 1066, 1, RS, V
127.8, 1095, 1, RS, V
127.8, 1190, 1, IB, V
127.8, 2662, 3, FS, V
127.8, 2682, 3, LTS, V
127.8, 2712, 3, IB, V
127.9, 1166, 1, IB, V
127.9, 1298, 1, LTS, IV
127.9, 1515, 1, LTS, III
127.9, 2633, 3, FS, V
127.9, 2644, 3, FS, V
127.9, 2664, 3, FS, V
128, 793, 1, RS, VI
128, 982, 1, RS, VI
128, 1053, 1, RS, V
128, 1102, 1, RS, V
128, 1192, 1, IB, V
128.1, 764, 1, RS, VI
128.1, 773, 1, RS, VI
128.1, 856, 1, RS, VI
128.1, 926, 1, RS, VI
128.1, 955, 1, RS, VI
128.1, 1170, 1, IB, V
128.1, 1514, 1, LTS, III
128.1, 2674, 3, LTS, V
128.2, 416, 0, IB, V
128.2, 809, 1, RS, VI
128.2, 1058, 1, RS, V
128.2, 1346, 1, RS, III
128.3, 767, 1, RS, VI
128.3, 1084, 1, RS, V
128.3, 1187, 1, IB, V
128.3, 2646, 3, FS, V
128.3, 2647, 3, FS, V
128.3, 2650, 3, FS, V
128.3, 2652, 3, FS, V
128.3, 2697, 3, IB, V
128.4, 1174, 1, IB, V
128.4, 1300, 1, LTS, IV
128.4, 1516, 1, LTS, III
128.4, 2698, 3, IB, V
128.5, 1164, 1, IB, V
128.5, 2635, 3, FS, V
128.5, 2690, 3, IB, V
128.5, 2706, 3, IB, V
128.6, 795, 1, RS, VI
128.6, 826, 1, RS, VI
128.6, 1142, 1, FS, V
128.6, 1188, 1, IB, V
128.6, 1302, 1, LTS, IV
128.6, 1952, 2, IB, V
128.7, 1172, 1, IB, V
128.7, 2678, 3, LTS, V
128.7, 2688, 3, IB, V
128.8, 802, 1, RS, VI
128.8, 940, 1, RS, VI
128.8, 1184, 1, IB, V
128.8, 2641, 3, FS, V
128.8, 2695, 3, IB, V
128.9, 1114, 1, FS, V
128.9, 1175, 1, IB, V
128.9, 1189, 1, IB, V
128.9, 1191, 1, IB, V
128.9, 2685, 3, IB, V
129, 838, 1, RS, VI
129, 1112, 1, FS, V
129, 1125, 1, FS, V
129, 1182, 1, IB, V
129, 1186, 1, IB, V
129, 2661, 3, FS, V
129, 2693, 3, IB, V
129.1, 408, 0, IB, V
129.1, 2704, 3, IB, V
129.2, 843, 1, RS, VI
129.3, 864, 1, RS, VI
129.3, 1130, 1, FS, V
129.3, 1133, 1, FS, V
129.3, 1165, 1, IB, V
129.3, 1295, 1, LTS, IV
129.3, 1301, 1, LTS, IV
129.3, 2648, 3, FS, V
129.3, 2655, 3, FS, V
129.4, 1025, 1, LTS, VI
129.4, 1176, 1, IB, V
129.4, 2636, 3, FS, V
129.5, 908, 1, RS, VI
129.5, 941, 1, RS, VI
129.5, 1124, 1, FS, V
129.5, 1137, 1, FS, V
129.5, 1169, 1, IB, V
129.5, 1306, 1, LTS, IV
129.5, 1823, 2, RS, V
129.6, 909, 1, RS, VI
129.6, 923, 1, RS, VI
129.6, 1167, 1, IB, V
129.6, 1294, 1, LTS, IV
129.7, 1136, 1, FS, V
129.7, 1140, 1, FS, V
129.7, 1178, 1, IB, V
129.8, 816, 1, RS, VI
129.8, 1111, 1, FS, V
129.8, 1127, 1, FS, V
129.8, 1168, 1, IB, V
129.8, 1177, 1, IB, V
129.8, 2660, 3, FS, V
129.9, 1086, 1, RS, V
129.9, 1115, 1, FS, V
129.9, 1173, 1, IB, V
129.9, 1305, 1, LTS, IV
129.9, 1938, 2, IB, V
130, 898, 1, RS, VI
130, 1138, 1, FS, V
130, 2702, 3, IB, V
130.1, 1141, 1, FS, V
130.1, 1180, 1, IB, V
130.1, 1183, 1, IB, V
130.1, 1809, 2, RS, V
130.1, 2653, 3, FS, V
130.2, 404, 0, IB, V
130.2, 1126, 1, FS, V
130.2, 1139, 1, FS, V
130.2, 1171, 1, IB, V
130.2, 1942, 2, IB, V
130.3, 1113, 1, FS, V
130.3, 1121, 1, FS, V
130.3, 1123, 1, FS, V
130.3, 1299, 1, LTS, IV
130.4, 1131, 1, FS, V
130.4, 2642, 3, FS, V
130.5, 376, 0, FS, V
130.5, 834, 1, RS, VI
130.5, 859, 1, RS, VI
130.5, 900, 1, RS, VI
130.5, 910, 1, RS, VI
130.5, 1071, 1, RS, V
130.5, 2055, 2, LTS, IV
130.5, 2689, 3, IB, V
130.5, 2692, 3, IB, V
130.7, 803, 1, RS, VI
130.7, 1134, 1, FS, V
130.7, 1185, 1, IB, V
130.7, 1951, 2, IB, V
130.8, 420, 0, IB, V
130.8, 1120, 1, FS, V
130.9, 796, 1, RS, VI
130.9, 1028, 1, LTS, VI
130.9, 1117, 1, FS, V
130.9, 1122, 1, FS, V
130.9, 1484, 1, FS, III
131, 958, 1, RS, VI
131, 1135, 1, FS, V
131, 1163, 1, IB, V
131, 1179, 1, IB, V
131, 1181, 1, IB, V
131, 1293, 1, LTS, IV
131, 2638, 3, FS, V
131.1, 887, 1, RS, VI
131.1, 1079, 1, RS, V
131.1, 2687, 3, IB, V
131.2, 1080, 1, RS, V
131.2, 1190, 1, IB, V
131.2, 2713, 3, IB, V
131.3, 835, 1, RS, VI
131.3, 895, 1, RS, VI
131.3, 1056, 1, RS, V
131.3, 1948, 2, IB, V
131.3, 2709, 3, IB, V
131.3, 2712, 3, IB, V
131.4, 1116, 1, FS, V
131.4, 1118, 1, FS, V
131.4, 1142, 1, FS, V
131.4, 1166, 1, IB, V
131.4, 1192, 1, IB, V
131.4, 1303, 1, LTS, IV
131.4, 1510, 1, FS, III
131.5, 1013, 1, FS, VI
131.5, 1110, 1, RS, V
131.5, 1114, 1, FS, V
131.5, 1128, 1, FS, V
131.5, 2710, 3, IB, V
131.6, 877, 1, RS, VI
131.6, 1129, 1, FS, V
131.6, 1170, 1, IB, V
131.7, 772, 1, RS, VI
131.7, 1085, 1, RS, V
131.7, 1105, 1, RS, V
131.7, 1132, 1, FS, V
131.7, 1494, 1, FS, III
131.7, 1949, 2, IB, V
131.7, 2686, 3, IB, V
131.7, 2694, 3, IB, V
131.8, 414, 0, IB, V
131.8, 905, 1, RS, VI
131.8, 1052, 1, RS, V
131.8, 1060, 1, RS, V
131.8, 1089, 1, RS, V
131.8, 1119, 1, FS, V
131.9, 871, 1, RS, VI
131.9, 1061, 1, RS, V
131.9, 1096, 1, RS, V
131.9, 1112, 1, FS, V
131.9, 1187, 1, IB, V
131.9, 2670, 3, LTS, V
132, 972, 1, RS, VI
132, 1002, 1, FS, VI
132, 1108, 1, RS, V
132, 1130, 1, FS, V
132, 1164, 1, IB, V
132, 1174, 1, IB, V
132, 1175, 1, IB, V
132, 1483, 1, FS, III
132, 1518, 1, LTS, III
132.1, 840, 1, RS, VI
132.1, 976, 1, RS, VI
132.1, 1003, 1, FS, VI
132.1, 1033, 1, RS, V
