0,0,0,0,0,0,0,0,0,0,0
0.1,5.704199,0,0,10.996465,10.637534,5.57167,0,0,6.775745,0
0.2,0,12.136227,11.457612,0,0,3.408276,0,0.241831,0,0
0.3,0,0,6.221177,0,0,0,0,8.289972,0,0
0.4,6.925416,4.923347,0,6.544309,0,0,6.440315,4.462276,0,0
0.5,12.729473,0,8.424973,0,9.529307,0,0,5.111993,0,0
0.6,9.577776,0,3.190694,0.574248,0,0,7.104451,0,12.96273,0
0.7,0.507897,0,3.424703,1.194828,16.282659,10.833449,5.072604,0,4.111317,0
0.8,0,0.015414,0,9.178228,0,8.794659,0,3.555206,10.626437,0
0.9,0,1.184809,4.623082,4.170606,0,2.454341,20.827672,2.741047,0,0
1,0,0,0,4.156096,2.135065,10.398115,0,8.138673,1.490387,0
1.1,2.041562,0,0.289545,0,5.517957,4.567995,0,7.272404,1.249965,0
1.2,10.114916,0,15.034217,0,7.052595,0,0,0,3.094898,0
1.3,0,0,0,0,0,0,7.078936,0,0,0
1.4,0,0,10.025507,0,0,0,4.437216,8.628516,0,0
1.5,15.497166,7.533197,0,0,6.550235,0,17.68344,5.73865,0,0
1.6,0,11.825189,8.28903,7.81894,7.093388,6.100632,16.264734,1.719915,0,0
1.7,20.591464,0,8.528127,0.921612,4.852298,7.700921,6.793019,1.867272,0.884538,0
1.8,0,0,8.54796,7.742153,3.617274,0,0,0,3.128888,0
1.9,0.67609,9.482251,18.558731,6.395909,0,1.102976,12.806201,6.539096,0,0
2,0,0,15.795385,0,4.190238,10.78831,0,3.351861,1.610357,0
2.1,0,12.093868,5.758773,0.577956,17.409361,6.740513,7.649364,0,1.81807,0
2.2,0,0,5.507836,13.596282,0,1.910643,20.394851,5.300533,1.711763,0
2.3,0,0,0,0,0,1.971506,0,0,0,0
2.4,6.088278,6.892058,0,3.638767,10.503824,15.683602,1.316949,0,6.377332,0
2.5,0,0,7.712494,3.107772,0,0,0,13.88631,7.916139,0
2.6,0,1.648604,1.027669,2.479245,0.700147,0,0,0,0,0
2.7,9.016945,3.631841,9.647725,0,5.82737,0,0,2.620808,0,0
2.8,8.65287,0,13.254473,3.140062,0,3.240778,5.768382,0,3.087892,0
2.9,4.160557,0.371661,14.304165,0,0,0,0,6.774539,3.101914,0
3,0,11.292944,4.988202,25.035627,0,6.165647,2.347251,3.966334,0,0
3.1,0,0,0.819109,6.512644,0,19.407382,0,4.748652,7.029065,0
3.2,6.364115,0,0,0,3.621894,8.498785,5.395537,0,0,0
3.3,0,0,0,0,0,1.251015,0,29.008943,0,0
3.4,4.87538,0,0,0,5.928271,0,0,0,0.011188,0
3.5,0,3.06051,1.041824,6.28625,2.750751,0.893101,11.698677,0,0,0
3.6,0,4.100386,3.635539,9.919626,3.456779,0,3.376386,0,0,0
3.7,4.667153,0,0.165328,0,0,5.160266,4.659547,1.359284,1.873731,0
3.8,8.489803,0,1.445728,0,12.52725,5.158204,0,4.788202,0,0
