0,0.017093,0.016078,-0.037397,0.001221,-0.033102,-0.006216
0.09,0.023807,0.000362,0.002123,-0.006714,-0.027151,-0.005453
0.18,0.027394,-0.011308,0.027284,-0.011691,-0.022177,-0.005359
0.27,0.024841,-0.016125,0.024793,-0.0112,-0.018723,-0.00604
0.36,0.018363,-0.017164,0.010739,-0.006483,-0.015069,-0.006649
0.45,0.010472,-0.017207,0.001107,-0.000569,-0.009791,-0.006107
0.54,0.002859,-0.01535,0.000157,0.00252,-0.004746,-0.003335
0.63,-0.003463,-0.010793,0.001918,0.001052,-0.000189,-0.000249
0.72,-0.008773,-0.00424,0.000081,-0.002629,0.004555,0.00023
0.81,-0.013058,0.002567,-0.00535,-0.005558,0.006714,-0.001896
0.9,-0.015811,0.008787,-0.009688,-0.007725,0.003353,-0.00223
0.99,-0.015583,0.013073,-0.01037,-0.00992,-0.003634,0.001389
1.08,-0.011601,0.014307,-0.008061,-0.010925,-0.010671,0.005471
1.17,-0.00474,0.01274,-0.004486,-0.009857,-0.014519,0.005485
1.26,0.00291,0.010583,-0.001815,-0.007733,-0.014091,0.001838
1.35,0.006816,0.007533,-0.000778,-0.004971,-0.01119,-0.001728
1.44,0.003678,0.002391,-0.001174,-0.000517,-0.010186,-0.00191
1.53,-0.004799,-0.002702,-0.003946,0.003166,-0.014623,0.001497
1.62,-0.013002,-0.004266,-0.00717,0.001743,-0.021262,0.005762
1.71,-0.016554,-0.000794,-0.007037,-0.004074,-0.023643,0.007391
1.8,-0.014867,0.006414,-0.002773,-0.009913,-0.018172,0.005951
1.89,-0.009902,0.012783,0.001701,-0.012203,-0.006733,0.005111
1.98,-0.004456,0.013013,0.0032,-0.007999,0.004468,0.006974
2.07,0.000359,0.006739,0.003328,0.00203,0.009719,0.008606
2.16,0.005304,0.000172,0.005007,0.011824,0.008109,0.005648
2.25,0.008775,-0.001452,0.006684,0.01731,0.003387,-0.001032
2.34,0.010091,-0.000396,0.005589,0.0168,-0.000481,-0.007002
2.43,0.010182,-0.001472,0.00324,0.011097,-0.00084,-0.0085
2.52,0.010344,-0.006239,0.003713,0.002956,0.002403,-0.005807
2.61,0.010229,-0.012271,0.008535,-0.004247,0.008223,-0.00157
2.7,0.010235,-0.015439,0.014529,-0.00739,0.013326,0.003537
2.79,0.011415,-0.013444,0.017392,-0.006381,0.014679,0.008088
2.88,0.013276,-0.007876,0.016037,-0.003864,0.013774,0.010268
2.97,0.015237,-0.001844,0.013329,-0.00029,0.013437,0.010651
3.06,0.016139,0.002206,0.010531,0.005348,0.013056,0.010523
3.15,0.014753,0.0052,0.006579,0.010382,0.01146,0.009464
3.24,0.009905,0.007939,0.001548,0.010455,0.009722,0.005867
3.33,0.002041,0.008746,-0.002566,0.00584,0.008697,0.00006
3.42,-0.006194,0.005814,-0.003273,0.001684,0.007966,-0.006456
3.51,-0.010561,0.000255,0.000613,0.001666,0.007995,-0.011388
3.6,-0.00889,-0.005469,0.00481,0.004929,0.00884,-0.012965
3.69,-0.004879,-0.007794,0.004509,0.007845,0.009316,-0.011414
3.78,-0.003041,-0.006253,-0.000946,0.006446,0.009254,-0.007242
3.87,-0.004969,-0.003399,-0.006989,0.001033,0.009396,-0.001428
3.96,-0.008968,-0.001413,-0.00954,-0.003702,0.010131,0.002448
4.05,-0.012262,-0.000124,-0.007842,-0.003745,0.009579,0.001565
4.14,-0.011315,0.000837,-0.001174,0.000837,0.006581,-0.003196
4.23,-0.006789,0.000399,0.008791,0.00646,0.002226,-0.006333
4.32,-0.002367,-0.001161,0.016785,0.00942,-0.001761,-0.003376
4.41,-0.000895,-0.003715,0.018719,0.009362,-0.002505,0.004737
4.5,-0.002636,-0.007807,0.015383,0.008386,0.002659,0.012284
4.59,-0.006478,-0.013002,0.009802,0.007658,0.011652,0.014089
4.68,-0.010704,-0.018571,0.003577,0.006762,0.018098,0.009819
4.77,-0.013619,-0.025001,-0.003089,0.0059,0.01718,0.003807
4.86,-0.013535,-0.030294,-0.00886,0.005493,0.009963,0.000098
4.95,-0.009111,-0.032306,-0.011612,0.004988,0.001476,-0.00057
5.04,-0.002499,-0.030258,-0.010354,0.002567,-0.003023,0.000332
5.13,0.002714,-0.024222,-0.007457,-0.001118,-0.001737,0.003165
5.22,0.003792,-0.015089,-0.004949,-0.002589,0.003505,0.007055
5.31,0.00154,-0.005847,-0.001944,0.000495,0.008959,0.011754
5.4,-0.002254,0.000006,0.003236,0.007054,0.011861,0.016392
5.49,-0.007809,0.001433,0.009276,0.012804,0.012491,0.018979
5.58,-0.012597,0.001494,0.012843,0.014053,0.012457,0.017254
5.67,-0.013698,0.001146,0.011984,0.011125,0.013086,0.012028
5.76,-0.012044,-0.000859,0.008307,0.007558,0.012668,0.006706
5.85,-0.008777,-0.005244,0.002862,0.00578,0.01218,0.005376
5.94,-0.003661,-0.011154,-0.003608,0.006245,0.013594,0.009076
6.03,0.003419,-0.016059,-0.009153,0.00798,0.016596,0.014674
6.12,0.011482,-0.017738,-0.013136,0.010078,0.018578,0.017978
6.21,0.017631,-0.015503,-0.01573,0.011465,0.01791,0.017862
6.3,0.017537,-0.010587,-0.016476,0.011521,0.016134,0.016416
6.39,0.011969,-0.004424,-0.015078,0.010258,0.015489,0.016145
6.48,0.005725,0.001623,-0.011091,0.009513,0.017322,0.016786
6.57,0.001777,0.003691,-0.004773,0.010124,0.021104,0.016022
6.66,0.000084,-0.000415,0.003584,0.011129,0.024181,0.01225
6.75,0.000264,-0.00759,0.009678,0.011037,0.024595,0.007543
6.84,0.001162,-0.01082,0.010399,0.009188,0.022986,0.00403
6.93,0.000881,-0.008566,0.007078,0.005954,0.020555,0.001449
7.02,-0.001289,-0.006221,0.003851,0.001618,0.017655,-0.000333
7.11,-0.004359,-0.008168,0.002696,-0.001582,0.014131,-0.000822
7.2,-0.006228,-0.01286,0.002637,-0.002036,0.010222,-0.000311
7.29,-0.004953,-0.01754,0.003096,-0.00122,0.005993,0.000839
7.38,-0.000321,-0.01922,0.003443,0.000338,0.002757,0.002873
7.47,0.005097,-0.016876,0.002501,0.002178,0.002807,0.005669
7.56,0.006704,-0.012379,0.001228,0.002899,0.0069,0.008265
7.65,0.002538,-0.009048,0.001245,0.000984,0.013568,0.009606
7.74,-0.004377,-0.008657,0.000974,-0.003199,0.018758,0.009615
7.83,-0.009185,-0.011189,-0.002036,-0.007006,0.017605,0.008852
7.92,-0.010271,-0.013415,-0.008171,-0.009739,0.011404,0.007591
8.01,-0.008159,-0.012023,-0.015059,-0.010711,0.006562,0.005806
8.1,-0.00534,-0.008687,-0.019161,-0.00935,0.006795,0.003862
8.19,-0.002849,-0.006807,-0.016773,-0.005777,0.010423,0.001664
8.28,-0.000449,-0.007105,-0.008426,-0.001341,0.013387,-0.001305
8.37,0.001561,-0.008031,0.000886,0.00192,0.01381,-0.004114
8.46,0.001914,-0.008131,0.006997,0.001813,0.014396,-0.004598
8.55,0.001123,-0.008004,0.006635,-0.001074,0.018091,-0.00304
8.64,0.001292,-0.009123,0.000046,-0.004003,0.024369,-0.000908
8.73,0.002579,-0.011903,-0.007787,-0.005568,0.030607,0.000489
8.82,0.002312,-0.01457,-0.012845,-0.00567,0.033575,0.000373
8.91,0.000651,-0.014759,-0.013348,-0.004139,0.031775,0.000773
9,0.000741,-0.013719,-0.01035,-0.002079,0.027285,0.003827
9.09,0.00379,-0.014649,-0.007057,-0.001163,0.023839,0.008664
9.18,0.010806,-0.018362,-0.004813,-0.002021,0.022678,0.012843
9.27,0.021263,-0.022134,-0.003623,-0.004652,0.022299,0.014994
9.36,0.029688,-0.02294,-0.004134,-0.008362,0.020874,0.014739
9.45,0.030561,-0.019837,-0.007191,-0.011512,0.018471,0.013779
9.54,0.023817,-0.015179,-0.01102,-0.015157,0.016987,0.013539
9.63,0.014018,-0.011973,-0.013372,-0.019791,0.01776,0.013955
9.72,0.005866,-0.010622,-0.013588,-0.022778,0.019251,0.014502
9.81,0.001535,-0.010437,-0.013566,-0.02214,0.019518,0.013515
9.9,0.002003,-0.011883,-0.016159,-0.019535,0.020542,0.011743
9.99,0.006555,-0.014381,-0.021535,-0.017857,0.02392,0.010072
10.08,0.088875,0.060174,0.051889,0.198338,0.229563,0.177196
10.17,0.530947,0.497577,0.493696,0.898736,0.903373,0.777016
10.26,1.304158,1.268427,1.26897,1.820554,1.803133,1.616292
10.35,1.907068,1.871815,1.868752,2.324132,2.307312,2.115524
10.44,1.903675,1.874131,1.859774,2.080251,2.083589,1.936085
10.53,1.35102,1.330692,1.306525,1.335585,1.360747,1.269058
10.62,0.648228,0.635458,0.609373,0.573182,0.60959,0.555788
10.71,0.138849,0.127237,0.105366,0.093383,0.131371,0.094241
10.8,-0.090223,-0.105398,-0.122117,-0.09217,-0.057163,-0.089577
10.89,-0.135487,-0.154354,-0.166781,-0.114758,-0.084437,-0.116648
10.98,-0.118979,-0.137735,-0.14675,-0.093166,-0.065477,-0.100545
11.07,-0.101899,-0.116892,-0.123586,-0.077047,-0.047643,-0.089035
11.16,-0.091367,-0.101522,-0.106593,-0.06963,-0.035399,-0.082932
11.25,-0.077266,-0.085387,-0.08807,-0.061975,-0.023746,-0.073802
11.34,-0.056489,-0.065962,-0.065936,-0.050863,-0.010698,-0.061243
11.43,-0.0357,-0.044726,-0.044122,-0.037771,0.002156,-0.047987
11.52,-0.021983,-0.027037,-0.026398,-0.026679,0.013152,-0.035485
11.61,-0.016098,-0.017523,-0.017279,-0.020014,0.020839,-0.023768
11.7,-0.013609,-0.01476,-0.018938,-0.017579,0.022734,-0.01075
11.79,-0.011085,-0.014924,-0.026825,-0.018856,0.016697,0.003488
11.88,-0.008977,-0.016378,-0.034556,-0.023495,0.001533,0.016686
11.97,-0.008572,-0.022287,-0.041812,-0.030274,-0.02141,0.026192
12.06,-0.010039,-0.034686,-0.052352,-0.039258,-0.045435,0.030533
12.15,-0.014005,-0.051714,-0.06664,-0.050498,-0.063657,0.030594
12.24,-0.022517,-0.065537,-0.079598,-0.061075,-0.073575,0.027767
12.33,-0.035909,-0.073187,-0.086743,-0.069384,-0.076936,0.020124
12.42,-0.053244,-0.079699,-0.091444,-0.075627,-0.077571,0.005986
12.51,-0.071134,-0.089333,-0.097916,-0.079527,-0.078751,-0.011861
12.6,-0.086602,-0.10108,-0.107253,-0.081745,-0.08066,-0.027909
12.69,-0.097668,-0.112206,-0.117256,-0.082975,-0.079753,-0.038963
12.78,-0.104436,-0.120183,-0.124168,-0.083673,-0.073595,-0.045592
12.87,-0.107212,-0.123031,-0.126698,-0.083823,-0.063075,-0.050128
12.96,-0.106145,-0.120178,-0.12681,-0.082047,-0.049622,-0.05396
13.05,-0.101197,-0.113479,-0.126519,-0.078605,-0.033598,-0.05582
13.14,-0.093286,-0.106061,-0.12548,-0.077921,-0.017287,-0.054671
13.23,-0.08337,-0.100043,-0.12028,-0.082336,-0.005669,-0.052053
13.32,-0.07341,-0.094778,-0.109385,-0.087663,-0.001933,-0.049198
13.41,-0.06491,-0.089829,-0.098156,-0.091374,-0.003718,-0.046488
13.5,-0.057719,-0.086271,-0.0926,-0.09691,-0.006064,-0.043955
13.59,-0.05264,-0.084997,-0.092101,-0.107313,-0.004843,-0.042798
13.68,-0.051428,-0.084661,-0.091721,-0.121458,0.001386,-0.044813
13.77,-0.053953,-0.084226,-0.08879,-0.135935,0.011343,-0.05027
13.86,-0.060331,-0.083769,-0.085906,-0.146219,0.02272,-0.058558
13.95,-0.066756,-0.08334,-0.088274,-0.148995,0.032609,-0.067869
14.04,-0.070001,-0.082023,-0.095224,-0.1451,0.035638,-0.075077
14.13,-0.070016,-0.080253,-0.103513,-0.142391,0.027158,-0.077869
14.22,-0.067939,-0.080396,-0.114042,-0.148947,0.005824,-0.076241
14.31,-0.063202,-0.086707,-0.131693,-0.164995,-0.023397,-0.071397
14.4,-0.057087,-0.100112,-0.157631,-0.183867,-0.052701,-0.065621
14.49,-0.05342,-0.118331,-0.185917,-0.201724,-0.07583,-0.061525
14.58,-0.055856,-0.139099,-0.21054,-0.221557,-0.090832,-0.059223
14.67,-0.06375,-0.160622,-0.231069,-0.245851,-0.098961,-0.056695
14.76,-0.071321,-0.181015,-0.251303,-0.270043,-0.10415,-0.053351
14.85,-0.074112,-0.197748,-0.273621,-0.288462,-0.111934,-0.050718
14.94,-0.075973,-0.211026,-0.29351,-0.300437,-0.12375,-0.050133
15.03,-0.082682,-0.223441,-0.306034,-0.309656,-0.133716,-0.049842
15.12,-0.094025,-0.237697,-0.313213,-0.317749,-0.135543,-0.048662
15.21,-0.104726,-0.253717,-0.319462,-0.323495,-0.127544,-0.048484
15.3,-0.109088,-0.269061,-0.323064,-0.324176,-0.112781,-0.052121
15.39,-0.105571,-0.281901,-0.320722,-0.316584,-0.098462,-0.058519
15.48,-0.097265,-0.290475,-0.311358,-0.299786,-0.088943,-0.066301
15.57,-0.086817,-0.292711,-0.295521,-0.279211,-0.083472,-0.07368
15.66,-0.077755,-0.286341,-0.276809,-0.263635,-0.077881,-0.079859
15.75,-0.073696,-0.272294,-0.261237,-0.258266,-0.068706,-0.084125
15.84,-0.078076,-0.25662,-0.252605,-0.260028,-0.055949,-0.087897
15.93,-0.088438,-0.24555,-0.248696,-0.260703,-0.04295,-0.092571
16.02,-0.097672,-0.238104,-0.243845,-0.255859,-0.033533,-0.098372
16.110001,-0.101351,-0.22997,-0.234192,-0.249212,-0.030473,-0.104791
16.200001,-0.102685,-0.22197,-0.222754,-0.248237,-0.033143,-0.110215
16.290001,-0.106076,-0.218088,-0.216489,-0.256748,-0.03617,-0.113262
16.379999,-0.109924,-0.219824,-0.2185,-0.269787,-0.036781,-0.113896
16.469999,-0.111394,-0.223514,-0.22422,-0.282415,-0.035746,-0.112864
16.559999,-0.108236,-0.222674,-0.227771,-0.294857,-0.033789,-0.112618
16.65,-0.100732,-0.213881,-0.229132,-0.30544,-0.03198,-0.116993
16.74,-0.091906,-0.199486,-0.232646,-0.308562,-0.032573,-0.12577
16.83,-0.085207,-0.187147,-0.24174,-0.302194,-0.035769,-0.134648
16.92,-0.083043,-0.183295,-0.254802,-0.288892,-0.03979,-0.140547
17.01,-0.084701,-0.186579,-0.265911,-0.273995,-0.043197,-0.14417
17.1,-0.086904,-0.192489,-0.270261,-0.261978,-0.044606,-0.144863
17.190001,-0.086252,-0.19804,-0.265943,-0.254526,-0.045381,-0.141286
17.280001,-0.082587,-0.203545,-0.255366,-0.250742,-0.046991,-0.136092
17.370001,-0.076367,-0.207214,-0.242594,-0.250141,-0.049561,-0.133544
17.459999,-0.072443,-0.205402,-0.230224,-0.251157,-0.051979,-0.135522
17.549999,-0.074439,-0.198821,-0.220316,-0.253787,-0.053053,-0.140626
17.639999,-0.078254,-0.192452,-0.215702,-0.258965,-0.052484,-0.146552
17.73,-0.077524,-0.190222,-0.217104,-0.264816,-0.051433,-0.154763
17.82,-0.072912,-0.191018,-0.219154,-0.269859,-0.050649,-0.16556
17.91,-0.068681,-0.190348,-0.215773,-0.273626,-0.047607,-0.176773
18,-0.065811,-0.185696,-0.207783,-0.275976,-0.040042,-0.184965
18.09,-0.064037,-0.178616,-0.203015,-0.279291,-0.030606,-0.187693
18.18,-0.063655,-0.172161,-0.208044,-0.285063,-0.02457,-0.185238
18.27,-0.065495,-0.168411,-0.221205,-0.289144,-0.023872,-0.181154
18.360001,-0.069953,-0.166047,-0.234807,-0.286279,-0.025994,-0.179524
18.450001,-0.076898,-0.163202,-0.242615,-0.274948,-0.027258,-0.179749
18.540001,-0.084016,-0.160119,-0.243514,-0.25905,-0.02508,-0.178526
18.629999,-0.088977,-0.157123,-0.241099,-0.244021,-0.020084,-0.17542
18.719999,-0.090908,-0.153695,-0.239123,-0.232404,-0.014566,-0.174027
18.809999,-0.091102,-0.150702,-0.236446,-0.227097,-0.012214,-0.17734
18.9,-0.090804,-0.152158,-0.230506,-0.227913,-0.014058,-0.182965
18.99,-0.090529,-0.159604,-0.219721,-0.233046,-0.017562,-0.187686
19.08,-0.091634,-0.168865,-0.203313,-0.240608,-0.019731,-0.190292
19.17,-0.093094,-0.173377,-0.184148,-0.248765,-0.020717,-0.191461
19.26,-0.091895,-0.171525,-0.168099,-0.256221,-0.024516,-0.191207
19.35,-0.085036,-0.166518,-0.158987,-0.261279,-0.032756,-0.187183
19.440001,-0.07516,-0.162009,-0.156335,-0.263092,-0.040912,-0.179947
19.530001,-0.067395,-0.157598,-0.158055,-0.261829,-0.04515,-0.17284
19.620001,-0.064306,-0.1508,-0.163952,-0.25908,-0.044915,-0.168078
19.709999,-0.064647,-0.144097,-0.175085,-0.258789,-0.040716,-0.164067
19.799999,-0.065176,-0.143598,-0.188914,-0.264696,-0.034299,-0.159571
19.889999,-0.064789,-0.151269,-0.201611,-0.27882,-0.027768,-0.155265
19.98,-0.063219,-0.160448,-0.210348,-0.297062,-0.023862,-0.154919
20.07,-0.060482,-0.162977,-0.213873,-0.31302,-0.024352,-0.16045
20.16,-0.056289,-0.156837,-0.213104,-0.32286,-0.027403,-0.169269
20.25,-0.052176,-0.146979,-0.210605,-0.325792,-0.030022,-0.177576
20.34,-0.050185,-0.13983,-0.208301,-0.322391,-0.032351,-0.183291
20.43,-0.050923,-0.137541,-0.206169,-0.313898,-0.035056,-0.185852
20.52,-0.052728,-0.138278,-0.203712,-0.304008,-0.036435,-0.187092
20.610001,-0.054395,-0.139421,-0.199102,-0.296754,-0.036407,-0.188315
20.700001,-0.056254,-0.139248,-0.190202,-0.293249,-0.038945,-0.190626
20.790001,-0.059414,-0.138059,-0.178323,-0.292559,-0.047574,-0.193387
20.879999,-0.06321,-0.136334,-0.168393,-0.290355,-0.059559,-0.194359
20.969999,-0.065762,-0.134066,-0.163687,-0.282877,-0.06917,-0.193076
21.059999,-0.066097,-0.131454,-0.163653,-0.271706,-0.072838,-0.192374
21.15,-0.06381,-0.130153,-0.166093,-0.259784,-0.071273,-0.195334
21.24,-0.058959,-0.131154,-0.167811,-0.249752,-0.065472,-0.200694
21.33,-0.051552,-0.132465,-0.166779,-0.24063,-0.057809,-0.203505
21.42,-0.043366,-0.130589,-0.164686,-0.231363,-0.051707,-0.201373
21.51,-0.037547,-0.127586,-0.164114,-0.223043,-0.049354,-0.19571
21.6,-0.035458,-0.129073,-0.165469,-0.216755,-0.050163,-0.187826
21.690001,-0.035187,-0.135797,-0.166229,-0.213428,-0.051197,-0.179422
21.780001,-0.035473,-0.142563,-0.164462,-0.213954,-0.050315,-0.173733
21.870001,-0.035387,-0.143899,-0.164101,-0.217381,-0.04876,-0.174894
21.959999,-0.034847,-0.140325,-0.168203,-0.222195,-0.050499,-0.185589
22.049999,-0.03613,-0.136771,-0.175522,-0.227984,-0.055339,-0.203079
22.139999,-0.040731,-0.136554,-0.182089,-0.23515,-0.060289,-0.218939
22.23,-0.047157,-0.139093,-0.1834,-0.241513,-0.063514,-0.227
22.32,-0.050589,-0.141874,-0.179803,-0.244013,-0.067235,-0.226785
22.41,-0.04836,-0.144957,-0.176556,-0.243659,-0.071923,-0.223496
22.5,-0.043078,-0.147179,-0.175396,-0.243152,-0.073983,-0.22221
22.59,-0.038737,-0.146133,-0.174349,-0.243446,-0.070389,-0.223564
22.68,-0.038475,-0.138892,-0.173121,-0.243535,-0.062596,-0.226245
22.77,-0.042873,-0.127457,-0.171898,-0.243676,-0.054267,-0.229442
22.860001,-0.0493,-0.117306,-0.170686,-0.244556,-0.046997,-0.233715
